f,lower,upper,width,method
0.459294319152832,-0.0275280928971592,0.915906787485551,0.94343488038271,isotonic
0.459294319152832,-0.0275280928971592,0.915906787485551,0.94343488038271,isotonic
0.459294319152832,-0.0275280928971592,0.915906787485551,0.94343488038271,isotonic
0.459294319152832,-0.0275280928971592,0.915906787485551,0.94343488038271,isotonic
0.459294319152832,-0.0275280928971592,0.915906787485551,0.94343488038271,isotonic
0.459294319152832,-0.0275280928971592,0.915906787485551,0.94343488038271,isotonic
0.459294319152832,-0.0275280928971592,0.915906787485551,0.94343488038271,isotonic
0.459294319152832,-0.0275280928971592,0.915906787485551,0.94343488038271,isotonic
0.459294319152832,-0.0275280928971592,0.915906787485551,0.94343488038271,isotonic
0.459294319152832,-0.0275280928971592,0.915906787485551,0.94343488038271,isotonic
0.459294319152832,-0.0275280928971592,0.915906787485551,0.94343488038271,isotonic
0.459294319152832,-0.0275280928971592,0.915906787485551,0.94343488038271,isotonic
0.459294319152832,-0.0275280928971592,0.915906787485551,0.94343488038271,isotonic
0.459294319152832,-0.0275280928971592,0.915906787485551,0.94343488038271,isotonic
0.459294319152832,-0.0275280928971592,0.915906787485551,0.94343488038271,isotonic
0.459294319152832,-0.0275280928971592,0.915906787485551,0.94343488038271,isotonic
0.459294319152832,-0.0275280928971592,0.915906787485551,0.94343488038271,isotonic
0.459294319152832,-0.0275280928971592,0.915906787485551,0.94343488038271,isotonic
0.459294319152832,-0.0275280928971592,0.915906787485551,0.94343488038271,isotonic
0.459294319152832,-0.0275280928971592,0.915906787485551,0.94343488038271,isotonic
0.459294319152832,-0.0275280928971592,0.915906787485551,0.94343488038271,isotonic
0.459294319152832,-0.0275280928971592,0.915906787485551,0.94343488038271,isotonic
0.459294319152832,-0.0275280928971592,0.915906787485551,0.94343488038271,isotonic
0.459294319152832,-0.0275280928971592,0.915906787485551,0.94343488038271,isotonic
0.459294319152832,-0.0275280928971592,0.915906787485551,0.94343488038271,isotonic
0.459294319152832,-0.0275280928971592,0.915906787485551,0.94343488038271,isotonic
0.459294319152832,-0.0275280928971592,0.915906787485551,0.94343488038271,isotonic
0.459294319152832,-0.0275280928971592,0.915906787485551,0.94343488038271,isotonic
0.459294319152832,-0.0275280928971592,0.915906787485551,0.94343488038271,isotonic
0.459294319152832,-0.0275280928971592,0.915906787485551,0.94343488038271,isotonic
0.459294319152832,-0.0275280928971592,0.915906787485551,0.94343488038271,isotonic
0.459294319152832,-0.0275280928971592,0.915906787485551,0.94343488038271,isotonic
0.459294319152832,-0.0275280928971592,0.915906787485551,0.94343488038271,isotonic
0.459294319152832,-0.0275280928971592,0.915906787485551,0.94343488038271,isotonic
0.459294319152832,-0.0275280928971592,0.915906787485551,0.94343488038271,isotonic
0.459294319152832,-0.0275280928971592,0.915906787485551,0.94343488038271,isotonic
0.459294319152832,-0.0275280928971592,0.915906787485551,0.94343488038271,isotonic
0.459294319152832,-0.0275280928971592,0.915906787485551,0.94343488038271,isotonic
0.459294319152832,-0.0275280928971592,0.915906787485551,0.94343488038271,isotonic
