f,lower,upper,width,method,X
0.782032012939453,0.523461244966689,0.86730815966629,0.343846914699601,isotonic,0.149225138593465
1.25088810920715,0.937805246197055,1.67938607272506,0.74158082652801,isotonic,0.342399837914854
1.22686767578125,0.937805246197055,1.47088381867776,0.53307857248071,isotonic,0.300996076082811
1.0718731880188,0.96277064802201,1.349922093212,0.387151445189989,isotonic,0.654314794577658
0.617991387844086,0.523461244966689,0.681525723219931,0.158064478253243,isotonic,0.843930648639798
1.28142714500427,0.906216875187102,1.78659540750884,0.880378532321741,isotonic,0.505018766503781
0.782032012939453,0.694599374388506,0.86730815966629,0.172708785277784,isotonic,0.787841873243451
1.0718731880188,0.96277064802201,1.20271015363427,0.239939505612258,isotonic,0.266038547735661
1.25088810920715,0.937805246197055,1.67938607272506,0.74158082652801,isotonic,0.548843859927729
1.28142714500427,0.906216875187102,1.78659540750884,0.880378532321741,isotonic,0.51759119075723
0.914348006248474,0.859878431777211,0.981418377081719,0.121539945304508,isotonic,0.220829681726173
0.897971987724304,0.694599374388506,0.981418377081719,0.286819002693213,isotonic,0.767613721312955
0.617991387844086,0.319987530789581,0.681525723219931,0.36153819243035,isotonic,0.121663004625589
1.25088810920715,0.937805246197055,1.67938607272506,0.74158082652801,isotonic,0.549656189512461
0.617991387844086,0.523461244966689,0.681525723219931,0.158064478253243,isotonic,0.830744323087856
0.914348006248474,0.859878431777211,0.981418377081719,0.121539945304508,isotonic,0.748511976096779
0.264214396476746,0.0669600321662486,0.437470724735297,0.370510692569048,isotonic,0.0190533478744328
1.0718731880188,0.96277064802201,1.20271015363427,0.239939505612258,isotonic,0.670916617382318
0.436677068471909,0.342050488120637,0.502421071681961,0.160370583561324,isotonic,0.918201241642237
0.914348006248474,0.694599374388506,0.981418377081719,0.286819002693213,isotonic,0.187111345352605
1.0718731880188,0.96277064802201,1.20271015363427,0.239939505612258,isotonic,0.269720983691514
0.436677068471909,0.342050488120637,0.502421071681961,0.160370583561324,isotonic,0.917081782827154
1.25088810920715,0.937805246197055,1.67938607272506,0.74158082652801,isotonic,0.549831663258374
0.617991387844086,0.523461244966689,0.681525723219931,0.158064478253243,isotonic,0.146328646922484
0.914348006248474,0.859878431777211,0.981418377081719,0.121539945304508,isotonic,0.222991267219186
1.0718731880188,0.96277064802201,1.349922093212,0.387151445189989,isotonic,0.652077857172117
0.264214396476746,0.0669600321662486,0.437470724735297,0.370510692569048,isotonic,0.00563423545099795
0.914348006248474,0.859878431777211,0.981418377081719,0.121539945304508,isotonic,0.723819613922387
0.914348006248474,0.859878431777211,0.981418377081719,0.121539945304508,isotonic,0.740503896027803
0.436677068471909,0.342050488120637,0.502421071681961,0.160370583561324,isotonic,0.924497897271067
0.914348006248474,0.859878431777211,0.981418377081719,0.121539945304508,isotonic,0.213153479853645
1.0718731880188,0.96277064802201,1.20271015363427,0.239939505612258,isotonic,0.666962900198996
0.617991387844086,0.523461244966689,0.681525723219931,0.158064478253243,isotonic,0.143341321498156
0.914348006248474,0.859878431777211,0.981418377081719,0.121539945304508,isotonic,0.744661955395713
1.33849060535431,1.01757762970558,1.78659540750884,0.769017777803259,isotonic,0.386411408428103
1.23687970638275,0.914619605962102,1.56924186372668,0.65462225776458,isotonic,0.564478266285732
1.28142714500427,0.906216875187102,1.78659540750884,0.880378532321741,isotonic,0.373572062700987
1.0718731880188,0.96277064802201,1.20271015363427,0.239939505612258,isotonic,0.662695760605857
1.0718731880188,0.96277064802201,1.20271015363427,0.239939505612258,isotonic,0.246298762969673
1.36030149459839,0.939573086224334,1.78659540750884,0.84702232128451,isotonic,0.42582600703463
0.571995258331299,0.342050488120637,0.502421071681961,0.160370583561324,isotonic,0.904409346869215
0.607852339744568,0.342050488120637,0.681525723219931,0.339475235099294,isotonic,0.881263833958656
1.0718731880188,0.96277064802201,1.20271015363427,0.239939505612258,isotonic,0.253653482766822
1.36030149459839,0.939573086224334,1.78659540750884,0.84702232128451,isotonic,0.394822963746265
1.0718731880188,0.96277064802201,1.349922093212,0.387151445189989,isotonic,0.271134263137355
1.23687970638275,0.914619605962102,1.56924186372668,0.65462225776458,isotonic,0.559943927219138
0.436677068471909,0.342050488120637,0.502421071681961,0.160370583561324,isotonic,0.0818218206986785
0.617991387844086,0.523461244966689,0.681525723219931,0.158064478253243,isotonic,0.820461754687131
1.10739350318909,0.978847603584066,1.47088381867776,0.492036215093699,isotonic,0.640340419951826
0.617991387844086,0.338305191805091,0.681525723219931,0.34322053141484,isotonic,0.109668410615996
0.617991387844086,0.338305191805091,0.681525723219931,0.34322053141484,isotonic,0.110482571879402
0.571995258331299,0.342050488120637,0.502421071681961,0.160370583561324,isotonic,0.0930611346848309
1.28142714500427,0.906216875187102,1.78659540750884,0.880378532321741,isotonic,0.527417465113103
1.36030149459839,0.939573086224334,1.78659540750884,0.84702232128451,isotonic,0.477137570036575
0.264214396476746,0.0669600321662486,0.437470724735297,0.370510692569048,isotonic,0.000136641087010503
1.36030149459839,0.939573086224334,1.78659540750884,0.84702232128451,isotonic,0.461184774292633
1.10739350318909,0.978847603584066,1.47088381867776,0.492036215093699,isotonic,0.638398873852566
0.782032012939453,0.694599374388506,0.86730815966629,0.172708785277784,isotonic,0.156621797708794
0.617991387844086,0.523461244966689,0.681525723219931,0.158064478253243,isotonic,0.814596266020089
0.914348006248474,0.859878431777211,0.981418377081719,0.121539945304508,isotonic,0.750150623265654
0.571995258331299,0.342050488120637,0.502421071681961,0.160370583561324,isotonic,0.0938650241587311
0.782032012939453,0.694599374388506,0.86730815966629,0.172708785277784,isotonic,0.774609049316496
0.617991387844086,0.523461244966689,0.681525723219931,0.158064478253243,isotonic,0.846038550138474
0.617991387844086,0.319987530789581,0.681525723219931,0.36153819243035,isotonic,0.117749658180401
1.23687970638275,0.914619605962102,1.56924186372668,0.65462225776458,isotonic,0.58717649220489
0.914348006248474,0.859878431777211,0.981418377081719,0.121539945304508,isotonic,0.202807572903112
0.264214396476746,0.0669600321662486,0.437470724735297,0.370510692569048,isotonic,0.0210722791962326
0.914348006248474,0.859878431777211,0.981418377081719,0.121539945304508,isotonic,0.751092960359529
0.932735919952393,0.792074166721744,1.20271015363427,0.410635986912523,isotonic,0.699404895538464
1.0718731880188,0.96277064802201,1.20271015363427,0.239939505612258,isotonic,0.263373883441091
0.914348006248474,0.859878431777211,0.981418377081719,0.121539945304508,isotonic,0.722494544228539
0.264214396476746,0.0669600321662486,0.437470724735297,0.370510692569048,isotonic,0.99105267599225
0.617991387844086,0.523461244966689,0.681525723219931,0.158064478253243,isotonic,0.139545523794368
1.10739350318909,0.978847603584066,1.47088381867776,0.492036215093699,isotonic,0.640052266884595
0.264214396476746,0.0669600321662486,0.437470724735297,0.370510692569048,isotonic,0.032472216989845
1.28142714500427,0.906216875187102,1.78659540750884,0.880378532321741,isotonic,0.517297379206866
1.0718731880188,0.96277064802201,1.20271015363427,0.239939505612258,isotonic,0.663814963307232
0.617991387844086,0.319987530789581,0.681525723219931,0.36153819243035,isotonic,0.117656862363219
0.782032012939453,0.694599374388506,0.86730815966629,0.172708785277784,isotonic,0.157716769026592
0.617991387844086,0.523461244966689,0.681525723219931,0.158064478253243,isotonic,0.822018892737106
0.782032012939453,0.694599374388506,0.86730815966629,0.172708785277784,isotonic,0.783521203091368
0.426477342844009,0.0669600321662486,0.502421071681961,0.435461039515713,isotonic,0.945898022502661
0.403158277273178,0.0669600321662486,0.496799756840797,0.429839724674549,isotonic,0.956175220664591
1.10739350318909,0.978847603584066,1.47088381867776,0.492036215093699,isotonic,0.281960038468242
1.36030149459839,0.939573086224334,1.78659540750884,0.84702232128451,isotonic,0.451333905337378
1.22686767578125,0.937805246197055,1.47088381867776,0.53307857248071,isotonic,0.620015553664416
0.617991387844086,0.338305191805091,0.681525723219931,0.34322053141484,isotonic,0.86288810428232
1.0718731880188,0.96277064802201,1.20271015363427,0.239939505612258,isotonic,0.267206294229254
1.0718731880188,0.96277064802201,1.20271015363427,0.239939505612258,isotonic,0.239666898502037
1.0718731880188,0.96277064802201,1.20271015363427,0.239939505612258,isotonic,0.256039737490937
1.23687970638275,0.914619605962102,1.56924186372668,0.65462225776458,isotonic,0.317960686981678
0.436677068471909,0.342050488120637,0.502421071681961,0.160370583561324,isotonic,0.935859946766868
1.23687970638275,0.914619605962102,1.56924186372668,0.65462225776458,isotonic,0.324690763605759
1.33849060535431,1.01757762970558,1.78659540750884,0.769017777803259,isotonic,0.485026651062071
1.22686767578125,0.937805246197055,1.47088381867776,0.53307857248071,isotonic,0.620617261854932
0.914348006248474,0.859878431777211,0.981418377081719,0.121539945304508,isotonic,0.202655024593696
0.436677068471909,0.342050488120637,0.502421071681961,0.160370583561324,isotonic,0.0899000300560147
1.08236384391785,0.96277064802201,1.47088381867776,0.508113170655755,isotonic,0.650960274739191
0.782032012939453,0.694599374388506,0.86730815966629,0.172708785277784,isotonic,0.793343362864107
1.22686767578125,0.937805246197055,1.47088381867776,0.53307857248071,isotonic,0.626487131929025
0.697853519202405,0.664788452356439,0.730918586048371,0.0661301336919318,conditional,0.149225138593465
1.33964172186223,1.05178007305453,1.62750337066993,0.575723297615399,conditional,0.342399837914854
1.23082521922552,1.00759677492266,1.45405366352838,0.446456888605719,conditional,0.300996076082811
1.15412239588126,0.998262819950313,1.30998197181221,0.3117191518619,conditional,0.654314794577658
0.610512753681296,0.584498449429086,0.636527057933505,0.052028608504419,conditional,0.843930648639798
1.39244416526252,1.0404662263154,1.74442210420964,0.703955877894245,conditional,0.505018766503781
0.753054465534814,0.717844371879765,0.788264559189863,0.0704201873100985,conditional,0.787841873243451
1.13106166335947,0.964931762229025,1.29719156448991,0.332259802260883,conditional,0.266038547735661
1.33964172186223,1.0329663402607,1.64631710346377,0.613350763203076,conditional,0.548843859927729
1.37739773776485,1.03619817606004,1.71859729946966,0.682399123409617,conditional,0.51759119075723
0.977206444026558,0.878974852573565,1.07543803547955,0.196463182905988,conditional,0.220829681726173
