f,lower,upper,width,method,X
0.897648692131043,0.826993400748594,0.968839922443368,0.141846521694774,isotonic,0.745446464745328
1.24908435344696,1.02805950013672,1.52962149910242,0.5015619989657,isotonic,0.599180778255686
0.97172212600708,0.901299043697389,1.04248020939312,0.141181165695733,isotonic,0.717706729425117
1.40812480449677,0.987334403625607,1.82158551408021,0.834251110454608,isotonic,0.529279259964824
1.24908435344696,1.02805950013672,1.4746059602348,0.446546460098082,isotonic,0.318812485784292
0.286093145608902,0.204824263121184,0.307498866362545,0.102674603241361,isotonic,0.0521129765547812
0.650763154029846,0.587479606259894,0.702765852992539,0.115286246732645,isotonic,0.841960177524015
0.97172212600708,0.901299043697389,1.04248020939312,0.141181165695733,isotonic,0.211448354646564
0.449174344539642,0.387324132475582,0.499798981636882,0.1124748491613,isotonic,0.915744956582785
0.235500931739807,0.0674781777320781,0.252925484216221,0.185447306484143,isotonic,0.0374751181807369
0.789368510246277,0.709158060262088,0.859372016535115,0.150213956273027,isotonic,0.783825159538537
0.367201507091522,0.259125564577226,0.393501668575304,0.134376103998078,isotonic,0.950586238875985
0.373931288719177,0.312784434782309,0.393501668575304,0.0807172337929948,isotonic,0.944593455875292
1.40812480449677,0.987334403625607,1.82158551408021,0.834251110454608,isotonic,0.415334947174415
1.24908435344696,1.02805950013672,1.4746059602348,0.446546460098082,isotonic,0.6119855272118
0.789368510246277,0.709158060262088,0.859372016535115,0.150213956273027,isotonic,0.784576752223074
0.897648692131043,0.826993400748594,0.968839922443368,0.141846521694774,isotonic,0.197869784897193
0.97172212600708,0.901299043697389,1.04248020939312,0.141181165695733,isotonic,0.210916246287525
0.475265860557556,0.387324132475582,0.499798981636882,0.1124748491613,isotonic,0.905614105518907
1.24908435344696,1.02805950013672,1.4746059602348,0.446546460098082,isotonic,0.316415960667655
0.705965042114258,0.632463728529532,0.755055158016292,0.122591429486759,isotonic,0.141841284232214
1.21178472042084,1.01337882787686,1.43329253833727,0.419913710460408,isotonic,0.2936761979945
0.323546707630157,0.259125564577226,0.350568627370249,0.0914430627930227,isotonic,0.966291968245059
1.41159057617188,1.0111679812354,1.80912939475496,0.797961413519553,isotonic,0.483942655613646
0.569104790687561,0.459433325100891,0.604967319694064,0.145533994593173,isotonic,0.110574386548251
0.532532393932343,0.450442019453111,0.569792180782085,0.119350161328974,isotonic,0.107633394887671
1.41159057617188,1.0111679812354,1.80912939475496,0.797961413519553,isotonic,0.493714828742668
0.323546707630157,0.259125564577226,0.350568627370249,0.0914430627930227,isotonic,0.974727309076115
0.235500931739807,0.0674781777320781,0.252925484216221,0.185447306484143,isotonic,0.0355157570447773
1.41159057617188,1.0111679812354,1.80912939475496,0.797961413519553,isotonic,0.515332425944507
1.14024829864502,0.967620616652362,1.33448882952073,0.366868212868368,isotonic,0.647381084738299
1.14024829864502,0.967620616652362,1.39909296359265,0.431472346940289,isotonic,0.278031398775056
0.691490888595581,0.587479606259894,0.702765852992539,0.115286246732645,isotonic,0.13934671622701
0.323546707630157,0.259125564577226,0.350568627370249,0.0914430627930227,isotonic,0.976048690034077
1.14024829864502,0.967620616652362,1.33448882952073,0.366868212868368,isotonic,0.648143314290792
0.373931288719177,0.312784434782309,0.393501668575304,0.0807172337929948,isotonic,0.0725796215701848
0.758045971393585,0.677864044774702,0.805979141402939,0.128115096628237,isotonic,0.806265215855092
1.04862153530121,0.960386525612635,1.14170122891539,0.18131470330275,isotonic,0.682849485659972
0.449174344539642,0.387324132475582,0.499798981636882,0.1124748491613,isotonic,0.908888388657942
0.836326956748962,0.777547148462254,0.888709251284419,0.111162102822166,isotonic,0.177865031873807
0.97172212600708,0.901299043697389,1.04248020939312,0.141181165695733,isotonic,0.73006173572503
1.21178472042084,1.01337882787686,1.43329253833727,0.419913710460408,isotonic,0.62861191877164
1.24908435344696,1.02805950013672,1.48443631571646,0.45637681557974,isotonic,0.600904444465414
1.24908435344696,1.02805950013672,1.4746059602348,0.446546460098082,isotonic,0.607696053339168
0.691490888595581,0.587479606259894,0.702765852992539,0.115286246732645,isotonic,0.139659465523437
1.40812480449677,0.987334403625607,1.82158551408021,0.834251110454608,isotonic,0.525525640463457
1.21178472042084,1.01337882787686,1.43329253833727,0.419913710460408,isotonic,0.63460780098103
1.21178472042084,1.01337882787686,1.43329253833727,0.419913710460408,isotonic,0.636589378817007
0.408728837966919,0.325668582568865,0.441703171256731,0.116034588687866,isotonic,0.920264103449881
0.897648692131043,0.826993400748594,0.968839922443368,0.141846521694774,isotonic,0.199759518960491
0.373931288719177,0.312784434782309,0.393501668575304,0.0807172337929948,isotonic,0.0736770939547569
1.21178472042084,1.01337882787686,1.43329253833727,0.419913710460408,isotonic,0.288842085981742
1.35697937011719,1.10126333118069,1.6317232620081,0.530459930827409,isotonic,0.369338859803975
