method,bin,coverage,width,risk,rmse,cal_error
binning,1,0.94,0.540057280642423,0.555,0.177027918515846,0.16273762463902
binning2,1,0.94,0.540057280642423,0.555,0.177027918515846,0.162628019919035
conditional,1,0.985,3.15074258708051,0.555,0.0269480221354118,0.0217254147260181
isotonic,1,0.955,0.0981160110049917,0.555,0.0395278655172524,0.0301912272323713
marginal,1,0.985,0.218575975975664,0.555,0.0269480221354118,0.0219154886495325
binning,2,0.955,0.241824780342425,0.475,0.0800704114381859,0.0771526070545591
binning2,2,0.955,0.241824780342425,0.475,0.0800704114381859,0.0771247325549292
conditional,2,1,2.1658205041717,0.575,0.010559754198497,0.00584148562791264
isotonic,2,0.985,0.0717249578235989,0.425,0.0153908393328591,0.0130660288543896
marginal,2,1,0.218575975975664,0.655,0.010559754198497,0.0052430429473654
binning,3,0.955,0.26273623767511,0.455,0.0906591790047137,0.0887342159223465
binning2,3,0.955,0.26273623767511,0.455,0.0906591790047137,0.0886155851449289
conditional,3,1,0.19165300960103,0.31,0.00748708057738864,0
isotonic,3,0.945,0.0764816347691494,0.31,0.00954467799175009,0.00559926391879939
marginal,3,1,0.218575975975664,0.31,0.00748708057738864,0
binning,4,0.965,0.3789480095459,0.875,0.129954098351485,0.127386126204316
binning2,4,0.965,0.3789480095459,0.875,0.129954098351485,0.127347767973141
conditional,4,0.975,0.20349655862692,0.605,0.0102922537850425,0.00895819029310446
isotonic,4,0.97,0.184766746189082,0.55,0.0159366735930194,0.0139627675930287
marginal,4,0.98,0.218575975975664,0.615,0.0102922537850425,0.00964392014455693
binning,5,0.975,0.550355695864783,0.32,0.0745403762431694,0.0724737089669531
binning2,5,0.975,0.550355695864783,0.32,0.0745403762431694,0.0727039065729834
conditional,5,0.72,0.212774929154763,0.32,0.0105029317291077,0.0313470361639423
isotonic,5,0.935,0.448609902947096,0.32,0.0238792103870211,0.0047238690710475
marginal,5,0.74,0.218575975975664,0.32,0.0105029317291077,0.0247114897478462
binning,marginal,0.958,0.394784400814128,0.536,0.116973139505241,0.110296698497061
binning2,marginal,0.958,0.394784400814128,0.536,0.116973139505241,0.110326221793241
conditional,marginal,0.936,1.18489751772699,0.473,0.0148996828435887,0.016247154011454
isotonic,marginal,0.958,0.175939850546784,0.432,0.023300752003333,0.0179859950204209
marginal,marginal,0.941,0.218575975975664,0.491,0.0148996828435887,0.016536765534883
