method,bin,coverage,width,risk,rmse,cal_error
binning,1,0.91,0.592258136696727,0.465,0.190911758460015,0.174237857004161
binning2,1,0.91,0.592258136696727,0.465,0.190911758460015,0.174171827524117
conditional,1,0.99,1.20008095975735,0.455,0.0258734355865911,0.0206474606684892
isotonic,1,0.965,0.110478106381067,0.465,0.0459618192856141,0.0348019330116206
marginal,1,0.99,0.251347584927909,0.455,0.0258734355865911,0.0212152421533841
binning,2,0.915,0.234577096142014,0.405,0.0845613925695973,0.0827658953635713
binning2,2,0.915,0.234577096142014,0.405,0.0845613925695973,0.0828067547774993
conditional,2,1,1.21474647150214,0.68,0.00747371726266387,0.00521970312348076
isotonic,2,0.96,0.0506882883235733,0.405,0.0121452475914818,0.0103518265183436
marginal,2,1,0.251347584927909,0.72,0.00747371726266387,0.00519061119717386
binning,3,0.965,0.245384818163975,0.33,0.0839267829614895,0.081971982749806
binning2,3,0.965,0.245384818163975,0.33,0.0839267829614895,0.0819920517847481
conditional,3,1,0.227817684328234,0.29,0.0064903886401869,0.00426086003597846
isotonic,3,0.965,0.0750727742292007,0.29,0.00856688924083048,0.00318911280300604
marginal,3,1,0.251347584927909,0.29,0.0064903886401869,0.00443431380678129
binning,4,0.975,0.341492194751394,0.885,0.0958798136698961,0.0871773817050563
binning2,4,0.975,0.341492194751394,0.885,0.0958798136698961,0.0872697754388057
conditional,4,0.97,0.238386533123068,0.635,0.00801966335086897,0.0102395177651441
isotonic,4,0.96,0.173692674690894,0.525,0.0145309139532527,0.0157991856608089
marginal,4,0.98,0.251347584927909,0.68,0.00801966335086897,0.00772499878141708
binning,5,0.95,0.499254131479465,0.325,0.0860677814306937,0.0733249588812416
binning2,5,0.95,0.499254131479465,0.325,0.0860677814306937,0.0731960360953687
conditional,5,0.815,0.24698801635803,0.325,0.00684976441650638,0.0228252283973961
isotonic,5,0.945,0.396737822128848,0.325,0.0306288498040645,0.0251658666114223
marginal,5,0.825,0.251347584927909,0.325,0.00684976441650638,0
binning,marginal,0.943,0.382593275446715,0.482,0.115967439567876,0.106136586531595
binning2,marginal,0.943,0.382593275446715,0.482,0.115967439567876,0.106180290599335
conditional,marginal,0.955,0.625603933013765,0.477,0.0132563232934271,0.0101427973805478
isotonic,marginal,0.959,0.161333933150717,0.402,0.0263918978590145,0.0212382934029861
marginal,marginal,0.959,0.251347584927909,0.494,0.0132563232934271,0.00962234619310495
