method,bin,coverage,width,risk,rmse,cal_error
binning,1,0.9,0.574485609487685,0.7,0.174099051004758,0.158303303719942
binning2,1,0.9,0.574485609487685,0.7,0.174099051004758,0.158438923317124
conditional,1,1,4.19511221345662,0.63,0.0228620660906896,0.0181175284328337
isotonic,1,0.965,0.134981579058739,0.665,0.0393656908788189,0.0296967077420951
marginal,1,1,0.257135588277031,0.61,0.0228620660906896,0.0179950878597106
binning,2,0.975,0.221778087904582,0.525,0.0759637512844828,0.0718852889360437
binning2,2,0.975,0.221778087904582,0.525,0.0759637512844828,0.0720301366181706
conditional,2,1,2.21790407130247,0.365,0.016089330051826,0.00775051891361606
isotonic,2,0.975,0.0884090243522773,0.36,0.0166206973164983,0.00672089863505831
marginal,2,1,0.257135588277031,0.36,0.016089330051826,0.00780835123961935
binning,3,0.93,0.272529702222654,1,0.0933501545795343,0.0915849367435567
binning2,3,0.93,0.272529702222654,1,0.0933501545795343,0.0916035524473214
conditional,3,1,0.239015300676756,0.73,0.00877429841330179,0.00429223707481441
isotonic,3,0.965,0.0845293486111824,0.375,0.00955110616789574,0.00494092953437012
marginal,3,1,0.257135588277031,0.755,0.00877429841330179,0.00384135995269388
binning,4,0.98,0.332572381115733,0.92,0.0972694418543906,0.0908561874543967
binning2,4,0.98,0.332572381115733,0.92,0.0972694418543906,0.0907758647678956
conditional,4,1,0.249366367728397,0.92,0.00958453370509875,0.00872283182106747
isotonic,4,0.975,0.175442818085341,0.915,0.0191687569451708,0.0197901279518806
marginal,4,1,0.257135588277031,0.92,0.00958453370509875,0.00973490719109081
binning,5,0.95,0.517224395219615,0.25,0.0786766928682178,0.0666940903398409
binning2,5,0.95,0.517224395219615,0.25,0.0786766928682178,0.0669001270389516
conditional,5,0.75,0.256252918482996,0.25,0.01267488488054,0
isotonic,5,0.955,0.483510451628785,0.25,0.0290632836014565,0.0242095811303305
marginal,5,0.75,0.257135588277031,0.25,0.01267488488054,0
binning,marginal,0.947,0.383718035190054,0.679,0.109951433596234,0.10046505465463
binning2,marginal,0.947,0.383718035190054,0.679,0.109951433596234,0.100346366266789
conditional,marginal,0.95,1.43153017432945,0.579,0.0149066757741385,0.00876775589030464
isotonic,marginal,0.967,0.193374644347265,0.513,0.0250169723316213,0.0200264740120745
marginal,marginal,0.95,0.257135588277031,0.579,0.0149066757741385,0.00962269919190889
