method,bin,coverage,width,risk,rmse,cal_error
cal_binning_10,1,0.881,0.345443155925135,0.444,0.101606082357538,0.0706729878707547
cal_binning_5,1,0.87,0.369931417878978,0.437,0.113284018721294,0.0802718027303676
conditional,1,0.802,0.389915635647309,0.437,0.16143988597762,0.148178263144305
isotonic,1,0.904,0.338506214939711,0.44,0.096115663553707,0.0701672276339863
marginal,1,0.728,0.373397405406275,0.437,0.16143988597762,0.147863133033454
mondrian_10,1,0.821,0.376490084537755,0.439,0.16143988597762,0.147955860811212
mondrian_5,1,0.803,0.396471190227773,0.439,0.16143988597762,0.148054041938996
oracle,1,0.889,0.0896586028350112,0.437,0.16143988597762,0.147889941015918
cal_binning_10,2,0.927,0.30433282086498,0.891,0.0809478476098402,0.0751972596067451
cal_binning_5,2,0.931,0.338174402624098,0.941,0.0911055223909972,0.0857554988473742
conditional,2,0.985,0.363118703977353,0.933,0.081579186447389,0.0755325465141912
isotonic,2,0.94,0.313191467979834,0.91,0.0782729609267248,0.0724411591619817
marginal,2,0.977,0.373397405406275,0.941,0.081579186447389,0.0755955237270823
mondrian_10,2,0.921,0.34383245994638,0.915,0.081579186447389,0.0754776077526305
mondrian_5,2,0.938,0.351273691488546,0.916,0.081579186447389,0.0755600286302541
oracle,2,0.905,0.107059048762878,0.693,0.081579186447389,0.075510199208068
cal_binning_10,3,0.935,0.29132054211486,0.857,0.0747091456416755,0.0683664899117756
cal_binning_5,3,0.951,0.32657218765835,0.998,0.0769461078603931,0.0717829845716178
conditional,3,0.996,0.347676891864666,0.953,0.0523948864451589,0.0448083908520891
isotonic,3,0.945,0.306033051363047,0.911,0.070976813518643,0.0640776769662022
marginal,3,0.992,0.373397405406275,0.998,0.0523948864451589,0.0448838112295651
mondrian_10,3,0.982,0.317440483458514,0.928,0.0523948864451589,0.0450046307088495
mondrian_5,3,0.982,0.324137782147848,0.893,0.0523948864451589,0.0449171836369436
oracle,3,0.887,0.131711536524291,0.296,0.0523948864451589,0.0450708116791896
cal_binning_10,4,0.929,0.296905953963376,0.759,0.0634908413144566,0.0583333840618643
cal_binning_5,4,0.958,0.34191358055312,0.848,0.0745650452142203,0.0690359454494389
conditional,4,0.975,0.331880209122952,0.82,0.0473045265436874,0.0382749422301753
isotonic,4,0.934,0.299611947179903,0.786,0.0609133806574393,0.0541845652916462
marginal,4,0.996,0.373397405406275,0.848,0.0473045265436874,0.0387698224227502
mondrian_10,4,0.967,0.30153911462485,0.812,0.0473045265436874,0.0383922751115358
mondrian_5,4,0.981,0.318562043942111,0.818,0.0473045265436874,0.0387306011353663
oracle,4,0.91,0.174821090837178,0.549,0.0473045265436874,0.0383475817598674
cal_binning_10,5,0.863,0.360301827931494,0.376,0.0776323280406825,0.0525265438375335
cal_binning_5,5,0.883,0.389110562959025,0.372,0.0873380431791892,0.0562696843409569
conditional,5,0.84,0.322751505683084,0.373,0.071978094389663,0.0576384058820291
isotonic,5,0.864,0.361064598407676,0.379,0.0671367379107752,0.0506326272555138
marginal,5,0.897,0.373397405406275,0.372,0.071978094389663,0.0577997841943029
mondrian_10,5,0.856,0.344701198787012,0.372,0.071978094389663,0.0568364785631403
mondrian_5,5,0.865,0.338080049237442,0.372,0.071978094389663,0.0575341597702913
oracle,5,0.91,0.298907297546634,0.372,0.071978094389663,0.0574796798692716
cal_binning_10,marginal,0.907,0.319660860159969,0.6654,0.0806420135351982,0.0115441230495007
cal_binning_5,marginal,0.9186,0.353140430334714,0.7192,0.0897129515474939,0.00709801386295507
conditional,marginal,0.9196,0.351068589259073,0.7032,0.0926086268929364,0.0557029025377424
isotonic,marginal,0.9174,0.323681455974034,0.6852,0.0756576060555506,0.0115582137173157
marginal,marginal,0.918,0.373397405406275,0.7192,0.0926086268929364,0.0558577960080211
mondrian_10,marginal,0.9094,0.336800668270902,0.6932,0.0926086268929364,0.0559445655046844
mondrian_5,marginal,0.9138,0.345704951408744,0.6876,0.0926086268929364,0.0559468887971318
oracle,marginal,0.9002,0.160431515301198,0.4694,0.0926086268929364,0.0560370900455209
