method,bin,coverage,width,risk,rmse,cal_error
binning,1,0.745,0.467252976486829,0.43,0.196578731885723,0.180899056639809
binning2,1,0.765,0.500844140984468,0.43,0.194889082845143,0.177873429154473
conditional,1,0.79,0.628138678357835,0.45,0.311711616102265,0.303187829431084
isotonic,1,0.775,0.45467881866562,0.43,0.1962407419771,0.182658063467411
marginal,1,0.72,0.722348076971528,0.43,0.311711616102265,0.302871195181992
binning,2,0.98,0.490720313759793,0.97,0.110296174528821,0.105505669191654
binning2,2,1,0.497524088946723,0.97,0.110229287994782,0.105746316520559
conditional,2,0.97,0.591137935943438,0.96,0.23570890179549,0.23310338069517
isotonic,2,0.995,0.483196481810832,0.97,0.106799300317546,0.101415766739505
marginal,2,0.855,0.722348076971528,0.97,0.23570890179549,0.233220024988418
binning,3,0.995,0.516351724890017,1,0.0719865175618778,0.0664591192995064
binning2,3,0.995,0.515438700296416,1,0.0877927730056657,0.0833651644453492
conditional,3,0.985,0.562531095230663,1,0.194509430919731,0.192617991608317
isotonic,3,0.985,0.512231264104511,1,0.0766483760401463,0.071933447798786
marginal,3,0.99,0.722348076971528,1,0.194509430919731,0.192634865469649
binning,4,0.99,0.531917871376924,0.87,0.0912451735038859,0.0840688102505946
binning2,4,0.96,0.527423104478513,0.87,0.0995089014424025,0.0926783632110168
conditional,4,0.985,0.502030526141432,0.87,0.134419486337258,0.135347799883311
isotonic,4,0.99,0.531768837616106,0.87,0.0898501801136869,0.0830051073474219
marginal,4,1,0.722348076971528,0.87,0.134419486337258,0.135092135998242
binning,5,0.795,0.550817619040635,0.35,0.193361608340784,0.180212827532497
binning2,5,0.8,0.549135499572133,0.35,0.194057513391154,0.180261836773835
conditional,5,0.92,0.433488387959219,0.35,0.0818355117349375,0.0453171400316679
isotonic,5,0.795,0.556790237625972,0.35,0.191699014279847,0.177744385569568
marginal,5,1,0.722348076971528,0.35,0.0818355117349375,0.0464990318724465
binning,marginal,0.901,0.51141210111084,0.724,0.142621804731301,0.0178918080607625
binning2,marginal,0.904,0.518073106855651,0.724,0.145189642540998,0.0180825767011471
conditional,marginal,0.93,0.543465324726518,0.726,0.207519823633084,0.154444047204309
isotonic,marginal,0.908,0.507733127964608,0.724,0.14185419264298,0.0174544555442491
marginal,marginal,0.913,0.722348076971528,0.724,0.207519823633084,0.153998380279628
