method,bin,coverage,width,risk,rmse,cal_error
binning,1,0.87,0.337511041423811,0.495,0.10511509823037,0.0720875294748052
binning2,1,0.835,0.356980308507872,0.485,0.108625369108066,0.0717773171360974
conditional,1,0.79,0.34228196377986,0.49,0.132629539396962,0.114510089795096
isotonic,1,0.875,0.332269540613534,0.495,0.0964574648414901,0.0703064810331711
marginal,1,0.765,0.326613396921625,0.49,0.132629539396962,0.114593928136673
binning,2,0.93,0.301486014920659,0.885,0.0836997277787044,0.0785732838420235
binning2,2,0.92,0.300257846703814,0.965,0.0876352676501449,0.0834388746700317
conditional,2,0.97,0.326960735970962,0.925,0.0903745560125791,0.0843264774369972
isotonic,2,0.95,0.297155019169299,0.855,0.0728892580011188,0.0668038932702107
marginal,2,0.935,0.326613396921625,0.92,0.0903745560125791,0.0844928330675342
binning,3,0.915,0.287075792465911,0.805,0.0704488956724896,0.0663349265350165
binning2,3,0.905,0.27847714547167,1,0.0771876853935107,0.0753624565839158
conditional,3,0.985,0.315508863963758,0.87,0.0670078198237051,0.0660466831180262
isotonic,3,0.92,0.294042235302545,0.8,0.068267893366511,0.0639033929295363
marginal,3,0.97,0.326613396921625,0.94,0.0670078198237051,0.0656830448409356
binning,4,0.935,0.2788546223603,0.77,0.0766265721020126,0.0653453016896484
binning2,4,0.915,0.289388443340109,0.86,0.0858985667760934,0.074563618673996
conditional,4,0.995,0.302991144817372,0.83,0.0560142351308041,0.0438075046615174
isotonic,4,0.915,0.28165271040351,0.755,0.0702458637350756,0.0583735494417853
marginal,4,0.99,0.326613396921625,0.85,0.0560142351308041,0.0451963949388362
binning,5,0.8,0.365823445235218,0.37,0.0779509640446455,0.0491066246697479
binning2,5,0.81,0.352790477667157,0.36,0.094180826844315,0.0650755517321909
conditional,5,0.8,0.28674243648572,0.36,0.0487761497004707,0.0375660976938875
isotonic,5,0.85,0.379997465689226,0.37,0.0651482285835041,0.0503124988674118
marginal,5,0.855,0.326613396921625,0.36,0.0487761497004707,0.0335472830860379
binning,marginal,0.89,0.31415018328118,0.665,0.083625187061408,0.00764291523790003
binning2,marginal,0.877,0.315578844338124,0.734,0.0913082051577509,0
conditional,marginal,0.908,0.314897029003535,0.695,0.0845753041135992,0.0439807534743944
isotonic,marginal,0.902,0.317023394235623,0.655,0.0754402608422818,0.0125702904011192
marginal,marginal,0.903,0.326613396921625,0.712,0.0845753041135992,0.0445370636885613
