method,bin,coverage,width,risk,rmse,cal_error
cal_binning_10,1,0.906,0.139038274947557,0.502,0.0326908001872355,0.00918183129337261
cal_binning_5,1,0.88,0.168052312833255,0.502,0.0460729599696695,0.0144006592224313
conditional,1,0.919,0.599523206234208,0.502,0.015531101155187,0.00767765340579793
isotonic,1,0.943,0.143621119744132,0.502,0.0230309963183457,0.0140931307758732
marginal,1,0.986,0.165405243932675,0.502,0.015531101155187,0.00747814920484183
mondrian_10,1,0.911,0.109082131116101,0.502,0.015531101155187,0.00778905980921597
mondrian_5,1,0.909,0.106762463797116,0.502,0.015531101155187,0.00751173884784418
oracle,1,0.881,0.0881648470941231,0.502,0.015531101155187,0.00747468345728369
cal_binning_10,2,0.882,0.124554541682652,0.814,0.0153174839213709,0.0122433324693296
cal_binning_5,2,0.891,0.142597688408756,0.904,0.0262840405375542,0.0236717839842215
conditional,2,0.905,0.581814917912213,0.845,0.011841806581515,0.00949795795357391
isotonic,2,0.917,0.134803608174465,0.904,0.0116119855596871,0.00863443791027634
marginal,2,0.968,0.167255002569982,0.904,0.011841806581515,0.0094722648225369
mondrian_10,2,0.899,0.126681523176468,0.854,0.011841806581515,0.00893380076852918
mondrian_5,2,0.906,0.127606364620986,0.874,0.011841806581515,0.00932098694966906
oracle,2,0.901,0.118708615339898,0.871,0.011841806581515,0.00947262833042236
cal_binning_10,3,0.895,0.153527288811832,0.666,0.0166083846903674,0.0118235215338665
cal_binning_5,3,0.895,0.159739762308373,0.937,0.0191118092635231,0.0131413451586038
conditional,3,0.906,0.586974829635227,0.869,0.0123995506381331,0.00813368226116876
isotonic,3,0.909,0.161392960522219,0.937,0.0153125799150493,0.0104374778303867
marginal,3,0.927,0.167255002569982,0.937,0.0123995506381331,0.00769959627362207
mondrian_10,3,0.894,0.155837194465673,0.711,0.0123995506381331,0.00822471164961888
mondrian_5,3,0.893,0.151984125931143,0.704,0.0123995506381331,0.00834452677569617
oracle,3,0.892,0.145411936171089,0.592,0.0123995506381331,0.00808346174504087
cal_binning_10,4,0.907,0.19031702556611,0.797,0.0144946969998186,0.0102087463110584
cal_binning_5,4,0.888,0.180340691088289,0.798,0.0220262058400434,0.0172336880090297
conditional,4,0.895,0.592401401918048,0.757,0.0132852356062411,0.00851176705360168
isotonic,4,0.91,0.19597192676789,0.798,0.0131857468627409,0.00854182598842785
marginal,4,0.867,0.167255002569982,0.798,0.0132852356062411,0.0088228316966795
mondrian_10,4,0.924,0.194895553095776,0.797,0.0132852356062411,0.00871566872719905
mondrian_5,4,0.914,0.190570197367422,0.795,0.0132852356062411,0.00894142549655342
oracle,4,0.904,0.181339602272492,0.798,0.0132852356062411,0.00809356662501422
cal_binning_10,5,0.87,0.265089000787617,0.498,0.0290096028806638,0.00822539979397141
cal_binning_5,5,0.832,0.249345519948238,0.498,0.0390448007377677,0.00876286460897438
conditional,5,0.859,0.584333510287839,0.505,0.0219395586780619,0.0129724226446572
isotonic,5,0.878,0.271257918200972,0.498,0.022802498297357,0.0137104178275836
marginal,5,0.693,0.167255002569982,0.498,0.0219395586780619,0.0143793054767569
mondrian_10,5,0.868,0.264177489125941,0.498,0.0219395586780619,0.0134560109137242
mondrian_5,5,0.861,0.259409790241659,0.498,0.0219395586780619,0.0140924577894395
oracle,5,0.885,0.263443065578499,0.498,0.0219395586780619,0.0134043142804553
cal_binning_10,marginal,0.892,0.174505226359154,0.6554,0.0229382016426607,0.00419850287004926
cal_binning_5,marginal,0.8772,0.180015194917382,0.7278,0.0322132888387131,0.00293913021905846
conditional,marginal,0.8968,0.589009573197507,0.6956,0.0154469030056885,0.00618552530299309
isotonic,marginal,0.9114,0.181409506681936,0.7278,0.0178524953585657,0.00879102716427582
marginal,marginal,0.8882,0.166885050842521,0.7278,0.0154469030056885,0.00616081710509449
mondrian_10,marginal,0.8992,0.170134778195992,0.6724,0.0154469030056885,0.00610270530695054
mondrian_5,marginal,0.8966,0.167266588391665,0.6746,0.0154469030056885,0.00596501687986096
oracle,marginal,0.8926,0.15941361329122,0.6522,0.0154469030056885,0.0059090746547167
