method,bin,coverage,width,risk,rmse,cal_error
cal_binning_1,1,0.946,0.147276100593355,0.476,0.0215079376090577,0.00710119385470772
cal_binning_2,1,0.95,0.165127841650147,0.476,0.0295644453073775,0.00589464490262274
conditional,1,0.89,0.437131630853034,0.486,0.015609644995313,0.00792715101356823
isotonic,1,0.924,0.13669683573624,0.476,0.0202884965563711,0.0103333176234333
marginal,1,0.936,0.124774021794592,0.476,0.015609644995313,0.00781758103473743
mondrian_1,1,0.944,0.133364787893907,0.476,0.015609644995313,0.00760854115156095
mondrian_2,1,0.932,0.126133835606971,0.476,0.015609644995313,0.00784574739236011
oracle,1,0.922,0.124465429498428,0.476,0.015609644995313,0.00731196458619876
cal_binning_1,2,0.924,0.145842591120235,0.826,0.0143670892420966,0.0107882099657753
cal_binning_2,2,0.916,0.139684166799501,0.826,0.0162204971236535,0.0123587953101546
conditional,2,0.914,0.433092964742381,0.858,0.0125311345290738,0.00620354346510953
isotonic,2,0.918,0.137084186845377,0.836,0.0132467554480043,0.00841419538708675
marginal,2,0.9,0.125957522435665,0.884,0.0125311345290738,0.00673263872710571
mondrian_1,2,0.932,0.139293968994071,0.866,0.0125311345290738,0.00534726963021343
mondrian_2,2,0.92,0.131856947630042,0.884,0.0125311345290738,0.00664072792052729
oracle,2,0.886,0.12183717282747,0.884,0.0125311345290738,0.00679083231537862
cal_binning_1,3,0.938,0.133259046762741,0.55,0.013295940484188,0.0114135644371989
cal_binning_2,3,0.92,0.1265908478109,0.49,0.0138935145562269,0.0124224716785113
conditional,3,0.888,0.424762551285074,0.9,0.0122932702009764,0.00982344275268589
isotonic,3,0.912,0.126609522597775,0.444,0.013105872313559,0.0100030636060243
marginal,3,0.926,0.125957522435665,0.63,0.0122932702009764,0.00887620548275802
mondrian_1,3,0.93,0.131330801164964,0.552,0.0122932702009764,0.00966011927531365
mondrian_2,3,0.926,0.128386734638809,0.648,0.0122932702009764,0.00903092693221176
oracle,3,0.914,0.121667563040024,0.564,0.0122932702009764,0.00980619572147682
cal_binning_1,4,0.908,0.128568228233257,0.706,0.0128590373406017,0.00381395483667938
cal_binning_2,4,0.928,0.129443769691703,0.818,0.0141430443700444,0.00258410199751528
conditional,4,0.898,0.444509267892451,0.804,0.0127888814525688,0
isotonic,4,0.906,0.12733240649583,0.68,0.0127254727681479,0.00265077707457973
marginal,4,0.906,0.125957522435665,0.778,0.0127888814525688,0
mondrian_1,4,0.902,0.125618793955716,0.682,0.0127888814525688,0
mondrian_2,4,0.924,0.130779945311312,0.78,0.0127888814525688,0
oracle,4,0.898,0.122215887455442,0.776,0.0127888814525688,0
cal_binning_1,5,0.918,0.150117104951326,0.404,0.0240023833022607,0.00771912332830227
cal_binning_2,5,0.918,0.165179866803865,0.404,0.0336173586340433,0.0069561672540029
conditional,5,0.876,0.419924233537978,0.406,0.01869757500318,0.0101634518964895
isotonic,5,0.934,0.149851861261772,0.404,0.0204498127388548,0.00726737225211983
marginal,5,0.906,0.125957522435665,0.404,0.01869757500318,0.0102608362904998
mondrian_1,5,0.93,0.139321409953269,0.404,0.01869757500318,0.0103128644374079
mondrian_2,5,0.93,0.138073435166948,0.404,0.01869757500318,0.0103362339338739
oracle,5,0.906,0.126800334104113,0.404,0.01869757500318,0.0105107018411928
cal_binning_1,marginal,0.9268,0.141012614332183,0.5924,0.017817159775678,0.00527364153429844
cal_binning_2,marginal,0.9264,0.145205298551223,0.6028,0.0230666131262411,0.00313468252340463
conditional,marginal,0.8932,0.431884129662183,0.6908,0.0145943115048779,0.00556565121788217
isotonic,marginal,0.9188,0.135514962587399,0.568,0.0163645715479723,0.00548947229887396
marginal,marginal,0.9148,0.12572082230745,0.6344,0.0145943115048779,0.0052419368536723
mondrian_1,marginal,0.9276,0.133785952392385,0.596,0.0145943115048779,0.00563407550525025
mondrian_2,marginal,0.9264,0.131046179670816,0.6384,0.0145943115048779,0.00520139392995917
oracle,marginal,0.9052,0.123397277385095,0.6208,0.0145943115048779,0.00530601253533755
