method,bin,coverage,width,risk,rmse,cal_error
binning,1,0.94,0.249142042080548,0.535,0.0733630889503804,0.0120558399934624
binning2,1,0.89,0.388202367948658,0.535,0.11239679501571,0.0137344709458416
conditional,1,0.995,0.263625133582888,0.535,0.019391274061872,0.0177198668006453
isotonic,1,0.895,0.0902826148054472,0.535,0.0455437455398225,0.0408043237330624
marginal,1,1,0.453946517469435,0.535,0.019391274061872,0.0176315320564165
binning,2,0.915,0.174853473366644,0.66,0.053590722480307,0.0225896713591904
binning2,2,0.87,0.319559479611267,0.385,0.108138882123215,0.0459940198328429
conditional,2,1,0.309296084006504,0.65,0.0148659314806543,0.0103950702849496
isotonic,2,0.905,0.0919765038436686,0.425,0.0314073324396269,0.0274090748401652
marginal,2,1,0.453946517469435,0.79,0.0148659314806543,0.0103218190684161
binning,3,0.91,0.293601239646632,0.32,0.0683471120169797,0.0552039127747635
binning2,3,0.94,0.394891468869057,0.32,0.0991024149807311,0.075234193602445
conditional,3,1,0.392653161066843,0.335,0.0314097683541163,0.0203284238643279
isotonic,3,0.955,0.300713629126415,0.41,0.050219393429971,0.0446788376841885
marginal,3,1,0.453946517469435,0.35,0.0314097683541163,0.0190521286370646
binning,4,0.915,0.53674904764268,0.72,0.077389437753136,0.049597642572063
binning2,4,0.91,0.58667451762541,0.72,0.0880965303473674,0.0619145810579638
conditional,4,0.83,0.437720387991832,0.725,0.0868546105620527,0.0668122242457298
isotonic,4,0.92,0.578303188682435,0.73,0.0746770291555177,0.0409019199578493
marginal,4,0.85,0.453946517469435,0.725,0.0868546105620527,0.0665700578938531
binning,5,0.77,0.648730783117449,0.53,0.0805458221995578,0.08990358847531
binning2,5,0.755,0.659126536838021,0.53,0.100934346847359,0.12054266282858
conditional,5,0.545,0.459809296441456,0.525,0.133906483125067,0.152045537237645
isotonic,5,0.795,0.679895443872503,0.52,0.0873026318373632,0.103847372786425
marginal,5,0.55,0.453946517469435,0.525,0.133906483125067,0.154440675215776
binning,marginal,0.89,0.380615317170791,0.553,0.0712771921822312,0.0183487353373228
binning2,marginal,0.873,0.469690874178483,0.498,0.102075547556134,0.0261057081654875
conditional,marginal,0.874,0.372620812617905,0.554,0.0735639321616227,0.0595081068297834
isotonic,marginal,0.894,0.348234276066094,0.524,0.0612879253596788,0.0299630045650122
marginal,marginal,0.88,0.453946517469435,0.585,0.0735639321616227,0.0611811384356951
