method,bin,coverage,width,risk,rmse,cal_error
cal_binning_1,1,0.8375,0.447614658302511,0.475,0.15777576495953,0.124034406008805
cal_binning_2,1,0.8275,0.439280217422903,0.4575,0.161258581902688,0.125804229118519
conditional,1,0.7675,0.469516591140269,0.4575,0.232123199914681,0.215109081300633
isotonic,1,0.8525,0.443280576340642,0.4675,0.157156898847549,0.127855534525175
marginal,1,0.6975,0.534880445460318,0.4575,0.232123199914681,0.213870901171721
mondrian_1,1,0.7875,0.414537412959256,0.4675,0.232123199914681,0.214857595739518
mondrian_2,1,0.7425,0.426974724396284,0.4925,0.232123199914681,0.21520571242414
oracle,1,0.915,0.455267839182795,0.4575,0.232123199914681,0.214892531299717
cal_binning_1,2,0.9625,0.401049949476605,0.825,0.0852326415658734,0.0754295911658181
cal_binning_2,2,0.955,0.388854812092272,0.96,0.0891402799496721,0.0802257582463508
conditional,2,0.985,0.462696067108027,0.88,0.146803404588136,0.142874944817233
isotonic,2,0.9725,0.414331917597282,0.895,0.0820793891793607,0.0717078826298858
marginal,2,0.9375,0.536362942827384,0.96,0.146803404588136,0.142703622453495
mondrian_1,2,0.935,0.382250357610319,0.875,0.146803404588136,0.14270695350654
mondrian_2,2,0.9375,0.391482976534578,0.89,0.146803404588136,0.142586854850361
oracle,2,0.915,0.31636820490227,0.695,0.146803404588136,0.142697548570567
cal_binning_1,3,0.9525,0.403667901951273,0.785,0.0807284632078994,0.0750834746721629
cal_binning_2,3,0.96,0.387496675932942,1,0.0836343300654982,0.0774297814302785
conditional,3,0.9925,0.446642961254826,0.785,0.0857764559154715,0.0824168684444434
isotonic,3,0.965,0.404243583480308,0.8975,0.0839277196500456,0.0781964000532959
marginal,3,0.9975,0.536362942827384,1,0.0857764559154715,0.0824348866824825
mondrian_1,3,0.935,0.39464733554157,0.8225,0.0857764559154715,0.0823677223437523
mondrian_2,3,0.955,0.418770647903679,0.8875,0.0857764559154715,0.0822627800060562
oracle,3,0.885,0.256859931698559,0.6625,0.0857764559154715,0.0818871988579891
cal_binning_1,4,0.9175,0.381966969403456,0.8325,0.102018276042076,0.096034527275705
cal_binning_2,4,0.91,0.36629938770513,0.84,0.100931321486275,0.0935706614384219
conditional,4,0.9675,0.431739446359101,0.8125,0.0499990805096734,0.0379249324818066
isotonic,4,0.885,0.372479365854633,0.835,0.102110136825786,0.0962004384047575
marginal,4,0.9975,0.536362942827384,0.84,0.0499990805096734,0.0380672369153769
mondrian_1,4,0.945,0.389663723526592,0.8375,0.0499990805096734,0.0376842149956798
mondrian_2,4,0.9625,0.401378557388344,0.8225,0.0499990805096734,0.0382813172729771
oracle,4,0.9025,0.267549962736513,0.7825,0.0499990805096734,0.0373750680203771
cal_binning_1,5,0.92,0.586487731515658,0.385,0.0562519312793519,0.0284579456427158
cal_binning_2,5,0.895,0.571203805470727,0.385,0.0638373929873189,0.034851595740544
conditional,5,0.8025,0.435653231361685,0.385,0.0637616943854642,0.0472295003506321
isotonic,5,0.8975,0.551788403852529,0.385,0.0607617435912639,0.04502559386629
marginal,5,0.885,0.536362942827384,0.385,0.0637616943854642,0.0462589411047943
mondrian_1,5,0.9025,0.57354295465092,0.385,0.0637616943854642,0.0516817606409354
mondrian_2,5,0.8925,0.591913209992551,0.385,0.0637616943854642,0.0461745216038863
oracle,5,0.88,0.510039244272311,0.385,0.0637616943854642,0.0488386099843595
cal_binning_1,marginal,0.918,0.444157442129901,0.6605,0.102222197577654,0.0139482413917264
cal_binning_2,marginal,0.9095,0.430626979724795,0.7285,0.105078413875219,0.00703421060775091
conditional,marginal,0.903,0.449249659444782,0.664,0.133682819875582,0.0908563013148893
isotonic,marginal,0.9145,0.437224769425079,0.696,0.102564758699978,0.0218124260718488
marginal,marginal,0.903,0.536066443353971,0.7285,0.133682819875582,0.0913092382915936
mondrian_1,marginal,0.901,0.430928356857731,0.6775,0.133682819875582,0.0910612447934234
mondrian_2,marginal,0.898,0.446104023243087,0.6955,0.133682819875582,0.0908694215497316
oracle,marginal,0.8995,0.361217036558489,0.5965,0.133682819875582,0.091410256680745
