method,bin,coverage,width,risk,rmse,cal_error
cal_binning_1,1,0.932,0.170026265793565,0.438,0.03623503225992,0.0113642834764522
cal_binning_2,1,0.924,0.213831657738878,0.438,0.0582533097508228,0.00810662754493046
conditional,1,0.896,0.130590805668479,0.438,0.0256627768627,0.0171624616652659
isotonic,1,0.952,0.16237407268549,0.438,0.0299768365806196,0.022633027571653
marginal,1,0.894,0.12416568792491,0.438,0.0256627768627,0.0173033781726416
mondrian_1,1,0.914,0.14891962895527,0.438,0.0256627768627,0.0173672547469509
mondrian_2,1,0.922,0.151707518300469,0.438,0.0256627768627,0.0170864555399969
oracle,1,0.91,0.129579007521532,0.438,0.0256627768627,0.0173634496739156
cal_binning_1,2,0.892,0.123154443242393,0.6,0.0128571297185714,0.0100744524384287
cal_binning_2,2,0.89,0.135297648691921,0.6,0.019150636395413,0.00834236275452964
conditional,2,0.922,0.126760806836193,0.686,0.00697568791924775,0.00415561563206773
isotonic,2,0.934,0.132787081806465,0.6,0.0142608907015062,0.0128538826103045
marginal,2,0.942,0.124310397407199,0.676,0.00697568791924775,0.00375442559499913
mondrian_1,2,0.922,0.124466662367597,0.6,0.00697568791924775,0.00332112612537342
mondrian_2,2,0.91,0.117962279829148,0.6,0.00697568791924775,0.00444051029287613
oracle,2,0.922,0.117353056526018,0.666,0.00697568791924775,0.000403856150878231
cal_binning_1,3,0.894,0.1246748922344,0.32,0.0100267603667556,0
cal_binning_2,3,0.892,0.131063803511667,0.32,0.0166215075418279,0.0071578275690831
conditional,3,0.9,0.125438874438048,0.32,0.00690655173115461,0
isotonic,3,0.898,0.126771421081694,0.32,0.009925659293926,0.00332777023970903
marginal,3,0.91,0.124310397407199,0.32,0.00690655173115461,0
mondrian_1,3,0.874,0.120887967383911,0.32,0.00690655173115461,0
mondrian_2,3,0.88,0.115743890257573,0.32,0.00690655173115461,0
oracle,3,0.886,0.117359208062698,0.32,0.00690655173115461,0
cal_binning_1,4,0.934,0.13746298978067,0.526,0.011349324490353,0.00566893507825731
cal_binning_2,4,0.89,0.134863667928078,0.526,0.0187277683693167,0.014047182794259
conditional,4,0.92,0.124207440996575,0.584,0.00712441881494208,0.00445127529826582
isotonic,4,0.916,0.132291689754501,0.664,0.0104315950218926,0.00907222670903529
marginal,4,0.916,0.124310397407199,0.602,0.00712441881494208,0.00315594567557964
mondrian_1,4,0.918,0.125618936413552,0.586,0.00712441881494208,0.00450173853973617
mondrian_2,4,0.912,0.121411701469457,0.586,0.00712441881494208,0.00333855147508338
oracle,4,0.912,0.11758112441423,0.578,0.00712441881494208,0.00467994114027464
cal_binning_1,5,0.874,0.130991561513231,0.316,0.0216377931566361,0.00689381270551571
cal_binning_2,5,0.894,0.162985942512128,0.316,0.0347323639294758,0.0107406354971606
conditional,5,0.91,0.126663743424043,0.316,0.012413675932435,0.0088614783372623
isotonic,5,0.892,0.125209366345582,0.316,0.0167324721934324,0.0111275282332344
marginal,5,0.902,0.124310397407199,0.316,0.012413675932435,0.00803373975334264
mondrian_1,5,0.884,0.119969546969727,0.316,0.012413675932435,0.00813575279274637
mondrian_2,5,0.91,0.127588778170765,0.316,0.012413675932435,0.00813974361151173
oracle,5,0.898,0.12158112765064,0.316,0.012413675932435,0.00778309162295807
cal_binning_1,marginal,0.9052,0.137262030512852,0.44,0.0208605873839001,0.00700779292169721
cal_binning_2,marginal,0.898,0.155608544076534,0.44,0.0334470802805327,0.00388640024119461
conditional,marginal,0.9096,0.126732334272668,0.4688,0.0138549304485645,0.00854228337466149
isotonic,marginal,0.9184,0.135886726334746,0.4676,0.0178286076170033,0.013379551543049
marginal,marginal,0.9128,0.124281455510741,0.4704,0.0138549304485645,0.00839348606575886
mondrian_1,marginal,0.9024,0.127972548418011,0.452,0.0138549304485645,0.00878998051650619
mondrian_2,marginal,0.9068,0.126882833605482,0.452,0.0138549304485645,0.00910435727912966
oracle,marginal,0.9056,0.120690704835023,0.4636,0.0138549304485645,0.00874548379847454
