method,bin,coverage,width,risk,rmse,cal_error
cal_binning_1,1,0.994,0.326863633601643,0.694,0.0337367463569676,0.0214787080576074
cal_binning_2,1,0.994,0.316766843056623,0.69,0.0453380267999896,0.016920285670346
conditional,1,0.944,0.187839387016906,0.572,0.0214402841788352,0.0115206614977613
isotonic,1,0.998,0.324692206076273,0.698,0.0287690216830751,0.0202220046208666
marginal,1,0.996,0.28596630416337,0.7,0.0214402841788352,0.0115885228172758
mondrian_1,1,0.998,0.306711222936586,0.694,0.0214402841788352,0.0112007667761384
mondrian_2,1,0.998,0.30572924759421,0.718,0.0214402841788352,0.0112342874368259
oracle,1,0.908,0.149976818902889,0.526,0.0214402841788352,0.0108588456733373
cal_binning_1,2,0.966,0.300041105362501,0.654,0.0276386884660842,0.0206862330575418
cal_binning_2,2,0.972,0.305237506768902,0.66,0.0320764585156116,0.01443183758318
conditional,2,0.924,0.223363601674303,0.554,0.0153812949943108,0.00394184631374786
isotonic,2,0.988,0.306942973340933,0.668,0.0255915293836799,0.0179827732105726
marginal,2,0.986,0.28596630416337,0.672,0.0153812949943108,0.00366258450049948
mondrian_1,2,0.988,0.293266302830953,0.654,0.0153812949943108,0.00542286273484654
mondrian_2,2,0.992,0.294915444582787,0.69,0.0153812949943108,0.00331052442772792
oracle,2,0.91,0.19844501298388,0.526,0.0153812949943108,0.00248425874318982
cal_binning_1,3,0.922,0.29334730052261,0.602,0.0254599006395437,0.0161969883079815
cal_binning_2,3,0.938,0.301818647167809,0.606,0.0322503286963988,0.00478439721194885
conditional,3,0.922,0.28066495160946,0.61,0.0167366935083756,0.0111175890482483
isotonic,3,0.928,0.302540853588843,0.616,0.0213953029520105,0.0117665426339952
marginal,3,0.94,0.28596630416337,0.618,0.0167366935083756,0.0132600346383284
mondrian_1,3,0.932,0.28920807818992,0.602,0.0167366935083756,0.0126320445592963
mondrian_2,3,0.942,0.291625711238776,0.636,0.0167366935083756,0.0106971848335494
oracle,3,0.916,0.259939585360909,0.562,0.0167366935083756,0.0129386198770267
cal_binning_1,4,0.816,0.2973515188829,0.682,0.0251360332050425,0.0155199125965782
cal_binning_2,4,0.83,0.302390244114181,0.666,0.0288217189570745,0.0150703179754364
conditional,4,0.886,0.349143840545252,0.708,0.0194458875079592,0.00293591601138689
isotonic,4,0.838,0.307378614779517,0.686,0.0215152753186423,0.00518011168599429
marginal,4,0.818,0.28596630416337,0.684,0.0194458875079592,0.00587948355820387
mondrian_1,4,0.832,0.291305178369844,0.682,0.0194458875079592,0
mondrian_2,4,0.84,0.295276640190691,0.696,0.0194458875079592,0.0123315895329491
oracle,4,0.882,0.331364810590574,0.708,0.0194458875079592,0.00565211209598191
cal_binning_1,5,0.794,0.331413957555689,0.668,0.030692766782612,0.0243186394865434
cal_binning_2,5,0.786,0.322128087072137,0.66,0.0435603248903467,0
conditional,5,0.876,0.403742815773131,0.714,0.0221608208550556,0.0288673569314203
isotonic,5,0.782,0.328656087111635,0.68,0.0264813175067083,0.0228051429524297
marginal,5,0.746,0.28596630416337,0.666,0.0221608208550556,0.024720035704636
mondrian_1,5,0.774,0.311683646365585,0.668,0.0221608208550556,0.0239749857697104
mondrian_2,5,0.774,0.309054784670866,0.68,0.0221608208550556,0.0255660839275454
oracle,5,0.906,0.417862912923179,0.714,0.0221608208550556,0.0249017656797323
cal_binning_1,marginal,0.8984,0.309803503185069,0.66,0.0287198112581259,0.0176477188801189
cal_binning_2,marginal,0.904,0.30966826563593,0.6564,0.0370208399532999,0.00663035339291686
conditional,marginal,0.9104,0.28895091932381,0.6316,0.0192126596436131,0.0105842658789866
isotonic,marginal,0.9068,0.31404214697944,0.6696,0.0249179020871877,0.0169852407697008
marginal,marginal,0.8972,0.28596630416337,0.668,0.0192126596436131,0.0101038432608796
mondrian_1,marginal,0.9048,0.298434885738578,0.66,0.0192126596436131,0.0102169842899539
mondrian_2,marginal,0.9092,0.299320365655466,0.684,0.0192126596436131,0.0102963389634611
oracle,marginal,0.9044,0.271517828152286,0.6072,0.0192126596436131,0.0103102803914014
