method,bin,coverage,width,risk,rmse,cal_error
binning,1,0.84,0.273150257436977,0.45,0.101915735046236,0.0902978578704775
binning2,1,0.84,0.275794521375726,0.45,0.103756536577397,0.0921671099521567
conditional,1,0.915,0.30832946728116,0.45,0.0927647991592856,0.0807648136153483
isotonic,1,0.845,0.276450283454913,0.45,0.101870718969435,0.0899194990356229
marginal,1,0.915,0.295287779054648,0.45,0.0927647991592856,0.0802275242911192
binning,2,0.995,0.278051316055395,0.89,0.056668598572219,0.0555331323212055
binning2,2,0.995,0.279751207872056,0.89,0.0560638363623307,0.0544288815002931
conditional,2,1,0.310355239213836,0.89,0.031131680478741,0.027549684431013
isotonic,2,0.98,0.277570781452536,0.89,0.0554332607538275,0.0537209519034504
marginal,2,1,0.295287779054648,0.89,0.031131680478741,0.0272873473512885
binning,3,0.99,0.281175685415956,0.99,0.0409620072325456,0.039788662413191
binning2,3,0.995,0.280944271159365,0.99,0.0407319233585797,0.0395655441020927
conditional,3,1,0.314642137116314,0.99,0.0350484918937507,0.0332639600523937
isotonic,3,0.985,0.278933146715624,0.99,0.0407866395040548,0.0397515466153534
marginal,3,1,0.295287779054648,0.99,0.0350484918937507,0.0331405343338658
binning,4,0.975,0.283795759924867,0.825,0.0530960831158429,0.0504874187083283
binning2,4,0.975,0.283247748133818,0.825,0.0531078670132316,0.0501228577737942
conditional,4,0.97,0.31255343468776,0.825,0.0716508725726762,0.0677859872032535
isotonic,4,0.97,0.280788160487741,0.825,0.0537875137153423,0.0511944001880624
marginal,4,0.96,0.295287779054648,0.825,0.0716508725726762,0.0680942470772459
binning,5,0.75,0.287769640291361,0.41,0.116943220635108,0.105977925620826
binning2,5,0.74,0.286884444830926,0.41,0.117118996512283,0.106196918663347
conditional,5,0.635,0.311872765309055,0.41,0.146242861211057,0.136063653352896
isotonic,5,0.75,0.282869659228592,0.41,0.116226013160945,0.104500991513215
marginal,5,0.595,0.295287779054648,0.41,0.146242861211057,0.136233827657012
binning,marginal,0.91,0.280788531824911,0.713,0.0797131658453345,0.00834915293523955
binning2,marginal,0.909,0.281324438674378,0.713,0.0801311014443549,0.00753814892779945
conditional,marginal,0.904,0.311550608721625,0.713,0.0863987364168501,0.0344284851994181
isotonic,marginal,0.906,0.279322406267881,0.713,0.0793922194048656,0.0072849143199025
marginal,marginal,0.894,0.295287779054648,0.713,0.0863987364168501,0.0341716469179587
