method,bin,coverage,width,risk,rmse,cal_error
binning,1,0.88,0.10981602685212,0.47,0.0302723794216646,0
binning2,1,0.915,0.153141829033562,0.47,0.0429755345181249,0.00416455076701212
conditional,1,0.94,0.102031919384765,0.47,0.0148071564810501,0.00684102935642591
isotonic,1,0.905,0.104773582893429,0.47,0.0212860886878231,0.0143711080423705
marginal,1,0.915,0.100927370594449,0.47,0.0148071564810501,0.00553199981288585
binning,2,0.9,0.0918661240473749,0.615,0.0143586019763818,0.00905433352994505
binning2,2,0.895,0.116905654087403,0.88,0.0238111223442832,0.0172030836482133
conditional,2,0.925,0.101457037576163,0.77,0.010218623184503,0
isotonic,2,0.895,0.0949804330216995,0.705,0.0118125442595883,0.0040399929708445
marginal,2,0.94,0.100927370594449,0.805,0.010218623184503,0
binning,3,0.84,0.0905540389086805,0.57,0.0114769595437106,0.00419160428033653
binning2,3,0.89,0.10428592657248,0.475,0.0198639307290872,0.0146238110937853
conditional,3,0.925,0.103197585517432,0.475,0.00942307456205771,0.00494303941238635
isotonic,3,0.895,0.0976922673649192,0.605,0.00935413402780313,0.00105157745973022
marginal,3,0.915,0.100927370594449,0.405,0.00942307456205771,0.00506838644577691
binning,4,0.91,0.105601937083738,0.89,0.0118581997681594,0.00454386449643657
binning2,4,0.905,0.114428465453985,0.825,0.017011127742536,0.0118536847032394
conditional,4,0.91,0.10302947775015,0.845,0.0100431177994604,0.00132562468374796
isotonic,4,0.91,0.107354717403947,0.89,0.00993076866705981,0.00228853781890407
marginal,4,0.91,0.100927370594449,0.84,0.0100431177994604,0.00553098121632574
binning,5,0.86,0.139715417939152,0.425,0.0317491007689465,0.00853638317850376
binning2,5,0.865,0.163427417247106,0.425,0.0422209666247232,0.0119533042886917
conditional,5,0.77,0.101579783524536,0.425,0.0163429936421584,0.0149503877612156
isotonic,5,0.885,0.137280225432528,0.425,0.0200774345098388,0.0168375610662521
marginal,5,0.795,0.100927370594449,0.425,0.0163429936421584,0.0159805663423724
binning,marginal,0.878,0.107510708966213,0.594,0.0219222686249012,0
binning2,marginal,0.894,0.130437858478907,0.615,0.0312423761843487,0.000922207231299785
conditional,marginal,0.894,0.102259160750609,0.597,0.0124933913199318,0.00635916531574588
isotonic,marginal,0.898,0.108416245223304,0.619,0.0153743756929264,0.00917672595323047
marginal,marginal,0.895,0.100927370594449,0.589,0.0124933913199318,0.00604804326596053
