method,bin,coverage,width,risk,rmse,cal_error
cal_binning_1,1,0.8725,0.243642956201524,0.445,0.0741503808331554,0.0387100192498474
cal_binning_2,1,0.9,0.291410455949918,0.445,0.0834692984502357,0.035775239891183
conditional,1,0.8425,0.209639880372184,0.445,0.0684588385673032,0.0440190839248969
isotonic,1,0.855,0.211037916455154,0.445,0.067967525156801,0.03972991900401
marginal,1,0.9225,0.269013318098988,0.445,0.0684588385673032,0.0439684903515603
mondrian_1,1,0.85,0.222041451301866,0.445,0.0684588385673032,0.0435920467282234
mondrian_2,1,0.845,0.218620378738193,0.445,0.0684588385673032,0.043680105951808
oracle,1,0.8775,0.172097553623261,0.445,0.0684588385673032,0.0437991965390993
cal_binning_1,2,0.92,0.223705698179528,0.79,0.0549631412207649,0.0420453348471319
cal_binning_2,2,0.8925,0.2203033685199,0.79,0.0598736593278534,0.0467544437567196
conditional,2,0.9325,0.226842783947842,0.805,0.0502651559611524,0.0362036365718277
isotonic,2,0.9175,0.231398184591972,0.79,0.0535808371045734,0.0398053022284208
marginal,2,0.9775,0.270443804158866,0.855,0.0502651559611524,0.0361532009056374
mondrian_1,2,0.9475,0.224852800478416,0.7325,0.0502651559611524,0.0356896688633246
mondrian_2,2,0.9325,0.21874741467582,0.77,0.0502651559611524,0.0356822192670689
oracle,2,0.9025,0.163113658316928,0.6775,0.0502651559611524,0.0361359592685992
cal_binning_1,3,0.9025,0.231982208482761,0.4125,0.047555477374219,0.0363719966957434
cal_binning_2,3,0.9125,0.236088143674394,0.3725,0.0507220130630637,0.0397700465149657
conditional,3,0.9525,0.257480491445983,0.4475,0.0444893237395895,0.0334511311477386
isotonic,3,0.92,0.240853856064749,0.405,0.0452871960896326,0.0348029990842484
marginal,3,0.965,0.270443804158866,0.4625,0.0444893237395895,0.0326062120618615
mondrian_1,3,0.9225,0.228526084450733,0.36,0.0444893237395895,0.0324533452139534
mondrian_2,3,0.925,0.231175905170696,0.345,0.0444893237395895,0.0323114110803861
oracle,3,0.89,0.19053346147103,0.365,0.0444893237395895,0.0328782346562084
cal_binning_1,4,0.9325,0.303073805587381,0.725,0.0427019222383827,0.034545331099299
cal_binning_2,4,0.9225,0.286892847098849,0.6375,0.0462203005867588,0.0362202988338597
conditional,4,0.9525,0.299159312400745,0.745,0.0417282208973301,0.0339010759491721
isotonic,4,0.92,0.289331319621421,0.695,0.0421622843077756,0.0335352416821085
marginal,4,0.9375,0.270443804158866,0.7375,0.0417282208973301,0.0325197997986317
mondrian_1,4,0.9275,0.298993790258043,0.695,0.0417282208973301,0.0340222926235871
mondrian_2,4,0.93,0.289832067146562,0.6375,0.0417282208973301,0.0336504301972604
oracle,4,0.91,0.255808928596958,0.655,0.0417282208973301,0.0335226024536485
cal_binning_1,5,0.9075,0.514513716778656,0.39,0.0495511980885214,0.0328753342356652
cal_binning_2,5,0.88,0.521941079299982,0.39,0.0641185115665063,0.0349963200879766
conditional,5,0.8325,0.401074092952711,0.39,0.0418144264614129,0.0229099576962039
isotonic,5,0.92,0.567971290844876,0.39,0.0476318715472633,0.0345237459622528
marginal,5,0.6325,0.270443804158866,0.39,0.0418144264614129,0.0130776297100676
mondrian_1,5,0.9175,0.524037260799922,0.39,0.0418144264614129,0.0247121957803889
mondrian_2,5,0.885,0.528000719623292,0.39,0.0418144264614129,0.0239541761208673
oracle,5,0.905,0.501898711763206,0.39,0.0418144264614129,0.0154568453465541
cal_binning_1,marginal,0.907,0.30338367704597,0.5525,0.0548808248730034,0.0123921173239531
cal_binning_2,marginal,0.9015,0.311327178908609,0.527,0.0622450017046935,0.00310709717702302
conditional,marginal,0.9025,0.278839312223893,0.5665,0.0503630600502836,0
isotonic,marginal,0.9065,0.308118513515634,0.545,0.0521303637347232,0.0129345957233524
marginal,marginal,0.887,0.27015770694689,0.578,0.0503630600502836,0.00503834903398856
mondrian_1,marginal,0.913,0.299690277457796,0.5245,0.0503630600502836,0
mondrian_2,marginal,0.9035,0.297275297070913,0.5175,0.0503630600502836,0
oracle,marginal,0.897,0.256690462754277,0.5065,0.0503630600502836,0
