method,bin,coverage,width,risk,rmse,cal_error
binning,1,0.905,0.30910596943818,0.535,0.0986473724800687,0.0397315399843974
binning2,1,0.92,0.510975129274299,0.82,0.16583493239177,0.123052990851033
conditional,1,0.95,0.423050730566685,0.76,0.16652061207272,0.158937694987919
isotonic,1,0.945,0.236643447289603,0.495,0.073525982199132,0.04693982562776
marginal,1,0.86,0.549165044122456,0.82,0.16652061207272,0.159050243746618
binning,2,0.835,0.238185587653506,0.47,0.0938908095526021,0.0686792680440693
binning2,2,0.875,0.493027780951357,0.42,0.165757593369171,0.144144029538013
conditional,2,1,0.475648835806201,0.4,0.0410520859460003,0.0302571742384994
isotonic,2,0.855,0.1518695123954,0.46,0.0660801956682972,0.0574973602928053
marginal,2,1,0.549165044122456,0.41,0.0410520859460003,0.0304628486288284
binning,3,0.95,0.239005640044271,0.305,0.0638893004468976,0.0414183251952617
binning2,3,0.93,0.348378745883543,0.305,0.0983133028059117,0.0504630275432374
conditional,3,0.995,0.468816392163696,0.75,0.0264964345850129,0.0200142718384619
isotonic,3,0.895,0.188901903551267,0.33,0.0337669498211082,0.0189057362113646
marginal,3,1,0.549165044122456,0.835,0.0264964345850129,0.0202436059042114
binning,4,0.96,0.55781850645547,0.75,0.0691683139865167,0.0510028699888431
binning2,4,0.965,0.563542365289799,0.75,0.0818405933158564,0.0631304571638073
conditional,4,0.905,0.461105688726649,0.77,0.0754796020044738,0.0646618909628093
isotonic,4,0.96,0.579759006986901,0.77,0.0638745341701363,0.0443730491410126
marginal,4,0.955,0.549165044122456,0.77,0.0754796020044738,0.0597148141168157
binning,5,0.825,0.671476723258952,0.49,0.0973877964741303,0.0711068758596423
binning2,5,0.82,0.668194267463345,0.49,0.100790518760628,0.0720144335999759
conditional,5,0.625,0.467429430570441,0.49,0.144318916039887,0.123581559687691
isotonic,5,0.84,0.683245744617942,0.49,0.0979679099731909,0.0650555170477307
marginal,5,0.725,0.549165044122456,0.49,0.144318916039887,0.127928648274245
binning,marginal,0.895,0.403118485370076,0.51,0.0859037478682768,0
binning2,marginal,0.902,0.516823657772469,0.557,0.127670608564272,0
conditional,marginal,0.895,0.459210215566734,0.634,0.106434551623982,0.085792689611505
isotonic,marginal,0.899,0.368083922968223,0.509,0.0701292189006778,0.0167659920248374
marginal,marginal,0.908,0.549165044122456,0.665,0.106434551623982,0.0857823381435474
