method,bin,coverage,width,risk,rmse,cal_error
cal_binning_10,1,0.89,0.582341058743214,0.805,0.212297033054536,0.191492732917542
cal_binning_5,1,0.795,0.837435315422508,0.52,0.344417568925221,0.333129145549962
conditional,1,0.79,0.664596071753653,0.63,0.414411847593154,0.415262002007339
isotonic,1,0.88,0.453233907729188,0.89,0.207917545862714,0.205153422464631
marginal,1,0.52,0.849465991860847,0.52,0.414411847593154,0.415331348946754
mondrian_10,1,0.835,0.414446379741373,0.915,0.414411847593154,0.415369940275956
mondrian_5,1,0.78,0.577968330020348,0.63,0.414411847593154,0.415351486898799
oracle,1,0.86,0.0593727638608535,0.915,0.414411847593154,0.415362537797308
cal_binning_10,2,0.95,0.553178722810507,0.45,0.116454347778993,0.0860450882415387
cal_binning_5,2,1,0.844519620102041,0.995,0.143289224278048,0.105477882313721
conditional,2,1,0.694931615513845,0.83,0.237560960580892,0.22418287158545
isotonic,2,0.97,0.57063658098665,0.41,0.0875238689499632,0.0297266342693945
marginal,2,1,0.978305589511128,0.995,0.237560960580892,0.224192623506306
mondrian_10,2,0.95,0.464239979384429,0.41,0.237560960580892,0.223959923007012
mondrian_5,2,0.96,0.647320148757905,0.83,0.237560960580892,0.224234516639294
oracle,2,0.93,0.0664639151569181,0.41,0.237560960580892,0.224317968341319
cal_binning_10,3,0.84,0.439684542012383,0.61,0.202542131845017,0.199376936930003
cal_binning_5,3,0.97,0.876905012922766,1,0.284115570185259,0.267722306900822
conditional,3,1,0.670802721754025,0.895,0.0450612359108886,0.0197757972078447
isotonic,3,0.93,0.490966019874263,0.65,0.183275519231306,0.179181257939775
marginal,3,1,0.980690567780081,1,0.0450612359108886,0.0189870312340666
mondrian_10,3,0.945,0.437239078577192,0.61,0.0450612359108886,0.0187841564641248
mondrian_5,3,0.965,0.89924588353621,0.935,0.0450612359108886,0.0190868109748268
oracle,3,0.93,0.149289312954454,0.56,0.0450612359108886,0.0193717197654537
cal_binning_10,4,0.86,0.498384611492117,0.73,0.054566257388091,0.0301846064076636
cal_binning_5,4,0.865,0.594563922306312,0.73,0.16486676294536,0.168431569467336
conditional,4,0.93,0.609047561444549,0.73,0.0695538568283494,0.0741482786793229
isotonic,4,0.89,0.468375375076636,0.73,0.0450411298157032,0.0326996660128281
marginal,4,0.995,0.980690567780081,0.73,0.0695538568283494,0.0745874092361474
mondrian_10,4,0.915,0.56386193265832,0.73,0.0695538568283494,0.0724965878332176
mondrian_5,4,0.945,0.634503875293764,0.73,0.0695538568283494,0.0733812374336196
oracle,4,0.89,0.442125291636604,0.73,0.0695538568283494,0.0734689131620475
cal_binning_10,5,0.885,0.765144746866811,0.475,0.054454124895245,0.0584350218362554
cal_binning_5,5,0.88,0.762798464853681,0.475,0.0569985221846451,0.0574127966106256
conditional,5,0.785,0.615291389681287,0.475,0.0529771515130067,0
isotonic,5,0.885,0.773173023536332,0.475,0.0482249219830005,0.0542609519464166
marginal,5,0.96,0.980690567780081,0.475,0.0529771515130067,0
mondrian_10,5,0.89,0.784782576299246,0.475,0.0529771515130067,0
mondrian_5,5,0.89,0.77733721856909,0.475,0.0529771515130067,0.0078742083291738
oracle,5,0.925,0.804130345892635,0.475,0.0529771515130067,0
cal_binning_10,marginal,0.885,0.567746736385006,0.614,0.145325626574368,0.0215320101358773
cal_binning_5,marginal,0.902,0.783244467121462,0.744,0.223743961641683,0.0310930546558325
conditional,marginal,0.901,0.650933872029472,0.712,0.218104205361398,0.178700382624307
isotonic,marginal,0.911,0.551276981440614,0.631,0.133292457354788,0.0303030377743038
marginal,marginal,0.895,0.953968656942443,0.744,0.218104205361398,0.179387588636111
mondrian_10,marginal,0.907,0.532913989332112,0.628,0.218104205361398,0.178453396623559
mondrian_5,marginal,0.908,0.707275091235463,0.72,0.218104205361398,0.178484846829291
oracle,marginal,0.907,0.304276325900293,0.618,0.218104205361398,0.178878202261982
