method,bin,coverage,width,risk,rmse,cal_error
cal_binning_10,5,0.9,0.138840855490323,0.462,0.0351055619080227,0.00556049918056358
cal_binning_5,5,0.873,0.186105426086084,0.599,0.0565413403347485,0.00655714941104339
conditional,5,0.935,0.123916999871485,0.482,0.0175868765735819,0.0142403644440665
isotonic,5,0.915,0.122506883513155,0.443,0.0196517103191622,0.0141663278559504
marginal,5,0.9,0.104786478233753,0.453,0.0175868765735819,0.0142232743093374
mondrian_10,5,0.902,0.108023218821141,0.426,0.0175868765735819,0.0143850500817395
mondrian_5,5,0.907,0.109559863549234,0.446,0.0175868765735819,0.0138802815328001
oracle,5,0.907,0.0986912176170884,0.44,0.0175868765735819,0.0143924901061198
cal_binning_10,marginal,0.9,0.138840855490323,0.462,0.0351055619080227,0.00650712648112554
cal_binning_5,marginal,0.873,0.186105426086084,0.599,0.0565413403347485,0.00682136814023343
conditional,marginal,0.935,0.123916999871485,0.482,0.0175868765735819,0.0143334972962688
isotonic,marginal,0.915,0.122506883513155,0.443,0.0196517103191622,0.0141352268244805
marginal,marginal,0.9,0.104786478233753,0.453,0.0175868765735819,0.0142501514084187
mondrian_10,marginal,0.902,0.108023218821141,0.426,0.0175868765735819,0.0144192293658338
mondrian_5,marginal,0.907,0.109559863549234,0.446,0.0175868765735819,0.0141543538027916
oracle,marginal,0.907,0.0986912176170884,0.44,0.0175868765735819,0.0143180156762757
