method,bin,coverage,width,risk,rmse,cal_error
cal_binning_1,1,0.8025,0.337138810164399,0.435,0.121378420036758,0.097145114275141
cal_binning_2,1,0.7775,0.355334764835648,0.435,0.121368949352365,0.0953282499572852
conditional,1,0.6675,0.351272780780895,0.435,0.169544000205254,0.153483009368769
isotonic,1,0.805,0.327714996125991,0.4325,0.122349171491604,0.098650833499848
marginal,1,0.6525,0.369689131939204,0.435,0.169544000205254,0.153669287402423
mondrian_1,1,0.71,0.334569775368884,0.435,0.169544000205254,0.153857028358652
mondrian_2,1,0.675,0.353820551554378,0.435,0.169544000205254,0.153637641355492
oracle,1,0.915,0.366413274195589,0.435,0.169544000205254,0.153435252451413
cal_binning_1,2,0.95,0.313953191166538,0.8825,0.0632044452702406,0.0572102436169331
cal_binning_2,2,0.9725,0.309523505831743,0.9375,0.067709411282189,0.0619976982768482
conditional,2,0.9775,0.35283244036389,0.9225,0.0930108154329362,0.0900503426115481
isotonic,2,0.9625,0.309571590643223,0.91,0.0631978743208032,0.0571645203025886
marginal,2,0.93,0.369839690091851,0.9375,0.0930108154329362,0.0899631362506668
mondrian_1,2,0.9175,0.326706995441739,0.9375,0.0930108154329362,0.0899122281362745
mondrian_2,2,0.9175,0.327228597395502,0.9375,0.0930108154329362,0.0898494158587448
oracle,2,0.895,0.237289178049797,0.695,0.0930108154329362,0.0902881663536754
cal_binning_1,3,0.92,0.316707281337416,0.8975,0.071236428167699,0.0648223428715184
cal_binning_2,3,0.9525,0.309633436963349,1,0.0714151148364999,0.064751752778524
conditional,3,0.99,0.350827631212289,0.94,0.0622377447736247,0.0526078103032191
isotonic,3,0.9175,0.312328167773786,0.9275,0.0704682682138546,0.0642917472957782
marginal,3,0.99,0.369839690091851,1,0.0622377447736247,0.0526243769214309
mondrian_1,3,0.95,0.320536627426329,1,0.0622377447736247,0.0526852902853952
mondrian_2,3,0.9625,0.319894279878736,1,0.0622377447736247,0.0532024336513032
oracle,3,0.9075,0.213370717990803,0.6,0.0622377447736247,0.0514143103879046
cal_binning_1,4,0.9125,0.32314015315751,0.8275,0.0752255752739433,0.0690735713861921
cal_binning_2,4,0.905,0.32347291452443,0.8775,0.0774239319858373,0.0704143596211336
conditional,4,0.98,0.349336718796897,0.835,0.0464630985682621,0.035301588135808
isotonic,4,0.9125,0.328162817664081,0.8425,0.0748048359988682,0.0682745408781328
marginal,4,0.985,0.369839690091851,0.8775,0.0464630985682621,0.0353992045725619
mondrian_1,4,0.955,0.316084970711183,0.8775,0.0464630985682621,0.0358452793912854
mondrian_2,4,0.97,0.317966833412579,0.8775,0.0464630985682621,0.0358327622935605
oracle,4,0.9225,0.232012116589554,0.6725,0.0464630985682621,0.0349644485409749
cal_binning_1,5,0.9175,0.415627512939672,0.42,0.0592768274960684,0.0461729695279482
cal_binning_2,5,0.92,0.421910429430466,0.4175,0.0646299942705862,0.0468584730605412
conditional,5,0.89,0.361809519186166,0.4175,0.061180021984356,0.0470307170189017
isotonic,5,0.92,0.421373982489601,0.42,0.0597657101397965,0.0495167762040443
marginal,5,0.8925,0.369839690091851,0.4175,0.061180021984356,0.046892657233767
mondrian_1,5,0.915,0.420548275188283,0.4175,0.061180021984356,0.0473143969501119
mondrian_2,5,0.9125,0.404860962649214,0.4175,0.061180021984356,0.0467294196939301
oracle,5,0.91,0.380589615999143,0.4175,0.061180021984356,0.0474898418239486
cal_binning_1,marginal,0.9005,0.341313389753107,0.6925,0.0812093355519236,0.0140950274675302
cal_binning_2,marginal,0.9055,0.343975010317127,0.7335,0.0831704349799274,0.0108442891200297
conditional,marginal,0.901,0.353215818068027,0.71,0.0971303570323675,0.0553568170288782
isotonic,marginal,0.9035,0.339830310939336,0.7065,0.0813594143363157,0.016163065621607
marginal,marginal,0.89,0.369809578461322,0.7335,0.0971303570323675,0.0555811115915103
mondrian_1,marginal,0.8895,0.343689328827283,0.7335,0.0971303570323675,0.0550274350721815
mondrian_2,marginal,0.8875,0.344754244978082,0.7335,0.0971303570323675,0.0555403208181134
oracle,marginal,0.91,0.285934980564977,0.564,0.0971303570323675,0.0554485452073348
