method,bin,coverage,width,risk,rmse,cal_error
cal_binning_10,1,0.872,0.161530740438013,0.439,0.0518231326676991,0.00938715237223304
cal_binning_5,1,0.85,0.230786215091108,0.439,0.0830757798269454,0.0174873185117513
conditional,1,0.928,0.136228197693415,0.439,0.0192964225908922,0.0100139824107048
isotonic,1,0.889,0.127174453017133,0.439,0.0329126395436685,0.0254583787518177
marginal,1,0.938,0.135098079101117,0.439,0.0192964225908922,0.0098346265718578
mondrian_10,1,0.895,0.117557211260472,0.439,0.0192964225908922,0.0104933720961923
mondrian_5,1,0.893,0.114168643882127,0.439,0.0192964225908922,0.0101803582121363
oracle,1,0.906,0.105196888077481,0.439,0.0192964225908922,0.00986933852842282
cal_binning_10,2,0.89,0.136542217081322,0.505,0.0195051203390315,0.0151896872703942
cal_binning_5,2,0.908,0.166062270701805,0.841,0.0346191399933251,0.0238088208894445
conditional,2,0.933,0.138961754238813,0.568,0.00727248655422111,0.00456854811817122
isotonic,2,0.921,0.137150579650192,0.505,0.0111909533189307,0.00718028644992227
marginal,2,0.948,0.139777374238526,0.585,0.00727248655422111,0.00453980664935081
mondrian_10,2,0.912,0.123962365022901,0.505,0.00727248655422111,0.00463768640849037
mondrian_5,2,0.9,0.119721431165242,0.548,0.00727248655422111,0.00449075305652261
oracle,2,0.892,0.112425552091793,0.494,0.00727248655422111,0.00514013054886886
cal_binning_10,3,0.869,0.120592326786441,0.344,0.0164914891703298,0.00919589728909973
cal_binning_5,3,0.914,0.151716431656607,0.344,0.0277134137010613,0.012303151230983
conditional,3,0.947,0.143339960979906,0.313,0.00749052633082766,0.00320135713871912
isotonic,3,0.929,0.13280633123145,0.32,0.00942163521513651,0.00530863398740975
marginal,3,0.953,0.139777374238526,0.312,0.00749052633082766,0.00331218425282107
mondrian_10,3,0.893,0.11544187478835,0.312,0.00749052633082766,0.00277976683310943
mondrian_5,3,0.908,0.11894208534799,0.312,0.00749052633082766,0.00314512495550176
oracle,3,0.931,0.122463611031808,0.312,0.00749052633082766,0.00322759891153784
cal_binning_10,4,0.922,0.161901957321804,0.876,0.017917942708769,0.0113976268982758
cal_binning_5,4,0.885,0.17522254108801,0.876,0.0395547165270943,0.0305207737271807
conditional,4,0.918,0.151789288764065,0.747,0.00864625762908791,0.00674301709709407
isotonic,4,0.917,0.15312426561368,0.854,0.00990184369391368,0.00565639166329124
marginal,4,0.891,0.139777374238526,0.725,0.00864625762908791,0.00588228432201841
mondrian_10,4,0.905,0.147797823706928,0.768,0.00864625762908791,0.0066494758753158
mondrian_5,4,0.903,0.147385564277335,0.753,0.00864625762908791,0.00657073880110755
oracle,4,0.904,0.139823910456393,0.731,0.00864625762908791,0.00643592155453741
cal_binning_10,5,0.911,0.24356485788319,0.368,0.048583782734202,0.00688582348797203
cal_binning_5,5,0.886,0.272092131850474,0.368,0.0714547842219463,0.0108083840595487
conditional,5,0.877,0.175352480301226,0.368,0.0173885325386014,0.0143098581001746
isotonic,5,0.917,0.221639321217233,0.368,0.0280167827820108,0.0205453982802759
marginal,5,0.798,0.139777374238526,0.368,0.0173885325386014,0.0142005533888164
mondrian_10,5,0.905,0.192855611461007,0.368,0.0173885325386014,0.0141728691441447
mondrian_5,5,0.882,0.185056320339595,0.368,0.0173885325386014,0.0135666000116593
oracle,5,0.907,0.189341794694761,0.368,0.0173885325386014,0.0143758657788233
cal_binning_10,marginal,0.8928,0.164826419902154,0.5064,0.0346972408979965,0.00523333192158777
cal_binning_5,marginal,0.8886,0.199175918077601,0.5736,0.0557466862413228,0.00293991318029542
conditional,marginal,0.9206,0.149134336395485,0.487,0.0131031889632639,0.00830864917455444
isotonic,marginal,0.9146,0.154378990145938,0.4972,0.0208817294017431,0.0150276028309952
marginal,marginal,0.9056,0.138841515211044,0.4858,0.0131031889632639,0.00832461118839314
mondrian_10,marginal,0.902,0.139522977247931,0.4784,0.0131031889632639,0.00817401343048212
mondrian_5,marginal,0.8972,0.137054809002458,0.484,0.0131031889632639,0.00838770306883023
oracle,marginal,0.908,0.133850351270447,0.4688,0.0131031889632639,0.00844684246350143
