method,bin,coverage,width,risk,rmse,cal_error
binning,1,0.89,0.461210502075667,0.37,0.157009490467572,0.138833999697175
binning2,1,0.8,0.44742316522104,0.37,0.166546699801926,0.149966429678961
conditional,1,0.66,0.51336540040103,0.41,0.255112002490202,0.245735770334205
isotonic,1,0.85,0.420188294550837,0.37,0.159345178567536,0.141579431946366
marginal,1,0.73,0.609731813400869,0.37,0.255112002490202,0.244573889617214
binning,2,0.99,0.465534842630717,1,0.104887880493535,0.0980279924466006
binning2,2,1,0.468395783871711,1,0.116348744266526,0.110008982765974
conditional,2,0.99,0.523240794428089,0.9,0.185478060536715,0.183193381536077
isotonic,2,0.99,0.454318800113058,1,0.0985892558046516,0.0927552883457055
marginal,2,0.92,0.609731813400869,1,0.185478060536715,0.184020684694689
binning,3,0.98,0.498045259185967,1,0.104368539324992,0.0976906801482175
binning2,3,0.95,0.490543568094453,1,0.102852179276281,0.0958940189442119
conditional,3,1,0.547103456462619,0.96,0.146075061755337,0.141302214798199
isotonic,3,1,0.470958596141709,1,0.0889063907071208,0.0829047451973233
marginal,3,0.99,0.609731813400869,1,0.146075061755337,0.141422993708601
binning,4,0.98,0.505060200166975,0.94,0.123279253810671,0.117655369680346
binning2,4,0.98,0.506130023109826,0.94,0.10659634500025,0.0968376011326684
conditional,4,0.99,0.477734455959425,0.94,0.0923511300109885,0.0923606366129791
isotonic,4,0.99,0.485743723197167,0.94,0.115549126276218,0.108159711546966
marginal,4,1,0.609731813400869,0.94,0.0923511300109885,0.091975338507834
binning,5,0.75,0.526055979875895,0.32,0.178491614834324,0.179510107595776
binning2,5,0.75,0.538204563373831,0.32,0.177914301138497,0.18098404742101
conditional,5,0.84,0.436688814011604,0.32,0.0807194029478884,0.0549016177125434
isotonic,5,0.78,0.52180689322594,0.32,0.164391005327871,0.164989575750803
marginal,5,0.96,0.609731813400869,0.32,0.0807194029478884,0.0578431778417855
binning,marginal,0.918,0.491181356787044,0.726,0.136823441382262,0.0385680943449129
binning2,marginal,0.896,0.490139420734172,0.726,0.137745913628102,0.0189533963004745
conditional,marginal,0.896,0.499626584252553,0.706,0.164843272018252,0.103524618854908
isotonic,marginal,0.922,0.470603261445742,0.726,0.129144165038385,0.0248298395916733
marginal,marginal,0.92,0.609731813400869,0.726,0.164843272018252,0.105170464147285
