method,bin,coverage,width,risk,rmse,cal_error
binning,1,0.765,0.2908574822305,0.415,0.120368973035792,0.111965998615237
binning2,1,0.75,0.290414008763595,0.415,0.121506042182612,0.113282023598233
conditional,1,0.62,0.361036121444357,0.415,0.178194323857235,0.173133953896587
isotonic,1,0.745,0.284051506579104,0.415,0.11983873019395,0.110830380046235
marginal,1,0.58,0.357565425631696,0.415,0.178194323857235,0.17311218536045
binning,2,1,0.288983632384559,0.93,0.0506627242969788,0.0484204184470756
binning2,2,1,0.285678961151321,0.93,0.0499018186654026,0.0476643610667066
conditional,2,0.965,0.336644454507715,0.93,0.108673398444735,0.109387940868634
isotonic,2,1,0.281949916364746,0.93,0.0519960948861325,0.0497140771892032
marginal,2,0.97,0.357565425631696,0.93,0.108673398444735,0.109417773089841
binning,3,1,0.293902573784435,0.99,0.033553419211701,0.0343229858899036
binning2,3,1,0.290642050907396,0.99,0.033246693963068,0.0339774673264724
conditional,3,0.985,0.314591714537601,0.985,0.0711006104150433,0.0704447100638169
isotonic,3,1,0.283325082372209,0.99,0.0357726643431771,0.0366868197831589
marginal,3,1,0.357565425631696,0.99,0.0711006104150433,0.0704306307257635
binning,4,0.975,0.298043954288925,0.82,0.0494935964480646,0.0509865414860459
binning2,4,0.965,0.294222362297712,0.82,0.0511747674323956,0.0530315006191746
conditional,4,0.995,0.315808465979175,0.82,0.0368255710878183,0.0286147876903761
isotonic,4,0.955,0.285985709121897,0.82,0.0504606275311246,0.0512671510362816
marginal,4,1,0.357565425631696,0.82,0.0368255710878183,0.0286100885021915
binning,5,0.76,0.301940034305813,0.405,0.120651028944304,0.111203339315952
binning2,5,0.745,0.299959052649136,0.405,0.121527817948223,0.112085163584551
conditional,5,0.905,0.282009759440294,0.405,0.05978783520533,0.0413392354748194
isotonic,5,0.74,0.288548573311126,0.405,0.116876433500085,0.107240997998391
marginal,5,0.97,0.357565425631696,0.405,0.05978783520533,0.042162129671447
binning,marginal,0.9,0.294745535398846,0.712,0.0838898326596999,0.0070959517075987
binning2,marginal,0.892,0.292183287153832,0.712,0.0845542663731258,0.00747141463731318
conditional,marginal,0.894,0.322018103181828,0.711,0.103488288526133,0.0638552342487937
isotonic,marginal,0.888,0.284772157549817,0.712,0.0831275818133191,0.00764136069551353
marginal,marginal,0.904,0.357565425631696,0.712,0.103488288526133,0.0639297656192477
