method,bin,coverage,width,risk,rmse,cal_error
binning,1,1,1.62654022460186,0,0.0127101515428258,0.0148781731722956
binning2,1,1,1.62654022460186,0,0.0485007249958077,0.0508117465440368
conditional,1,1,0.327840536334452,0,0.0169731648083971,0.0191862843281772
isotonic,1,1,0.548258772459414,0,0.160501919885115,0.162854025911268
marginal,1,1,0.358709904537511,0,0.0169731648083971,0.0191862843281772
binning,2,1,1.62654022460186,1,0.0155288039543704,0.0487322833461509
binning2,2,1,1.62654022460186,1,0.0693793064284194,0
conditional,2,1,0.199783562664603,1,0.0123969969643514,0.0435647790057132
isotonic,2,1,0.472051477231561,1,0.0426218884608882,0.0855555326760082
marginal,2,1,0.358709904537511,1,0.0123969969643514,0.0435647790057132
binning,3,1,1.62654022460186,1,0.00139631311443356,0.0294798051371401
binning2,3,1,1.62654022460186,1,0.0835117972683562,0
conditional,3,1,0.582865895447067,1,0.00173549387558547,0.0206452315485557
isotonic,3,1,0.472051477231561,1,0.0284893976209514,0.0742891002193145
marginal,3,1,0.358709904537511,1,0.00173549387558547,0.0206452315485557
binning,4,1,1.62654022460186,1,0.0267966333360214,0.173906928660544
binning2,4,1,1.62654022460186,1,0.00558673631170525,0.0780948928192462
conditional,4,1,0.398117563099308,1,0.0102465372812117,0.0528877300606123
isotonic,4,1,0.647824216461666,1,0.10020575781933,0.304537468240359
marginal,4,1,0.358709904537511,1,0.0102465372812117,0.0528877300606123
binning,5,1,1.6357879887399,0,0.0532628989995627,0.13694224645664
binning2,5,1,0.660175336257095,0,0.0235645233778705,0.291989813550674
conditional,5,1,0.359190836088271,0,0.0124906256035784,0.229297252272174
isotonic,5,1,0.647824216461666,0,0.00719238939255718,0.239200036849985
marginal,5,1,0.358709904537511,0,0.0124906256035784,0.229297252272174
binning,marginal,1,1.62838977742947,0.6,0.0281412059542273,0.0213968303490256
binning2,marginal,1,1.43326724693291,0.6,0.0542706682347679,0.0558380718789511
conditional,marginal,1,0.37355967872674,0.6,0.0118810189004426,0.0379625738477051
isotonic,marginal,1,0.557602031969173,0.6,0.0877291990216546,0.0843500513551778
marginal,marginal,1,0.358709904537511,0.6,0.0118810189004426,0.0379625738477051
