method,bin,coverage,width,risk,rmse,cal_error
cal_binning_10,1,0.928,0.246237481745718,0.558,0.0751560779309001,0.0215447601607384
cal_binning_5,1,0.921,0.420013375157178,0.558,0.113768868200635,0.00701719888488081
conditional,1,0.883,0.121667365829272,0.558,0.0242975310001605,0.0205660150145422
isotonic,1,0.929,0.138863117949585,0.558,0.0433732318457568,0.0368324679240032
marginal,1,0.999,0.484396992666336,0.558,0.0242975310001605,0.0205494043754378
mondrian_10,1,0.851,0.0983220232793728,0.558,0.0242975310001605,0.0205099150049396
mondrian_5,1,0.857,0.10119497694727,0.558,0.0242975310001605,0.0205518210149844
oracle,1,0.894,0.0758372538663863,0.558,0.0242975310001605,0.0205473551621878
cal_binning_10,2,0.869,0.171612934511225,0.678,0.0513098383295964,0.0273946724890237
cal_binning_5,2,0.873,0.304713271524975,0.987,0.105745281964658,0.0648426972070003
conditional,2,1,0.234488745949922,0.755,0.0180764818825132,0.0115602456600856
isotonic,2,0.939,0.122923478856939,0.633,0.0258208874668349,0.0207564973937001
marginal,2,1,0.521352045041978,0.987,0.0180764818825132,0.0114542576472518
mondrian_10,2,0.894,0.0961667698230943,0.54,0.0180764818825132,0.0114222238741403
mondrian_5,2,0.903,0.100771488936628,0.589,0.0180764818825132,0.0115067880567389
oracle,2,0.91,0.0839897479721875,0.559,0.0180764818825132,0.0113831018290112
cal_binning_10,3,0.954,0.328024584438334,0.377,0.075852571239035,0.0609536922198404
cal_binning_5,3,0.938,0.401293421538972,0.399,0.103975010458139,0.0678673065873981
conditional,3,0.996,0.389078960906003,0.323,0.0362317410762825,0.0222046363051535
isotonic,3,0.961,0.345710895808584,0.416,0.0519872719428573,0.0430263809197989
marginal,3,1,0.521352045041978,0.399,0.0362317410762825,0.0212783382300677
mondrian_10,3,0.958,0.295072555589392,0.377,0.0362317410762825,0.0215034206840487
mondrian_5,3,0.951,0.289080163486204,0.377,0.0362317410762825,0.0218405653045839
oracle,3,0.909,0.172457617999248,0.272,0.0362317410762825,0.0214948916070997
cal_binning_10,4,0.948,0.67089492216721,0.71,0.0667595430365791,0.0456330956401144
cal_binning_5,4,0.944,0.640299468869827,0.71,0.0750468005774959,0.0475968014725445
conditional,4,0.893,0.525060536087211,0.695,0.0844919617746666,0.0768918053869667
isotonic,4,0.967,0.69215012771683,0.721,0.0584676030708971,0.037963268533164
marginal,4,0.886,0.521352045041978,0.71,0.0844919617746666,0.0769612465207048
mondrian_10,4,0.942,0.671746911925925,0.71,0.0844919617746666,0.0762876126387141
mondrian_5,4,0.95,0.691878162684734,0.71,0.0844919617746666,0.0764630485935826
oracle,4,0.889,0.46333526906488,0.634,0.0844919617746666,0.077737158079799
cal_binning_10,5,0.793,0.695789535476309,0.472,0.0980896081136468,0.0852369782818122
cal_binning_5,5,0.773,0.660541449696442,0.472,0.0996263582012006,0.0885737369972509
conditional,5,0.684,0.604033418177128,0.475,0.145323674997758,0.129267087022434
isotonic,5,0.834,0.74951856973235,0.475,0.0987712921710677,0.0943836003422193
marginal,5,0.613,0.521352045041978,0.472,0.145323674997758,0.127684459779099
mondrian_10,5,0.803,0.763803347290454,0.472,0.145323674997758,0.128772283799323
mondrian_5,5,0.783,0.740220110509975,0.472,0.145323674997758,0.130262860116561
oracle,5,0.884,0.812840713373872,0.474,0.145323674997758,0.127741149595449
cal_binning_10,marginal,0.8984,0.422511891667759,0.559,0.0749842062427541,0.0233420450990076
cal_binning_5,marginal,0.8898,0.485372197357479,0.6252,0.100492443849835,0.0117720172124986
conditional,marginal,0.8912,0.374865805389907,0.5612,0.0780867855539683,0.0543238832531494
isotonic,marginal,0.926,0.409833238012857,0.5606,0.0607039713369393,0.0275222858238635
marginal,marginal,0.8996,0.51396103456685,0.6252,0.0780867855539683,0.0552402503950682
mondrian_10,marginal,0.8896,0.385022321581647,0.5314,0.0780867855539683,0.0544721714029387
mondrian_5,marginal,0.8888,0.384628980512962,0.5412,0.0780867855539683,0.0547169001179946
oracle,marginal,0.8972,0.321692120455315,0.4994,0.0780867855539683,0.0543939833681559
