method,bin,coverage,width,risk,rmse,cal_error
cal_binning_10,1,0.883,0.284890409071357,0.479,0.0867202200240828,0.0379651014394332
cal_binning_5,1,0.869,0.414626017808867,0.475,0.131125536298198,0.0460101492478177
conditional,1,0.831,0.19862574862777,0.478,0.0715941085221678,0.0565972301406323
isotonic,1,0.854,0.204839096540741,0.476,0.0654122261972821,0.0459699887791945
marginal,1,0.915,0.281154233493176,0.476,0.0715941085221678,0.0564417385713418
mondrian_10,1,0.808,0.185630318670642,0.484,0.0715941085221678,0.0564600130891369
mondrian_5,1,0.817,0.203097847932745,0.484,0.0715941085221678,0.0566054226536039
oracle,1,0.9,0.0845604524854623,0.475,0.0715941085221678,0.056610919192246
cal_binning_10,2,0.883,0.1871365366368,0.55,0.0522380921567402,0.0383316316285085
cal_binning_5,2,0.939,0.260559706747661,0.885,0.0751968942313773,0.0604714187360358
conditional,2,0.965,0.212010762288386,0.61,0.0420909014706557,0.0254105140870447
isotonic,2,0.911,0.199944806332795,0.591,0.0437598447267825,0.0272846751708566
marginal,2,0.991,0.284771623059841,0.784,0.0420909014706557,0.0251335506028654
mondrian_10,2,0.881,0.168750850618929,0.531,0.0420909014706557,0.0253949754871542
mondrian_5,2,0.892,0.173795295105306,0.531,0.0420909014706557,0.0252335017092037
oracle,2,0.892,0.100166915588624,0.484,0.0420909014706557,0.0253950295061348
cal_binning_10,3,0.917,0.197970088198038,0.301,0.0397250646437102,0.0274374646157526
cal_binning_5,3,0.911,0.241516686711603,0.475,0.0637710186806267,0.0518468750265161
conditional,3,0.98,0.248905306243661,0.303,0.0319451929640203,0.0202537689421901
isotonic,3,0.92,0.189587566354683,0.301,0.032100049915951,0.020129005476681
marginal,3,0.992,0.284771623059841,0.315,0.0319451929640203,0.0201972751797015
mondrian_10,3,0.917,0.178425805949869,0.301,0.0319451929640203,0.0202775706830838
mondrian_5,3,0.907,0.176449859317204,0.301,0.0319451929640203,0.0204093932958738
oracle,3,0.89,0.13393751031519,0.301,0.0319451929640203,0.0201692790036981
cal_binning_10,4,0.924,0.303856006517808,0.501,0.0510666194006497,0.0382703169333141
cal_binning_5,4,0.916,0.334685179493189,0.823,0.0687291121647662,0.0459986375643689
conditional,4,0.943,0.304948407475619,0.604,0.0407840588986344,0.0296100225685679
isotonic,4,0.928,0.303516241254785,0.59,0.043490930885547,0.0340645001735683
marginal,4,0.925,0.284771623059841,0.59,0.0407840588986344,0.0304242221633338
mondrian_10,4,0.916,0.286566557515392,0.501,0.0407840588986344,0.0303948871071363
mondrian_5,4,0.902,0.291085470885996,0.561,0.0407840588986344,0.0300299213227156
oracle,4,0.905,0.230298349687489,0.519,0.0407840588986344,0.0299517619470333
cal_binning_10,5,0.873,0.506748300039016,0.373,0.0590744229561449,0.0343266381821004
cal_binning_5,5,0.866,0.534050007196739,0.373,0.074998954839602,0.0447478375049611
conditional,5,0.775,0.394473330611453,0.373,0.0566911371064798,0.0433151677122184
isotonic,5,0.894,0.543975309430404,0.373,0.0530393105433513,0.0348489638551558
marginal,5,0.628,0.284771623059841,0.373,0.0566911371064798,0.0455507819631881
mondrian_10,5,0.868,0.526469618628321,0.373,0.0566911371064798,0.0452638024356732
mondrian_5,5,0.872,0.51601375847927,0.373,0.0566911371064798,0.0446522842433944
oracle,5,0.895,0.501443816989142,0.373,0.0566911371064798,0.0444894631193278
cal_binning_10,marginal,0.896,0.296120268092604,0.4408,0.0598746735419254,0.0125512294019149
cal_binning_5,marginal,0.9002,0.357087519591612,0.6062,0.0863293184046873,0
conditional,marginal,0.8988,0.271792711049378,0.4736,0.0505867180233663,0.026653099426361
isotonic,marginal,0.9014,0.288372603982682,0.4662,0.0488440909085399,0.0196629622484466
marginal,marginal,0.8902,0.284048145146508,0.5076,0.0505867180233663,0.0265688855949028
mondrian_10,marginal,0.878,0.269168630276631,0.438,0.0505867180233663,0.0269072929924407
mondrian_5,marginal,0.878,0.272088446344104,0.45,0.0505867180233663,0.0268566883425376
oracle,marginal,0.8964,0.210081409013182,0.4304,0.0505867180233663,0.0268127115131086
