method,bin,coverage,width,risk,rmse,cal_error
cal_binning_1,1,0.95,0.140243649347174,0.476,0.0226945412637687,0.0082717573679629
cal_binning_2,1,0.944,0.151605057238669,0.476,0.0299075897249419,0.0085820458834644
conditional,1,0.898,0.61035145206816,0.486,0.0179617342905924,0.0103401772758608
isotonic,1,0.958,0.142193404313083,0.476,0.0191447886630047,0.0117203066791387
marginal,1,0.982,0.153282024892288,0.476,0.0179617342905924,0.0105183078320259
mondrian_1,1,0.94,0.119167357328505,0.476,0.0179617342905924,0.010144666721006
mondrian_2,1,0.932,0.118858236172691,0.476,0.0179617342905924,0.0104417579688069
oracle,1,0.912,0.112748073759573,0.476,0.0179617342905924,0.0104069288997888
cal_binning_1,2,0.936,0.147339443050526,0.894,0.0153542305684565,0.0118813791268623
cal_binning_2,2,0.914,0.134646789409629,0.9,0.0174917056244363,0.0139283664502433
conditional,2,0.918,0.607942688436544,0.868,0.0144270290354809,0.0120318638034685
isotonic,2,0.936,0.144160904352828,0.894,0.0148888805499792,0.011334065601686
marginal,2,0.946,0.156065995230539,0.896,0.0144270290354809,0.0118958551761626
mondrian_1,2,0.926,0.141310459093738,0.894,0.0144270290354809,0.0113147645865371
mondrian_2,2,0.91,0.132842297302069,0.894,0.0144270290354809,0.0119740164018815
oracle,2,0.892,0.125674011951539,0.896,0.0144270290354809,0.0120662189295347
cal_binning_1,3,0.916,0.151153872502962,0.852,0.015719008060378,0.0151280599969842
cal_binning_2,3,0.91,0.145141379136619,0.97,0.0158855813010708,0.0161232248111768
conditional,3,0.896,0.592238842854322,0.89,0.0145828663154402,0.0132741229985058
isotonic,3,0.918,0.151533375223164,0.842,0.0143256261739155,0.0114321632898073
marginal,3,0.942,0.156065995230539,0.946,0.0145828663154402,0.0127707324772573
mondrian_1,3,0.922,0.152083006166087,0.792,0.0145828663154402,0.0132264813693492
mondrian_2,3,0.916,0.144901147066092,0.798,0.0145828663154402,0.0126987012846463
oracle,3,0.912,0.141113619699551,0.734,0.0145828663154402,0.0132358701739528
cal_binning_1,4,0.886,0.167951081912785,0.786,0.0159464324017011,0.00531539515204267
cal_binning_2,4,0.92,0.173360028218804,0.796,0.0162962074591564,0.00236983775181919
conditional,4,0.894,0.629049277681089,0.768,0.0145880455087309,0.00223973368104407
isotonic,4,0.904,0.178129099858392,0.79,0.0145952275469859,0
marginal,4,0.886,0.156065995230539,0.794,0.0145880455087309,0
mondrian_1,4,0.906,0.169851251889357,0.778,0.0145880455087309,0
mondrian_2,4,0.918,0.172722019822767,0.78,0.0145880455087309,0
oracle,4,0.9,0.161311946173426,0.796,0.0145880455087309,0
cal_binning_1,5,0.922,0.239189496604094,0.464,0.0263691504140525,0.00969365035223734
cal_binning_2,5,0.928,0.250334707389011,0.464,0.0337857623092218,0.004702024473599
conditional,5,0.872,0.581171463107987,0.466,0.0206114594653417,0.0117599636007188
isotonic,5,0.922,0.237264844300914,0.464,0.0234587458517129,0.00782777585734343
marginal,5,0.8,0.156065995230539,0.464,0.0206114594653417,0.00941645863227489
mondrian_1,5,0.93,0.225992480262889,0.464,0.0206114594653417,0.0105422648175473
mondrian_2,5,0.944,0.231414954036528,0.464,0.0206114594653417,0.0107104275012009
oracle,5,0.91,0.211960386531131,0.464,0.0206114594653417,0.011451999487825
cal_binning_1,marginal,0.922,0.169175508683508,0.6944,0.0197357676000981,0.00691089317016116
cal_binning_2,marginal,0.9232,0.171017592278546,0.7212,0.0239157667426633,0.00270121840581162
conditional,marginal,0.8956,0.60415074482962,0.6956,0.016619665391016,0.00664497690861248
isotonic,marginal,0.9276,0.170656325609676,0.6932,0.0176451618657409,0.00548380643471258
marginal,marginal,0.9112,0.155509201162889,0.7152,0.016619665391016,0.00689377776231189
mondrian_1,marginal,0.9248,0.161680910948115,0.6808,0.016619665391016,0.00672351352338688
mondrian_2,marginal,0.924,0.160147730880029,0.6824,0.016619665391016,0.00649584905328918
oracle,marginal,0.9052,0.150561607623044,0.6732,0.016619665391016,0.00661259145850979
