method,bin,coverage,width,risk,rmse,cal_error
cal_binning_10,1,0.88,0.216238748135401,0.59,0.0749900670220686,0.0146433774756717
cal_binning_5,1,0.88,0.407074825942081,0.59,0.121605423830945,0.0109132158312876
conditional,1,0.965,0.128493142156878,0.59,0.0150740275176681,0.0121140216034736
isotonic,1,0.91,0.0859945885688596,0.59,0.0443784698265435,0.0422108427862332
marginal,1,0.98,0.596305047191405,0.59,0.0150740275176681,0.0117747010189424
mondrian_10,1,0.865,0.056703427302144,0.59,0.0150740275176681,0.0119810959746461
mondrian_5,1,0.83,0.0570157761615968,0.59,0.0150740275176681,0.0121250228586797
oracle,1,0.915,0.0332297418558521,0.59,0.0150740275176681,0.0118045717987464
cal_binning_10,2,0.905,0.16128763744724,0.395,0.0475691803348802,0.0164338967090612
cal_binning_5,2,0.945,0.317997092312303,0.395,0.0883812621807305,0.0268084141327447
conditional,2,1,0.266311479535989,0.655,0.0107114908870341,0.00844215607490869
isotonic,2,0.92,0.069939085814874,0.47,0.0234433134501934,0.0218935514542484
marginal,2,1,0.69227856037168,0.995,0.0107114908870341,0.00848158180123689
mondrian_10,2,0.865,0.0530991428738852,0.435,0.0107114908870341,0.00826929722138554
mondrian_5,2,0.865,0.0538057377327838,0.435,0.0107114908870341,0.00818831148277488
oracle,2,0.92,0.0445302190140069,0.41,0.0107114908870341,0.0084576952104337
cal_binning_10,3,0.905,0.258581374269019,0.285,0.0497539924332375,0.0299334506699581
cal_binning_5,3,0.895,0.349138061380818,0.285,0.100373389046723,0.0686394301969819
conditional,3,1,0.430184735717746,0.335,0.0106398838683754,0
isotonic,3,0.915,0.175688622463591,0.285,0.0195095495803304,0.0175570087740069
marginal,3,1,0.69227856037168,0.72,0.0106398838683754,0
mondrian_10,3,0.91,0.175469629892769,0.285,0.0106398838683754,0
mondrian_5,3,0.94,0.201389971442145,0.285,0.0106398838683754,0
oracle,3,0.925,0.158613205744859,0.285,0.0106398838683754,0
cal_binning_10,4,0.95,0.633845056190071,0.64,0.0376792423791056,0
cal_binning_5,4,0.905,0.680999959928816,0.64,0.0718571401056237,0.0448419130005803
conditional,4,0.925,0.602965753424499,0.705,0.0189125626661585,0.0164795441358019
isotonic,4,0.96,0.655078546098916,0.66,0.0262334211712301,0
marginal,4,0.955,0.69227856037168,0.705,0.0189125626661585,0.0255796745479178
mondrian_10,4,0.96,0.660272002540502,0.64,0.0189125626661585,0
mondrian_5,4,0.905,0.635707889862818,0.64,0.0189125626661585,0
oracle,4,0.95,0.594448793147433,0.635,0.0189125626661585,0
cal_binning_10,5,0.88,1.22965069628427,0.5,0.0320471278175577,0
cal_binning_5,5,0.87,1.22553675868958,0.5,0.0412307033334378,0
conditional,5,0.68,0.713374123268555,0.5,0.0386363780384119,0
isotonic,5,0.9,1.28516854797681,0.5,0.0320447632609376,0
marginal,5,0.665,0.69227856037168,0.5,0.0386363780384119,0
mondrian_10,5,0.885,1.27295421317813,0.5,0.0386363780384119,0
mondrian_5,5,0.88,1.25736800317013,0.5,0.0386363780384119,0
oracle,5,0.885,1.22443681112555,0.5,0.0386363780384119,0
cal_binning_10,marginal,0.904,0.4999207024652,0.482,0.0506133194729838,0
cal_binning_5,marginal,0.899,0.59614933965072,0.482,0.0889239712563678,0
conditional,marginal,0.914,0.428265846820733,0.557,0.0214738175734423,0
isotonic,marginal,0.921,0.45437387818461,0.501,0.0303799910904974,0
marginal,marginal,0.92,0.673083857735625,0.702,0.0214738175734423,0
mondrian_10,marginal,0.897,0.443699683157486,0.49,0.0214738175734423,0
mondrian_5,marginal,0.884,0.441057475673895,0.49,0.0214738175734423,0
oracle,marginal,0.919,0.411051754177541,0.484,0.0214738175734423,0
