method,bin,coverage,width,risk,rmse,cal_error
cal_binning_10,1,0.922,0.315844579982226,0.461,0.0869397428619714,0.0370714365815844
cal_binning_5,1,0.906,0.407216018747349,0.461,0.106932853811338,0.0473706994426972
conditional,1,0.792,0.295129163975596,0.461,0.119321179295737,0.0999612249390683
isotonic,1,0.933,0.297824525264014,0.461,0.0791503876727836,0.0429776762094691
marginal,1,0.791,0.314069717359316,0.461,0.119321179295737,0.100105813953783
mondrian_10,1,0.858,0.294146804781914,0.461,0.119321179295737,0.099913443725082
mondrian_5,1,0.857,0.341899347594457,0.461,0.119321179295737,0.0999964955545648
oracle,1,0.889,0.0862160428170158,0.461,0.119321179295737,0.100058379482824
cal_binning_10,2,0.904,0.220108482482386,0.845,0.0594801258129095,0.0477627062003697
cal_binning_5,2,0.921,0.267840164520028,0.845,0.0724327917161357,0.0614485407274041
conditional,2,0.993,0.288730137749679,0.925,0.050711242719835,0.0374494293016879
isotonic,2,0.906,0.213410207515699,0.824,0.0527334870019215,0.0404716236675857
marginal,2,0.996,0.314623959639256,0.933,0.050711242719835,0.0372786407033439
mondrian_10,2,0.9,0.209667377310947,0.824,0.050711242719835,0.0371255495308547
mondrian_5,2,0.928,0.234687850199449,0.845,0.050711242719835,0.037431129650487
oracle,2,0.902,0.101818174439214,0.692,0.050711242719835,0.0372993930524665
cal_binning_10,3,0.885,0.197984513753015,0.399,0.0504164438630154,0.042085631611171
cal_binning_5,3,0.824,0.211094054200338,0.557,0.0684430737989706,0.0623945783893436
conditional,3,0.989,0.288675208013558,0.538,0.0358791435353563,0.0229565924182668
isotonic,3,0.904,0.19953999714963,0.399,0.044476112795036,0.0352453702668731
marginal,3,0.996,0.314623959639256,0.583,0.0358791435353563,0.0233621042053475
mondrian_10,3,0.926,0.196088958861261,0.384,0.0358791435353563,0.0232028802734449
mondrian_5,3,0.933,0.201589269726353,0.393,0.0358791435353563,0.0233932176859661
oracle,3,0.901,0.133396238559662,0.303,0.0358791435353563,0.0232210700039545
cal_binning_10,4,0.898,0.243724758746257,0.552,0.0449921956912609,0.0299774869920487
cal_binning_5,4,0.893,0.264130664805863,0.814,0.0570211311993222,0.0426169532365394
conditional,4,0.945,0.297240966601708,0.575,0.0500953918313484,0.0408271202140984
isotonic,4,0.918,0.260545753087079,0.604,0.0400744622666951,0.0253859168450419
marginal,4,0.965,0.314623959639256,0.608,0.0500953918313484,0.0408177133056817
mondrian_10,4,0.889,0.24985748638395,0.506,0.0500953918313484,0.040870084332266
mondrian_5,4,0.899,0.26870300414616,0.506,0.0500953918313484,0.0408105697251279
oracle,4,0.888,0.189155176269571,0.477,0.0500953918313484,0.040713436037712
cal_binning_10,5,0.886,0.440842889854243,0.364,0.0536026816928339,0.0249103398367666
cal_binning_5,5,0.866,0.453994973178883,0.365,0.0816821507058282,0.0377414363118641
conditional,5,0.781,0.328001974668979,0.365,0.0587884642219597,0.048434720586784
isotonic,5,0.891,0.444104057479421,0.363,0.0504852553456639,0.0323671790156398
marginal,5,0.767,0.314623959639256,0.363,0.0587884642219597,0.0484994674018795
mondrian_10,5,0.855,0.414664088802933,0.368,0.0587884642219597,0.0486192309070785
mondrian_5,5,0.849,0.398968829700778,0.368,0.0587884642219597,0.0469710174799328
oracle,5,0.893,0.383995751849336,0.365,0.0587884642219597,0.0467650836050023
cal_binning_10,marginal,0.899,0.283701044963625,0.5242,0.0608863978655362,0.0082455220787265
cal_binning_5,marginal,0.882,0.320855175090492,0.6084,0.079106234948026,0.00677364800583109
conditional,marginal,0.9,0.299555490201904,0.5728,0.0693716350043143,0.0461586872012497
isotonic,marginal,0.9104,0.283084908099168,0.5302,0.0550971009450991,0.0161552907555288
marginal,marginal,0.903,0.314513111183268,0.5896,0.0693716350043143,0.0463905673064033
mondrian_10,marginal,0.8856,0.272884943228201,0.5086,0.0693716350043143,0.046235047872823
mondrian_5,marginal,0.8932,0.28916966027344,0.5146,0.0693716350043143,0.0463474661452525
oracle,marginal,0.8946,0.17891627678696,0.4596,0.0693716350043143,0.0464514459420602
