method,bin,coverage,width,risk,rmse,cal_error
cal_binning_10,1,0.801,0.270601861806613,0.454,0.100272844638602,0.0931423763924777
cal_binning_5,1,0.787,0.277190635722193,0.454,0.102245250682335,0.09490569520877
conditional,1,0.822,0.874280040422154,0.48,0.158106017886764,0.154275943527054
isotonic,1,0.815,0.279025790305311,0.454,0.10007593498427,0.0929251283664937
marginal,1,0.59,0.328411161955132,0.454,0.158106017886764,0.154229240783662
mondrian_10,1,0.666,0.325660300191852,0.454,0.158106017886764,0.154271598558281
mondrian_5,1,0.622,0.343563519795705,0.454,0.158106017886764,0.15419077721769
oracle,1,0.901,0.107462852477418,0.454,0.158106017886764,0.154150561711495
cal_binning_10,2,0.954,0.272728890930232,0.867,0.0586950543184974,0.0573475001050284
cal_binning_5,2,0.956,0.275602866652452,0.867,0.0588600609051407,0.0577587999775635
conditional,2,0.886,0.872256324830533,0.839,0.0943077195407116,0.0932834553496293
isotonic,2,0.977,0.283090672417726,0.867,0.0578890372898105,0.0564108107519359
marginal,2,0.95,0.328411161955132,0.867,0.0943077195407116,0.0932747182161601
mondrian_10,2,0.909,0.320002404799473,0.867,0.0943077195407116,0.0932556889257262
mondrian_5,2,0.905,0.328701535277656,0.867,0.0943077195407116,0.0932873982681512
oracle,2,0.913,0.116204254846355,0.595,0.0943077195407116,0.093325567460371
cal_binning_10,3,0.983,0.27586408532492,0.977,0.0464406659481446,0.0441069243668885
cal_binning_5,3,0.988,0.275172952256514,0.977,0.0479937651469534,0.045901864485172
conditional,3,0.913,0.873274225572702,0.95,0.0561616086582243,0.0538578512513336
isotonic,3,0.99,0.285737060788029,0.977,0.0450459852512874,0.0427033807686301
marginal,3,0.993,0.328411161955132,0.977,0.0561616086582243,0.0538172436376626
mondrian_10,3,0.985,0.315426871055517,0.977,0.0561616086582243,0.0538646670816545
mondrian_5,3,0.975,0.318122917771025,0.977,0.0561616086582243,0.0537644660476156
oracle,3,0.906,0.124631056155383,0.697,0.0561616086582243,0.0537523097241448
cal_binning_10,4,0.953,0.277072450810361,0.843,0.0550704324328313,0.0524768268847935
cal_binning_5,4,0.954,0.276505460191135,0.843,0.0570672000808902,0.0544572601908232
conditional,4,0.944,0.904694860883079,0.839,0.0274852000964781,0.0203914072058363
isotonic,4,0.964,0.292960503461424,0.843,0.0542376593714481,0.051931606168209
marginal,4,1,0.328411161955132,0.843,0.0274852000964781,0.0202345103957026
mondrian_10,4,0.996,0.30986432669267,0.843,0.0274852000964781,0.0202116350503034
mondrian_5,4,0.997,0.309347543336742,0.843,0.0274852000964781,0.0203788388691465
oracle,4,0.897,0.135234022033118,0.843,0.0274852000964781,0.0200377143487691
cal_binning_10,5,0.818,0.284046478258428,0.457,0.0934462802731245,0.0860148478984304
cal_binning_5,5,0.808,0.279945724391213,0.457,0.094808107825273,0.08726097795847
conditional,5,0.917,0.879221827666456,0.46,0.0643888524596417,0.0529552955123457
isotonic,5,0.844,0.310733094165037,0.457,0.0925683445991421,0.0851455379536241
marginal,5,0.953,0.328411161955132,0.457,0.0643888524596417,0.0532913528770881
mondrian_10,5,0.931,0.306154814308346,0.457,0.0643888524596417,0.0532387621953193
mondrian_5,5,0.929,0.292801317675931,0.457,0.0643888524596417,0.0529257605929512
oracle,5,0.921,0.160135114890556,0.457,0.0643888524596417,0.0531389725263643
cal_binning_10,marginal,0.9018,0.276062753426111,0.7196,0.0740559897000884,0.00734020749386013
cal_binning_5,marginal,0.8986,0.276883527842701,0.7196,0.0754549430909762,0.0040745902285872
conditional,marginal,0.8964,0.880745455874985,0.7136,0.0915936086083213,0.0555248447208478
isotonic,marginal,0.918,0.290309424227505,0.7196,0.0733567942381547,0.00669409273707499
marginal,marginal,0.8972,0.328411161955132,0.7196,0.0915936086083213,0.0555522069198755
mondrian_10,marginal,0.8974,0.315421743409572,0.7196,0.0915936086083213,0.0555415997131777
mondrian_5,marginal,0.8856,0.318507366771412,0.7196,0.0915936086083213,0.0555945058855133
oracle,marginal,0.9076,0.128733460080566,0.6092,0.0915936086083213,0.0555688626710569
