method,bin,coverage,width,risk,rmse,cal_error
cal_binning_10,1,0.858,0.272876024863409,0.529,0.0910434124017436,0.0211443728937162
cal_binning_5,1,0.886,0.400956260736897,0.529,0.120719913561556,0.0400937101218007
conditional,1,0.92,0.242920797017564,0.52,0.0811594399333738,0.0763094990204101
isotonic,1,0.912,0.148552187490777,0.524,0.0441550648706108,0.0283789570564105
marginal,1,0.992,0.432323434027589,0.52,0.0811594399333738,0.0763056714218759
mondrian_10,1,0.922,0.172583410195075,0.524,0.0811594399333738,0.0763220963058754
mondrian_5,1,0.887,0.238717616052844,0.524,0.0811594399333738,0.0762870262976787
oracle,1,0.896,0.0758933120111897,0.543,0.0811594399333738,0.0762992995604346
cal_binning_10,2,0.914,0.192476917112997,0.38,0.0536847394308256,0.0231676300175702
cal_binning_5,2,0.889,0.329115898420484,0.38,0.103401988173951,0.042868769675075
conditional,2,1,0.321590623922238,0.576,0.0315160979561952,0.0250474471800679
isotonic,2,0.884,0.118085795007899,0.38,0.0350538372954859,0.028777873685377
marginal,2,1,0.452852106301724,0.654,0.0315160979561952,0.0250892373708465
mondrian_10,2,0.916,0.143353276564062,0.38,0.0315160979561952,0.0250566831254293
mondrian_5,2,0.924,0.145665203328286,0.38,0.0315160979561952,0.0250523049039741
oracle,2,0.899,0.0855021145037429,0.38,0.0315160979561952,0.0250378902732852
cal_binning_10,3,0.918,0.254141610417422,0.293,0.0475936318806528,0.018440086455068
cal_binning_5,3,0.936,0.372508812422239,0.293,0.0890324427837153,0.03066729905968
conditional,3,0.994,0.395380755656373,0.306,0.0340740335922779,0.0243722302643057
isotonic,3,0.922,0.232397159313381,0.36,0.0337520841886322,0.0112260151330992
marginal,3,0.997,0.452852106301724,0.377,0.0340740335922779,0.0244701596818048
mondrian_10,3,0.896,0.206831047449787,0.293,0.0340740335922779,0.0242051966128822
mondrian_5,3,0.897,0.212373149788988,0.293,0.0340740335922779,0.0244180294417862
oracle,3,0.91,0.174902399574699,0.275,0.0340740335922779,0.0242167420089917
cal_binning_10,4,0.922,0.545258158190921,0.73,0.0386215485734054,0.0111625663286622
cal_binning_5,4,0.947,0.622482737808008,0.73,0.0607494338462941,0.0212970317540973
conditional,4,0.876,0.475509673702956,0.741,0.0376214224624841,0.0362511443949114
isotonic,4,0.912,0.527288023474815,0.741,0.030651776057655,0.00654009146559563
marginal,4,0.858,0.452852106301724,0.741,0.0376214224624841,0.0377143324871548
mondrian_10,4,0.919,0.543520863599016,0.73,0.0376214224624841,0.0372650477541613
mondrian_5,4,0.941,0.580484317241113,0.73,0.0376214224624841,0.0376260939672758
oracle,4,0.897,0.472171849878508,0.712,0.0376214224624841,0.036295918630724
cal_binning_10,5,0.837,0.725829648349102,0.48,0.0453424974715733,0.0470184966425516
cal_binning_5,5,0.832,0.714222205248697,0.48,0.0590830935110179,0.0652909018333104
conditional,5,0.713,0.524750163205171,0.48,0.0618729485734931,0.0631008300974198
isotonic,5,0.858,0.762599853984105,0.48,0.040172706251895,0.0451095425480957
marginal,5,0.635,0.452852106301724,0.48,0.0618729485734931,0.0649404701825051
mondrian_10,5,0.845,0.738983121969157,0.48,0.0618729485734931,0.0648915814270008
mondrian_5,5,0.838,0.717888388368973,0.48,0.0618729485734931,0.0631849900175975
oracle,5,0.888,0.823767188423402,0.48,0.0618729485734931,0.0633391680686944
cal_binning_10,marginal,0.8898,0.39811647178677,0.4824,0.058281513494878,0.0162337887331249
cal_binning_5,marginal,0.898,0.487857182927265,0.4824,0.0898591678218176,0.0195090258344328
conditional,marginal,0.9006,0.39203040270086,0.5246,0.0528862781432195,0.0470721332091995
isotonic,marginal,0.8976,0.357784603854195,0.497,0.0370702634278,0.0230171511871217
marginal,marginal,0.8964,0.448746371846897,0.5544,0.0528862781432195,0.0472058373373727
mondrian_10,marginal,0.8996,0.361054343955419,0.4814,0.0528862781432195,0.0469684004372635
mondrian_5,marginal,0.8974,0.379025734956041,0.4814,0.0528862781432195,0.0471879512001825
oracle,marginal,0.898,0.326447372878308,0.478,0.0528862781432195,0.0471042439042357
