method,bin,coverage,width,risk,rmse,cal_error
binning,5,0.894,0.0983623165470688,0.541,0.0193638238690553,0.00193528666247971
binning2,5,0.892,0.117161941718885,0.593,0.0285474643844053,0.00243994819772172
conditional,5,0.915,0.0929423699972864,0.56,0.0100734976968433,0.00618191498375637
isotonic,5,0.903,0.0931362120133548,0.52,0.0122734103323045,0.00564185970159022
marginal,5,0.895,0.0874738798961663,0.546,0.0100734976968433,0.00635575776492486
binning,marginal,0.894,0.0983623165470688,0.541,0.0193638238690553,0.00226400087080809
binning2,marginal,0.892,0.117161941718885,0.593,0.0285474643844053,0.00248911891572205
conditional,marginal,0.915,0.0929423699972864,0.56,0.0100734976968433,0.00645593944737882
isotonic,marginal,0.903,0.0931362120133548,0.52,0.0122734103323045,0.00541704537777383
marginal,marginal,0.895,0.0874738798961663,0.546,0.0100734976968433,0.00624146518599271
