method,bin,coverage,width,risk,rmse,cal_error
cal_binning_1,1,0.7925,0.29855115967134,0.4575,0.115147505709785,0.10565153013499
cal_binning_2,1,0.7625,0.289276316982425,0.4575,0.114838734894709,0.105413321169623
conditional,1,0.8275,0.896505179368245,0.4925,0.179148921510731,0.173792647151664
isotonic,1,0.77,0.300899813432689,0.4575,0.115026849842977,0.105241631534201
marginal,1,0.63,0.370915844420373,0.4575,0.179148921510731,0.173707966694362
mondrian_1,1,0.655,0.332388245232069,0.4575,0.179148921510731,0.173607397021956
mondrian_2,1,0.6275,0.349384224604382,0.4575,0.179148921510731,0.173862798811329
oracle,1,0.905,0.418089254036252,0.4575,0.179148921510731,0.17364779745986
cal_binning_1,2,0.9875,0.302522896773062,0.89,0.0536846763807816,0.0532538209843945
cal_binning_2,2,0.99,0.293406107471616,0.89,0.0532604462059139,0.053587888548608
conditional,2,0.8775,0.870135849813351,0.875,0.105827959374493,0.106683179538711
isotonic,2,0.9875,0.299897474097556,0.89,0.0537956661387717,0.0535133291403022
marginal,2,0.955,0.370915844420373,0.89,0.105827959374493,0.106632153773168
mondrian_1,2,0.95,0.320108527123532,0.89,0.105827959374493,0.106649728111303
mondrian_2,2,0.9375,0.346644310819285,0.89,0.105827959374493,0.10689860226281
oracle,2,0.9125,0.289920043744609,0.8875,0.105827959374493,0.106638800802532
cal_binning_1,3,0.99,0.310974007740717,0.9675,0.0430970566295862,0.0390374277996264
cal_binning_2,3,0.985,0.300706442132609,0.9675,0.0425356382416586,0.0389909509294141
conditional,3,0.915,0.880240571616998,0.955,0.0685490713136687,0.0661139889128122
isotonic,3,0.995,0.307635966432712,0.9675,0.0424584289390872,0.0390691792054307
marginal,3,0.99,0.370915844420373,0.9675,0.0685490713136687,0.0658849006180045
mondrian_1,3,0.9875,0.324979296643673,0.9675,0.0685490713136687,0.065946478914166
mondrian_2,3,0.9875,0.346574149370504,0.9675,0.0685490713136687,0.0660547004154358
oracle,3,0.8975,0.227338097703429,0.9575,0.0685490713136687,0.0659635425509672
cal_binning_1,4,0.9575,0.317014314310537,0.835,0.0601382863969086,0.0552038001878575
cal_binning_2,4,0.945,0.308972581785838,0.835,0.0603880376657399,0.0552929212490404
conditional,4,0.94,0.877807647745947,0.8225,0.0408352194047178,0.0387564300086763
isotonic,4,0.96,0.31106245380969,0.835,0.059773059405004,0.0545945965199499
marginal,4,1,0.37088918067888,0.835,0.0408352194047178,0.038396576936549
mondrian_1,4,0.985,0.333594598909018,0.835,0.0408352194047178,0.0389313079358478
mondrian_2,4,0.9925,0.356385533743649,0.835,0.0408352194047178,0.0388621329739895
oracle,4,0.8925,0.194967990391905,0.835,0.0408352194047178,0.0385467825640444
cal_binning_1,5,0.7875,0.328573872791728,0.4625,0.11037680712106,0.105291386170626
cal_binning_2,5,0.7625,0.320841367840151,0.4625,0.110431522144987,0.105138716027666
conditional,5,0.9075,0.903147028525036,0.4625,0.0573649384873976,0.0427607699258375
isotonic,5,0.7725,0.321153770485186,0.4625,0.110257268311265,0.104659871207772
marginal,5,0.96,0.370915844420373,0.4625,0.0573649384873976,0.0420212796421898
mondrian_1,5,0.89,0.340901440319707,0.4625,0.0573649384873976,0.0425811116201053
mondrian_2,5,0.94,0.362072932967285,0.4625,0.0573649384873976,0.0425771660190255
oracle,5,0.925,0.257192731066504,0.4625,0.0573649384873976,0.0428729479266304
cal_binning_1,marginal,0.903,0.311527250257477,0.7225,0.0822167888942694,0.00987668740349278
cal_binning_2,marginal,0.889,0.302640563242528,0.7225,0.0820679314461785,0.00626843053327429
conditional,marginal,0.8935,0.885567255413915,0.7215,0.102908813571325,0.0638736948708255
isotonic,marginal,0.897,0.308129895651567,0.7225,0.0820455384700288,0.00594094508687189
marginal,marginal,0.907,0.370910511672074,0.7225,0.102908813571325,0.0638276731204126
mondrian_1,marginal,0.8935,0.3303944216456,0.7225,0.102908813571325,0.0639487716439536
mondrian_2,marginal,0.897,0.352212230301021,0.7225,0.102908813571325,0.0637381003474681
oracle,marginal,0.9065,0.27750162338854,0.72,0.102908813571325,0.0639212111039032
