method,bin,coverage,width,risk,rmse,cal_error
cal_binning_10,5,0.872,0.11537661781939,0.524,0.019803132383536,0.00346785070192014
cal_binning_5,5,0.866,0.136387109711582,0.601,0.0300644840240464,0
conditional,5,0.905,0.499521182593688,0.709,0.0134345710128273,0.00935436111005858
isotonic,5,0.88,0.11019191306479,0.545,0.013515424947947,0.00801761454121146
marginal,5,0.882,0.106588251243248,0.581,0.0134345710128273,0.00924277390904069
mondrian_10,5,0.878,0.108664855014934,0.571,0.0134345710128273,0.00918580492338972
mondrian_5,5,0.874,0.109336268200925,0.571,0.0134345710128273,0.0095667854589044
oracle,5,0.885,0.0986912176170883,0.552,0.0134345710128273,0.00943007508995265
cal_binning_10,marginal,0.872,0.11537661781939,0.524,0.019803132383536,0.00398946405201919
cal_binning_5,marginal,0.866,0.136387109711582,0.601,0.0300644840240464,0
conditional,marginal,0.905,0.499521182593688,0.709,0.0134345710128273,0.00959419232166387
isotonic,marginal,0.88,0.11019191306479,0.545,0.013515424947947,0.00831690671835221
marginal,marginal,0.882,0.106588251243248,0.581,0.0134345710128273,0.00890369132325322
mondrian_10,marginal,0.878,0.108664855014934,0.571,0.0134345710128273,0.00938187151549791
mondrian_5,marginal,0.874,0.109336268200925,0.571,0.0134345710128273,0.00930386520372298
oracle,marginal,0.885,0.0986912176170883,0.552,0.0134345710128273,0.00914739586502265
