method,bin,coverage,width,risk,rmse,cal_error
binning,1,0.84,0.402009192448836,0.445,0.145657427498616,0.121172172953966
binning2,1,0.83,0.416960565797606,0.445,0.148745304628343,0.12424849452278
conditional,1,0.8,0.479875096905353,0.455,0.224534611430924,0.210929939296868
isotonic,1,0.79,0.38376301431336,0.445,0.149567139201777,0.126683326500897
marginal,1,0.665,0.496474198345013,0.445,0.224534611430924,0.210604022739151
binning,2,0.965,0.405424817032453,0.99,0.0972867528095509,0.0931032035783509
binning2,2,0.965,0.409617834106979,0.99,0.104336861046599,0.101766300331569
conditional,2,0.955,0.468619937758555,0.925,0.166156142488403,0.163288175533662
isotonic,2,0.975,0.422977574318235,0.99,0.0922576253415112,0.0870196817786624
marginal,2,0.9,0.496474198345013,0.99,0.166156142488403,0.163317157745444
binning,3,0.975,0.41453929157723,1,0.0905524793195663,0.0850304701208558
binning2,3,0.975,0.410183112188387,1,0.0983254806870444,0.0929958917276295
conditional,3,0.975,0.454053444529765,0.955,0.126851600705189,0.122179483439465
isotonic,3,0.985,0.440617424935792,1,0.0881673483652262,0.0813814331967576
marginal,3,0.97,0.496474198345013,1,0.126851600705189,0.121519220143753
binning,4,0.94,0.429736159018302,0.825,0.0979392831231094,0.0904811962978429
binning2,4,0.945,0.4323978985164,0.825,0.105143837062182,0.0979315175186742
conditional,4,0.975,0.400435379266435,0.82,0.0874710001686556,0.079917656537365
isotonic,4,0.96,0.451056585290649,0.825,0.0954155302247746,0.0876464572902745
marginal,4,0.99,0.496474198345013,0.825,0.0874710001686556,0.0802337604823917
binning,5,0.88,0.437425463360067,0.415,0.0961750224249673,0.0757934575518806
binning2,5,0.9,0.481897643161134,0.415,0.0975697445236245,0.0758720454400707
conditional,5,0.895,0.38818569544376,0.415,0.055665846234305,0.00688119393920293
isotonic,5,0.89,0.455245982829907,0.415,0.0936029177673759,0.0750862891508676
marginal,5,0.96,0.496474198345013,0.415,0.055665846234305,0.00895925962139626
binning,marginal,0.92,0.417826984687378,0.735,0.107445137708296,0.00916316892556893
binning2,marginal,0.923,0.430211410754101,0.735,0.112476066692375,0.00522154333590318
conditional,marginal,0.92,0.438233910780773,0.714,0.144820472534803,0.0992658184957519
isotonic,marginal,0.92,0.430732116337589,0.735,0.106321126313687,0.0139534448150954
marginal,marginal,0.897,0.496474198345013,0.735,0.144820472534803,0.099640158688562
