method,bin,coverage,width,risk,rmse,cal_error
binning,1,0.775,0.269284333937475,0.385,0.111882441369198,0.105227396043669
binning2,1,0.79,0.288292429528471,0.385,0.116464090096249,0.110341145025242
conditional,1,1,0.401276435299653,0.385,0.0518889699047804,0.0343079111494511
isotonic,1,0.78,0.261976621605046,0.385,0.109006573080481,0.10244137942549
marginal,1,1,0.395094064450631,0.385,0.0518889699047804,0.0342865159476242
binning,2,1,0.289283237375432,0.91,0.0628279738489485,0.0581082066375428
binning2,2,1,0.301339869212641,0.91,0.061952414900556,0.0577151016347558
conditional,2,1,0.401705056616014,0.91,0.041576712808065,0.0392740005588673
isotonic,2,1,0.284326225936462,0.91,0.061846244295646,0.057312972600947
marginal,2,1,0.395094064450631,0.91,0.041576712808065,0.0391951771211307
binning,3,0.985,0.29863262801124,0.99,0.0413878217978163,0.0326417452037506
binning2,3,0.99,0.30467758634115,0.99,0.0370971940208086,0.028976630855866
conditional,3,1,0.40363342595659,0.99,0.0826681686007996,0.0818761550077429
isotonic,3,0.98,0.294626325337607,0.99,0.0445649721722915,0.0376324287178272
marginal,3,1,0.395094064450631,0.99,0.0826681686007996,0.0818006415621094
binning,4,0.94,0.302473296845518,0.845,0.0528673347238642,0.0501738736832083
binning2,4,0.95,0.307711874639794,0.845,0.0522416824114074,0.0493279924909544
conditional,4,0.955,0.412078133509847,0.845,0.124014160980331,0.123851798968174
isotonic,4,0.925,0.301331581471275,0.845,0.0533419223064591,0.0520259701870052
marginal,4,0.945,0.395094064450631,0.845,0.124014160980331,0.12408803216617
binning,5,0.765,0.312749071263027,0.47,0.119176992157277,0.111047519133678
binning2,5,0.74,0.311959878257896,0.47,0.123496954225398,0.115805701423436
conditional,5,0.59,0.407686546944782,0.47,0.199628602278701,0.195296339320485
isotonic,5,0.75,0.31406451443523,0.47,0.113678197387239,0.106119435937502
marginal,5,0.565,0.395094064450631,0.47,0.199628602278701,0.19528351456348
binning,marginal,0.893,0.294484513486538,0.72,0.0838762151248192,0
binning2,marginal,0.894,0.30279632759599,0.72,0.0857424969105749,0
conditional,marginal,0.909,0.405275919665377,0.72,0.115313663819096,0.0832520338506901
isotonic,marginal,0.887,0.291265053757124,0.72,0.0818065044962862,0
marginal,marginal,0.902,0.395094064450631,0.72,0.115313663819096,0.0831857163175729
