method,bin,coverage,width,risk,rmse,cal_error
cal_binning_10,1,0.813,0.38568000057264,0.492,0.136056786816911,0.0886726456054347
cal_binning_5,1,0.852,0.495331774936673,0.459,0.15853192482715,0.0986932100236466
conditional,1,0.853,0.353191013081709,0.46,0.162456961548379,0.151110380837718
isotonic,1,0.82,0.334684092221054,0.494,0.121741745429572,0.0901129334645456
marginal,1,0.783,0.410843520943648,0.492,0.162456961548379,0.151318960034159
mondrian_10,1,0.783,0.345821710180121,0.492,0.162456961548379,0.151166303948269
mondrian_5,1,0.781,0.386886752156946,0.492,0.162456961548379,0.151151097735512
oracle,1,0.892,0.0842749618847697,0.458,0.162456961548379,0.151042341944791
cal_binning_10,2,0.886,0.338874081285589,0.736,0.110001593576949,0.100832820265792
cal_binning_5,2,0.891,0.392358525056745,0.858,0.130396005583521,0.122678018343683
conditional,2,0.946,0.334440571975112,0.672,0.114036931382593,0.108628272561488
isotonic,2,0.888,0.329351588574018,0.699,0.0995718433965447,0.0905192327091487
marginal,2,0.888,0.416358737411633,0.799,0.114036931382593,0.108670874056379
mondrian_10,2,0.847,0.337453879051412,0.778,0.114036931382593,0.108635470045415
mondrian_5,2,0.85,0.355907494610343,0.778,0.114036931382593,0.108745481765248
oracle,2,0.906,0.0986916906673041,0.402,0.114036931382593,0.108873268911764
cal_binning_10,3,0.934,0.334533122840381,0.359,0.0854555938674786,0.0741344695503252
cal_binning_5,3,0.934,0.364351696943916,0.593,0.0949519528814988,0.0834205933133803
conditional,3,0.977,0.341062337134238,0.552,0.0839620167594853,0.0745020930305495
isotonic,3,0.948,0.328616687159433,0.459,0.0677194735551058,0.0548483123976014
marginal,3,0.959,0.416358737411633,0.615,0.0839620167594853,0.0743808544310703
mondrian_10,3,0.916,0.325022943417088,0.543,0.0839620167594853,0.0744942008562904
mondrian_5,3,0.933,0.34510679454236,0.54,0.0839620167594853,0.0745454442462144
oracle,3,0.912,0.133760990158244,0.288,0.0839620167594853,0.0746053243015484
cal_binning_10,4,0.948,0.387041689577417,0.56,0.0652057570892072,0.0484300337057099
cal_binning_5,4,0.911,0.40150819411967,0.715,0.0924488217888905,0.077643370073578
conditional,4,0.943,0.336030327506158,0.698,0.0477386710961311,0.0329580413984663
isotonic,4,0.932,0.346201612883134,0.674,0.0640972291711121,0.0483088963549679
marginal,4,0.982,0.416358737411633,0.828,0.0477386710961311,0.0329186038045292
mondrian_10,4,0.974,0.376472870502986,0.793,0.0477386710961311,0.032743362630547
mondrian_5,4,0.977,0.384387237969258,0.77,0.0477386710961311,0.0329454492090187
oracle,4,0.902,0.234531642109516,0.56,0.0477386710961311,0.0327204116256525
cal_binning_10,5,0.889,0.52516647237045,0.382,0.0483807544411884,0.0326142702774204
cal_binning_5,5,0.879,0.538293150696751,0.382,0.0693484804917557,0.0290881050994695
conditional,5,0.737,0.350390661218107,0.382,0.0298409561775457,0.0124354541167986
isotonic,5,0.903,0.538733282761782,0.382,0.045389177520171,0.0413686848875987
marginal,5,0.819,0.416358737411633,0.382,0.0298409561775457,0.0147469680470262
mondrian_10,5,0.893,0.512210771689851,0.382,0.0298409561775457,0.0155730251399362
mondrian_5,5,0.868,0.479484899528555,0.382,0.0298409561775457,0.0141147931667515
oracle,5,0.904,0.511902198317991,0.382,0.0298409561775457,0.0163540260723398
cal_binning_10,marginal,0.894,0.394259073329296,0.5058,0.0943471743186082,0.00790580794859063
cal_binning_5,marginal,0.8934,0.438368668350751,0.6014,0.113584646158025,0.00869730297972158
conditional,marginal,0.8912,0.343022982183065,0.5528,0.0996150287021237,0.06681457583163
isotonic,marginal,0.8982,0.375517452719884,0.5416,0.0842498236194913,0.0263659113783218
marginal,marginal,0.8862,0.415255694118036,0.6232,0.0996150287021237,0.0669535633098381
mondrian_10,marginal,0.8826,0.379396434968292,0.5976,0.0996150287021237,0.0668378633573302
mondrian_5,marginal,0.8818,0.390354635761493,0.5924,0.0996150287021237,0.0670122630551273
oracle,marginal,0.9032,0.212632296627565,0.418,0.0996150287021237,0.0668778274236695
