method,bin,coverage,width,risk,rmse,cal_error
binning,1,0.73,0.472540571707317,0.44,0.202662536327536,0.185643816770851
binning2,1,0.745,0.501825418458337,0.44,0.203897243211529,0.186891858714036
conditional,1,0.755,0.616124142424632,0.47,0.309334575926463,0.29906608966257
isotonic,1,0.74,0.440308596098906,0.44,0.2030222378352,0.187217618013567
marginal,1,0.705,0.678885924636613,0.44,0.309334575926463,0.299339131964573
binning,2,1,0.476163408101274,0.97,0.125251829268111,0.120886399626011
binning2,2,1,0.504047724342286,0.97,0.124571431534841,0.120155942620191
conditional,2,0.945,0.54900303168164,0.935,0.222083655653449,0.219552626366237
isotonic,2,0.985,0.457999353646829,0.97,0.117371222464337,0.112906101974845
marginal,2,0.855,0.678885924636613,0.97,0.222083655653449,0.220032338451918
binning,3,0.995,0.499389154588209,1,0.0909474042578172,0.0858756124891631
binning2,3,0.995,0.517662591745696,1,0.0978938465876007,0.091940854411399
conditional,3,0.97,0.550787339138241,1,0.184159910163428,0.180806650764894
isotonic,3,0.995,0.496863014528452,1,0.0877268734583755,0.0813314209493308
marginal,3,0.97,0.678885924636613,1,0.184159910163428,0.180925104201048
binning,4,0.945,0.518192622969991,0.8,0.0999247540540398,0.0970055146442815
binning2,4,0.95,0.529832635284886,0.8,0.101233714146653,0.0991562980332127
conditional,4,0.96,0.495862564299925,0.8,0.11650915385923,0.105533722024837
isotonic,4,0.955,0.511692820516868,0.8,0.0996008954551909,0.0967892670080907
marginal,4,1,0.678885924636613,0.8,0.11650915385923,0.105488450778206
binning,5,0.865,0.556233981937128,0.425,0.172941160417756,0.157142618678966
binning2,5,0.865,0.559117543239895,0.425,0.175985219670062,0.160465678143153
conditional,5,0.895,0.446733386923619,0.425,0.0744560256302337,0.0330023802691112
isotonic,5,0.865,0.550743920074279,0.425,0.171573110539726,0.156118014631689
marginal,5,0.995,0.678885924636613,0.425,0.0744560256302337,0.0324081921259389
binning,marginal,0.907,0.504503947860784,0.727,0.144862111089376,0.0131818990872967
binning2,marginal,0.911,0.52249718261422,0.727,0.146897511868557,0.0107999217916395
conditional,marginal,0.905,0.531702092893611,0.726,0.199018584644274,0.138311659632894
isotonic,marginal,0.908,0.491521540973067,0.727,0.142861966863767,0.0144077994659888
marginal,marginal,0.905,0.678885924636613,0.727,0.199018584644274,0.138029894977155
