method,bin,coverage,width,risk,rmse,cal_error
binning,1,1,1.73009841050779,1,0.0641082222711937,0
binning2,1,1,0.520180489850684,1,0.0322383486034504,0.0834175555085383
conditional,1,1,0.177429890678983,1,0.05775637863461,0.118178063964882
isotonic,1,1,0.559075322330397,1,0.00209402698817818,0.018931174033055
marginal,1,1,0.323077784988757,1,0.05775637863461,0.118178063964882
binning,2,1,1.73009841050779,1,0.0710221510171286,0.0399453592156978
binning2,2,1,0.361038781020207,1,0.135780674141213,0.108320640959119
conditional,2,1,0.260752632108641,1,0.0205525180775982,0.0396999351187181
isotonic,2,1,0.836731854470382,1,0.21030124272325,0.183789181846306
marginal,2,1,0.323077784988757,1,0.0205525180775982,0.0396999351187181
binning,3,1,1.73009841050779,1,0.07616262856396,0.134490822074693
binning2,3,1,0.361038781020207,1,0.0454021952404817,0
conditional,3,1,0.261840710763222,1,0.0138510950881117,0
isotonic,3,1,0.836731854470382,1,0.0291183733415545,0.0798758122892392
marginal,3,1,0.323077784988757,1,0.0138510950881117,0
binning,4,1,1.73009841050779,1,0.0142261970862412,0
binning2,4,1,0.39408628687828,0,0.0454448518406244,0
conditional,4,1,0.287389771838861,0,0.0171030003446604,0
isotonic,4,1,0.361798444256988,0,0.0290730591599893,0
marginal,4,1,0.323077784988757,0,0.0171030003446604,0
binning,5,1,1.73009841050779,1,0.0580378372813495,0.260775073746386
binning2,5,0,0.363785934820483,1,0.0257200509420712,0.372781266081238
conditional,5,1,0.305204762949676,1,0.0151127577399679,0.320340946404902
isotonic,5,1,0.95334113032496,1,0.212208122577914,0
marginal,5,1,0.323077784988757,1,0.0151127577399679,0.320340946404902
binning,marginal,1,1.73009841050779,1,0.0608695840752626,0.0954296887558896
binning2,marginal,0.8,0.400026054717972,0.8,0.0696617793382481,0.0957826984532319
conditional,marginal,1,0.258523553667877,0.8,0.0299030639726125,0.0859216885005854
isotonic,marginal,1,0.709535721170622,0.8,0.134875058749193,0.0634245961423574
marginal,marginal,1,0.323077784988757,0.8,0.0299030639726125,0.0859216885005854
