method,bin,coverage,width,risk,rmse,cal_error
binning,1,0.86,0.221114495261924,0.565,0.0672168736567694,0.0209134487299297
binning2,1,0.905,0.397451885832435,0.565,0.112009392035511,0.0526437229592729
conditional,1,1,0.159828473537004,0.565,0.0183381923312797,0.0159251429221886
isotonic,1,0.945,0.0836554303051898,0.575,0.0420428677999628,0.039310843395814
marginal,1,1,0.267726834608956,0.565,0.0183381923312797,0.0161201207027767
binning,2,0.88,0.160643825928683,0.625,0.0518272833001325,0.0225145464093514
binning2,2,0.885,0.329787886942176,0.975,0.100773517654534,0.0417884369788849
conditional,2,1,0.20446336824878,0.515,0.0108661788535434,0.00831643128315157
isotonic,2,0.95,0.0708503756968116,0.37,0.0263018260388201,0.0253352754432176
marginal,2,1,0.267726834608956,0.57,0.0108661788535434,0.00830620076063895
binning,3,0.96,0.193432427991125,0.325,0.0453022753738067,0.0149287579790575
binning2,3,0.945,0.297598072150964,0.325,0.0888939127876621,0.0263586560476671
conditional,3,1,0.2379916618738,0.31,0.0185604590011598,0.01178937679579
isotonic,3,0.925,0.118713879893997,0.315,0.0200497668987534,0.0122713810009104
marginal,3,1,0.267726834608956,0.315,0.0185604590011598,0.0107537075558449
binning,4,0.935,0.347036017643878,0.785,0.0555369092977429,0.0244058916305031
binning2,4,0.95,0.39558495908966,0.785,0.067286965560528,0.0368932496048106
conditional,4,0.855,0.267051138886274,0.735,0.0531729509292852,0.0357827639016388
isotonic,4,0.915,0.339367827246548,0.76,0.0543094064532659,0.027620048682542
marginal,4,0.855,0.267726834608956,0.745,0.0531729509292852,0.0336426663129997
binning,5,0.8,0.428809898493475,0.42,0.045620956097165,0.0411221541890682
binning2,5,0.8,0.425488590338068,0.42,0.0615614988781803,0.058756227036404
conditional,5,0.615,0.277194394060178,0.42,0.0672446049405474,0.070537327672886
isotonic,5,0.825,0.424748128437393,0.42,0.0532194831201304,0.0550616856493389
marginal,5,0.58,0.267726834608956,0.42,0.0672446049405474,0.069503462896157
binning,marginal,0.887,0.270207333063817,0.544,0.0537067807303169,0.00967584892929854
binning2,marginal,0.897,0.369182278870661,0.614,0.0882279857798033,0.0160424533934904
conditional,marginal,0.894,0.229305807321207,0.509,0.0403684366388603,0.0267681014468744
isotonic,marginal,0.912,0.207467128315988,0.488,0.041576933391956,0.0259824765658931
marginal,marginal,0.887,0.267726834608956,0.523,0.0403684366388603,0.0262425852976089
