method,bin,coverage,width,risk,rmse,cal_error
binning,1,0.88,0.188169111751337,0.62,0.0728970947242655,0.034189064383645
binning2,1,0.91,0.395140233127365,0.62,0.126861028172536,0.049833789173662
conditional,1,1,0.218799526980358,0.51,0.0171433289691551,0.0126952970831592
isotonic,1,1,0.168082080041658,0.56,0.0646292211144856,0.059205696792949
marginal,1,1,0.321677399905064,0.51,0.0171433289691551,0.0121641325710334
binning,2,0.98,0.175584873000613,0.31,0.0552266900521813,0.0374025558434149
binning2,2,0.91,0.326080008194631,0.31,0.110410368075733,0.0828935533013026
conditional,2,1,0.230219604251052,0.35,0.0125387538730581,0.0105911117682712
isotonic,2,0.99,0.130044152725057,0.31,0.0509548862672368,0.0493108621718319
marginal,2,1,0.321677399905064,0.43,0.0125387538730581,0.0104883035480577
binning,3,0.97,0.209169226611538,0.27,0.0467033304774309,0.0269737529000813
binning2,3,1,0.38823702813186,0.27,0.0843244072018206,0.0239043636177036
conditional,3,1,0.277837782807083,0.27,0.016534296435515,0.0142067892286982
isotonic,3,0.96,0.188880047595764,0.27,0.0390998220264107,0.0350222888266459
marginal,3,1,0.321677399905064,0.27,0.016534296435515,0.0126841287037619
binning,4,0.99,0.435125831365268,0.7,0.0473086495288908,0.0258141612428161
binning2,4,0.97,0.431106269984618,0.7,0.0666527904722081,0.0533735101998068
conditional,4,0.93,0.31232651995869,0.7,0.046422090085564,0.0187732482612342
isotonic,4,0.97,0.398528453821186,0.7,0.0431319821563969,0.026831705100301
marginal,4,0.94,0.321677399905064,0.7,0.046422090085564,0.0172278016159995
binning,5,0.85,0.484455827094917,0.38,0.0573625666619792,0.0238544614126125
binning2,5,0.84,0.485259639529745,0.38,0.0559175740962208,0.037272846615688
conditional,5,0.7,0.331921959361409,0.38,0.0816129030285299,0.069187548281313
isotonic,5,0.87,0.502440027411157,0.38,0.0613263308468833,0.0130051174089379
marginal,5,0.7,0.321677399905064,0.38,0.0816129030285299,0.0671735014167288
binning,marginal,0.934,0.298500973964735,0.456,0.0566987604191481,0.0152673643390611
binning2,marginal,0.926,0.405164635793644,0.456,0.0926975135244616,0.015334455930366
conditional,marginal,0.926,0.274221078671718,0.442,0.0436810563610994,0.0277799577702994
isotonic,marginal,0.958,0.277594952318965,0.444,0.0527701041855144,0.0390399418013816
marginal,marginal,0.928,0.321677399905064,0.458,0.0436810563610994,0.0290843588588895
