method,bin,coverage,width,risk,rmse,cal_error
cal_binning_1,1,0.946,0.178371320253353,0.446,0.0362003406433239,0.0165029623574949
cal_binning_2,1,0.924,0.243755028302031,0.446,0.0610056063111558,0.0218788598607702
conditional,1,0.866,0.136644994240559,0.446,0.0408246487392557,0.0385339762565631
isotonic,1,0.95,0.159439874684441,0.446,0.0351935904145391,0.0305034912832886
marginal,1,0.854,0.120582558729234,0.446,0.0408246487392557,0.0383831100097085
mondrian_1,1,0.934,0.156383300460452,0.446,0.0408246487392557,0.038362883020466
mondrian_2,1,0.9,0.160698680362155,0.446,0.0408246487392557,0.038527281060349
oracle,1,0.888,0.138621168903847,0.446,0.0408246487392557,0.0383793548833141
cal_binning_1,2,0.886,0.124416888480329,0.664,0.0143129202065896,0.00348893628984253
cal_binning_2,2,0.918,0.155191453219307,0.664,0.0245429399450881,0.0107225746356671
conditional,2,0.92,0.129717410868258,0.64,0.0075411831050427,0.00397062242185707
isotonic,2,0.858,0.117256058805858,0.63,0.0127990509633546,0.00971386861311275
marginal,2,0.934,0.129250722159674,0.63,0.0075411831050427,0.00324173994172609
mondrian_1,2,0.89,0.11750329936133,0.614,0.0075411831050427,0.00390163098240406
mondrian_2,2,0.912,0.1203786866535,0.614,0.0075411831050427,0.00364264699268369
oracle,2,0.898,0.117707562007075,0.614,0.0075411831050427,0.00158279590076994
cal_binning_1,3,0.904,0.122868888187926,0.268,0.0115361129937104,0.00857311854474579
cal_binning_2,3,0.844,0.119751903320451,0.268,0.0186799644784393,0.00981801893739396
conditional,3,0.92,0.125159530590199,0.268,0.00707410524333707,0.00670183749660132
isotonic,3,0.92,0.136961352705704,0.268,0.00834515902867413,0.00743569236211709
marginal,3,0.932,0.129250722159674,0.268,0.00707410524333707,0.00643315315943516
mondrian_1,3,0.884,0.119681213341683,0.268,0.00707410524333707,0.00710109085905992
mondrian_2,3,0.876,0.117293079954736,0.268,0.00707410524333707,0.00608432348958591
oracle,3,0.894,0.117474260437402,0.268,0.00707410524333707,0.00669326590789482
cal_binning_1,4,0.914,0.126874606189648,0.478,0.0130690674000876,0.00534581184943957
cal_binning_2,4,0.938,0.139996529710758,0.624,0.0219510959011366,0.00960803447115469
conditional,4,0.922,0.121465117619942,0.468,0.00688699114703329,0.00508630600198611
isotonic,4,0.956,0.141118567558813,0.624,0.0120195913369992,0.00843271999082205
marginal,4,0.936,0.129250722159674,0.478,0.00688699114703329,0.00484798760050307
mondrian_1,4,0.902,0.123898089738816,0.45,0.00688699114703329,0.00476729569923033
mondrian_2,4,0.928,0.12842638369963,0.464,0.00688699114703329,0.00564078585012006
oracle,4,0.904,0.11749479651673,0.464,0.00688699114703329,0.00593300332215957
cal_binning_1,5,0.926,0.145664490773943,0.286,0.025811164713943,0.0121257322694738
cal_binning_2,5,0.894,0.174491031104426,0.286,0.0451913906032384,0.00817122711985376
conditional,5,0.89,0.117977209203527,0.286,0.0137255423313668,0.0114951537053902
isotonic,5,0.93,0.139100346719521,0.286,0.0225223264137583,0.0200274799297484
marginal,5,0.906,0.127364082905525,0.286,0.0137255423313668,0.0118866457744742
mondrian_1,5,0.882,0.121517061453647,0.286,0.0137255423313668,0.0120684628283984
mondrian_2,5,0.892,0.124139141523716,0.286,0.0137255423313668,0.0118828674227525
oracle,5,0.908,0.123325253067605,0.286,0.0137255423313668,0.0117105864960303
cal_binning_1,marginal,0.9152,0.13963923877704,0.4284,0.022295394130335,0.00925815623481821
cal_binning_2,marginal,0.9036,0.166637189131395,0.4576,0.0379396715098353,0.00666878493379568
conditional,marginal,0.9036,0.126192852504497,0.4216,0.0200468726321622,0.0185099293539449
isotonic,marginal,0.9228,0.138775240094868,0.4508,0.0206095703693167,0.0174719541659367
marginal,marginal,0.9124,0.127139761622756,0.4216,0.0200468726321622,0.0183877637768083
mondrian_1,marginal,0.8984,0.127796592871186,0.4128,0.0200468726321622,0.0184249165456275
mondrian_2,marginal,0.9016,0.130187194438747,0.4156,0.0200468726321622,0.0184818273637427
oracle,marginal,0.8984,0.122924608186532,0.4156,0.0200468726321622,0.0183435771191387
