method,bin,coverage,width,risk,rmse,cal_error
cal_binning_10,1,0.901,0.198337080203945,0.444,0.0583033362280668,0.00980419113955834
cal_binning_5,1,0.893,0.274771800622633,0.444,0.0872834747727424,0.0146257152427041
conditional,1,0.912,0.128920762626491,0.444,0.0209490420546059,0.0161155198747452
isotonic,1,0.893,0.142951469843518,0.444,0.0321252720412056,0.0237608290194092
marginal,1,0.964,0.161465197326808,0.444,0.0209490420546059,0.0160950095787588
mondrian_10,1,0.841,0.0981517485377099,0.444,0.0209490420546059,0.0160570482709762
mondrian_5,1,0.834,0.097799691563241,0.444,0.0209490420546059,0.0162056934355553
oracle,1,0.892,0.0947181689968325,0.444,0.0209490420546059,0.016102831519231
cal_binning_10,2,0.895,0.127820293186632,0.71,0.019147723013219,0.010978409208468
cal_binning_5,2,0.915,0.169077988517227,0.933,0.0403135272795568,0.0285454692524479
conditional,2,0.94,0.139964963444327,0.746,0.00822899204268508,0.00524592232982487
isotonic,2,0.925,0.13501888046429,0.734,0.00979543027673009,0.00518829635302472
marginal,2,0.981,0.164284629656034,0.818,0.00822899204268508,0.00536857300900637
mondrian_10,2,0.897,0.115469208205162,0.671,0.00822899204268508,0.00505952695580514
mondrian_5,2,0.888,0.113451308973868,0.671,0.00822899204268508,0.00504237855626779
oracle,2,0.89,0.108156431082728,0.639,0.00822899204268508,0.00481188476295211
cal_binning_10,3,0.907,0.145543252234005,0.319,0.0187430444557176,0.0110389951403579
cal_binning_5,3,0.931,0.179741359534289,0.376,0.0302988498303112,0.0166711845032125
conditional,3,0.941,0.15754419833969,0.321,0.00797429391470411,0.0022935079531657
isotonic,3,0.93,0.153909128653376,0.318,0.0126579835914735,0.0103561021460222
marginal,3,0.959,0.164284629656034,0.318,0.00797429391470411,0.00257988697731044
mondrian_10,3,0.907,0.134948231696163,0.318,0.00797429391470411,0.0032244822844274
mondrian_5,3,0.903,0.133436243736044,0.318,0.00797429391470411,0.00239410968569818
oracle,3,0.897,0.128579418576738,0.318,0.00797429391470411,0.00191784540413348
cal_binning_10,4,0.924,0.17978491650291,0.815,0.0197336314957347,0.0104041339944147
cal_binning_5,4,0.939,0.214293807220475,0.815,0.0328401601467035,0.0173328832317767
conditional,4,0.927,0.180440989926304,0.768,0.00813399734265343,0.00394124458281349
isotonic,4,0.923,0.172877420989832,0.686,0.0121709834111549,0.00436866371440815
marginal,4,0.913,0.164284629656034,0.768,0.00813399734265343,0.00294927834425738
mondrian_10,4,0.927,0.175026462677004,0.768,0.00813399734265343,0.00127599245047272
mondrian_5,4,0.918,0.169878615366184,0.79,0.00813399734265343,0.00296581550010308
oracle,4,0.917,0.162678524980411,0.728,0.00813399734265343,0.00113934275168156
cal_binning_10,5,0.913,0.303067353438455,0.384,0.0475306886797119,0.00657994052165155
cal_binning_5,5,0.912,0.345031981182888,0.384,0.0719201819359935,0.0103993029684088
conditional,5,0.848,0.24035972729055,0.384,0.0185090495077722,0.0133024984341544
isotonic,5,0.927,0.295215467926544,0.384,0.0198890855703309,0.00967469399835713
marginal,5,0.709,0.164284629656034,0.384,0.0185090495077722,0.0146666649416842
mondrian_10,5,0.911,0.276872191683533,0.384,0.0185090495077722,0.0129863056596699
mondrian_5,5,0.912,0.28893332304424,0.384,0.0185090495077722,0.0130893145379994
oracle,5,0.9,0.265172420494739,0.384,0.0185090495077722,0.0135634399978514
cal_binning_10,marginal,0.908,0.190910579113189,0.5344,0.0367853193699881,0.00638180696943658
cal_binning_5,marginal,0.918,0.236583387415502,0.5904,0.0572932708777057,0.00259796121658028
conditional,marginal,0.9136,0.169446128325473,0.5326,0.0139922468741354,0.00964197049058028
isotonic,marginal,0.9196,0.179994473575512,0.5132,0.0191411424353319,0.0125142426717896
marginal,marginal,0.9052,0.163720743190189,0.5464,0.0139922468741354,0.00957298587996763
mondrian_10,marginal,0.8966,0.160093568559914,0.517,0.0139922468741354,0.00915276553328352
mondrian_5,marginal,0.891,0.160699836536715,0.5214,0.0139922468741354,0.00969106316398065
oracle,marginal,0.8992,0.15186099282629,0.5026,0.0139922468741354,0.00948029510822927
