method,bin,coverage,width,risk,rmse,cal_error
binning,1,0.93,0.348690563710441,0.33,0.104467831264572,0.0882121879240617
binning2,1,0.92,0.405519071181194,0.33,0.111431285933734,0.0950480022481163
conditional,1,0.98,0.492816866338582,0.33,0.16633481538777,0.156539759080185
isotonic,1,0.95,0.390759899562412,0.33,0.106341288050068,0.0900630460114438
marginal,1,0.89,0.472929025261409,0.33,0.16633481538777,0.156016817483291
binning,2,1,0.387520748513666,0.97,0.0777466776463079,0.0725126871409141
binning2,2,1,0.426386910673287,0.97,0.0786456449722667,0.0732935575831934
conditional,2,0.99,0.477187159692306,0.97,0.12299850053016,0.117321452605484
isotonic,2,1,0.424035715469743,0.97,0.0809927700616493,0.0766230351792179
marginal,2,0.99,0.472929025261409,0.97,0.12299850053016,0.117235986826432
binning,3,0.99,0.394960684506783,1,0.0628506094350643,0.0656917469638547
binning2,3,1,0.429006931429111,1,0.0580373112735294,0.0607581480398594
conditional,3,1,0.459892649127075,1,0.075708270774075,0.0765323801427204
isotonic,3,1,0.429727855586499,1,0.0631174529291579,0.0663700358453211
marginal,3,1,0.472929025261409,1,0.075708270774075,0.0772673054290486
binning,4,0.96,0.427037594932035,0.9,0.0650232188226216,0.0602950888281562
binning2,4,1,0.44125725250306,0.9,0.064230183334131,0.0614080671477269
conditional,4,1,0.45730204345434,0.9,0.0620127186500698,0.0602369892228164
isotonic,4,0.97,0.48265602269454,0.9,0.0643074143439835,0.0606653595082127
marginal,4,1,0.472929025261409,0.9,0.0620127186500698,0.0606841484956787
binning,5,0.91,0.475142408881852,0.34,0.119513603202297,0.100045153216117
binning2,5,0.91,0.46937237229366,0.34,0.122202974241023,0.101377560574303
conditional,5,0.96,0.433785164404858,0.34,0.0682187389070516,0.0382714272970266
isotonic,5,0.95,0.515185405918493,0.34,0.117855560294186,0.0989417269150742
marginal,5,1,0.472929025261409,0.34,0.0682187389070516,0.0343969591526825
binning,marginal,0.958,0.406670400108956,0.708,0.0887916585012034,0.0172712551672634
binning2,marginal,0.966,0.434308507616062,0.708,0.0905864027570344,0.00838423438072409
conditional,marginal,0.986,0.464196776603432,0.708,0.106796084028201,0.0625293764088664
isotonic,marginal,0.974,0.448472979846337,0.708,0.0893056413028163,0.0140374990937146
marginal,marginal,0.976,0.472929025261409,0.708,0.106796084028201,0.0635303807113165
