method,bin,coverage,width,risk,rmse,cal_error
binning,1,0.895,0.577449085652478,0.865,0.212632935312041,0.184042626626329
binning2,1,0.775,0.860431967077679,0.535,0.343301240770753,0.326417902766937
conditional,1,0.855,0.712756361929048,0.605,0.430383434314844,0.426427466353527
isotonic,1,0.795,0.456809793537072,0.88,0.230138864668388,0.223519546851791
marginal,1,0.525,0.955943516663536,0.535,0.430383434314844,0.426509753848978
binning,2,0.935,0.568686104486037,0.41,0.121787408862011,0.0713552773788106
binning2,2,1,0.874006517566048,0.995,0.160143053299061,0.122794108740937
conditional,2,1,0.816206621097452,0.83,0.240094149188989,0.224191796042084
isotonic,2,1,0.568262714977756,0.395,0.095268159420684,0.0269821076554284
marginal,2,1,0.955943516663536,0.995,0.240094149188989,0.224088231093922
binning,3,0.855,0.407412487949671,0.72,0.178323063677322,0.175459198590361
binning2,3,0.98,0.786007139201765,0.925,0.235253010942599,0.229325148975802
conditional,3,0.995,0.698577001946772,0.89,0.0397581226372294,0.0257889043995061
isotonic,3,0.93,0.472282248531718,0.72,0.179080303841501,0.177337900501837
marginal,3,1,0.955943516663536,1,0.0397581226372294,0.0246462051462922
binning,4,0.94,0.652583052381179,0.73,0.0693274145034035,0.0676779674054235
binning2,4,0.94,0.693882549890228,0.73,0.130113115978639,0.133420590129155
conditional,4,0.935,0.656089434407406,0.73,0.0652930033792424,0.0629031217506665
isotonic,4,0.96,0.671392266127257,0.73,0.0637607411941352,0.0732720364683332
marginal,4,0.99,0.955943516663536,0.73,0.0652930033792424,0.0638706845182443
binning,5,0.88,0.721325119611338,0.455,0.099287122508385,0.108314365990947
binning2,5,0.86,0.711222517737256,0.455,0.126895796020504,0.12755872960657
conditional,5,0.795,0.632270837723657,0.455,0.138416383351852,0.156791377166141
isotonic,5,0.865,0.708976586097998,0.455,0.0942733263126484,0.112466786900872
marginal,5,0.95,0.955943516663536,0.455,0.138416383351852,0.153639959690841
binning,marginal,0.901,0.585491170016141,0.636,0.145950865892413,0.0198842878762076
binning2,marginal,0.911,0.785110138294595,0.728,0.215349708423109,0.0174009494474012
conditional,marginal,0.916,0.703180051420867,0.702,0.231464070988804,0.189976226304402
isotonic,marginal,0.91,0.57554472185436,0.636,0.146330151797844,0.0336095191371889
marginal,marginal,0.893,0.955943516663536,0.743,0.231464070988804,0.189300703068365
