method,bin,coverage,width,risk,rmse,cal_error
binning,1,0.78,0.250311700408672,0.47,0.0904879493522249,0.0822759174520472
binning2,1,0.765,0.252792115451428,0.47,0.0918022439703752,0.0840426987510234
conditional,1,0.835,0.260320331693711,0.47,0.0917749652091998,0.0838837787634849
isotonic,1,0.805,0.255108694863761,0.47,0.0917309516522229,0.0839313381165933
marginal,1,0.775,0.245024203051395,0.47,0.0917749652091998,0.0834473847629706
binning,2,0.965,0.251730687431552,0.895,0.0582686287576475,0.0561392864795996
binning2,2,0.955,0.252333582318637,0.895,0.0571152166717819,0.0550293023504346
conditional,2,0.965,0.258470780732728,0.895,0.0538128734934375,0.0524499269065835
isotonic,2,0.955,0.254461038811297,0.895,0.0582804461116223,0.0564876979669049
marginal,2,0.95,0.245024203051395,0.895,0.0538128734934375,0.0520922024773798
binning,3,0.96,0.253309154847524,0.995,0.0486952727641633,0.047882096391518
binning2,3,0.975,0.254320392059858,0.995,0.0494969556524255,0.0484305985350965
conditional,3,0.99,0.264072794746138,0.995,0.040361939876696,0.0390801555469538
isotonic,3,0.975,0.255055674006617,0.995,0.047379729776589,0.0463206454139005
marginal,3,0.98,0.245024203051395,0.995,0.040361939876696,0.0394621272633345
binning,4,0.95,0.263314353159207,0.825,0.0527203014208578,0.0487746855478473
binning2,4,0.955,0.25701852935699,0.825,0.0543510726488824,0.0513245884526724
conditional,4,0.965,0.262487721288039,0.825,0.0490537531962077,0.0456453869639059
isotonic,4,0.945,0.268322476829563,0.825,0.0525721750473025,0.0491698793562235
marginal,4,0.95,0.245024203051395,0.825,0.0490537531962077,0.0456173878681949
binning,5,0.87,0.27129085369945,0.415,0.0765436747201877,0.0610708177215614
binning2,5,0.855,0.26511782057901,0.415,0.0780517016886682,0.0634416246270471
conditional,5,0.865,0.263443840994354,0.415,0.0840168771634004,0.0735248133892023
isotonic,5,0.87,0.283370347650092,0.415,0.0750115616255199,0.0616769260198155
marginal,5,0.825,0.245024203051395,0.415,0.0840168771634004,0.0737562298711381
binning,marginal,0.905,0.257991349909281,0.72,0.0672203778424662,0.00961512997296666
binning2,marginal,0.901,0.256316487953185,0.72,0.0680967779368452,0.00700387920666386
conditional,marginal,0.924,0.261759093890994,0.72,0.0669517171315343,0.0143104420768969
isotonic,marginal,0.91,0.263263646432266,0.72,0.0670023651081037,0.0137143891130855
marginal,marginal,0.896,0.245024203051395,0.72,0.0669517171315343,0.0136258095748846
