method,bin,coverage,width,risk,rmse,cal_error
cal_binning_1,1,0.932,0.170026265793565,0.438,0.03623503225992,0.0116651483613469
cal_binning_2,1,0.924,0.213831657738878,0.438,0.0582533097508228,0.00841613201678812
conditional,1,0.906,0.144803746059391,0.438,0.0256627768627,0.0177196074166175
isotonic,1,0.952,0.16237407268549,0.438,0.0299768365806196,0.0225729412580735
marginal,1,0.894,0.12416568792491,0.438,0.0256627768627,0.0170344571863621
mondrian_1,1,0.914,0.14891962895527,0.438,0.0256627768627,0.0172428010127796
mondrian_2,1,0.922,0.151707518300469,0.438,0.0256627768627,0.0173297011548172
oracle,1,0.91,0.129579007521532,0.438,0.0256627768627,0.0166114543547876
cal_binning_1,2,0.892,0.123154443242393,0.6,0.0128571297185714,0.0101059868525879
cal_binning_2,2,0.89,0.135297648691921,0.6,0.019150636395413,0.00844799497618868
conditional,2,0.934,0.136167784980811,0.704,0.00697568791924775,0.00365586681899305
isotonic,2,0.934,0.132787081806465,0.6,0.0142608907015062,0.0129246567127676
marginal,2,0.942,0.124310397407199,0.676,0.00697568791924775,0.00483916590977343
mondrian_1,2,0.922,0.124466662367597,0.6,0.00697568791924775,0.00426488745103766
mondrian_2,2,0.91,0.117962279829148,0.6,0.00697568791924775,0.00433735038553119
oracle,2,0.922,0.117353056526018,0.666,0.00697568791924775,0.00405716416919485
cal_binning_1,3,0.894,0.1246748922344,0.32,0.0100267603667556,0
cal_binning_2,3,0.892,0.131063803511667,0.32,0.0166215075418279,0.00741655491392731
conditional,3,0.912,0.131825685398583,0.32,0.00690655173115461,0
isotonic,3,0.898,0.126771421081694,0.32,0.009925659293926,0.00379157731300803
marginal,3,0.91,0.124310397407199,0.32,0.00690655173115461,0
mondrian_1,3,0.874,0.120887967383911,0.32,0.00690655173115461,0
mondrian_2,3,0.88,0.115743890257573,0.32,0.00690655173115461,0
oracle,3,0.886,0.117359208062698,0.32,0.00690655173115461,0
cal_binning_1,4,0.934,0.13746298978067,0.526,0.011349324490353,0.00517825668733496
cal_binning_2,4,0.89,0.134863667928078,0.526,0.0187277683693167,0.0137994594889035
conditional,4,0.924,0.127711158426091,0.59,0.00712441881494208,0.00214715198534133
isotonic,4,0.916,0.132291689754501,0.664,0.0104315950218926,0.00924016919536783
marginal,4,0.916,0.124310397407199,0.602,0.00712441881494208,0.00429325669570143
mondrian_1,4,0.918,0.125618936413552,0.586,0.00712441881494208,0.00290742255745803
mondrian_2,4,0.912,0.121411701469457,0.586,0.00712441881494208,0.00424604930914481
oracle,4,0.912,0.11758112441423,0.578,0.00712441881494208,0.00422291083979279
cal_binning_1,5,0.874,0.130991561513231,0.316,0.0216377931566361,0.00660857491290878
cal_binning_2,5,0.894,0.162985942512128,0.316,0.0347323639294758,0.0109806392582527
conditional,5,0.922,0.12975337350953,0.316,0.012413675932435,0.00786591547794804
isotonic,5,0.892,0.125209366345582,0.316,0.0167324721934324,0.0111455092412169
marginal,5,0.902,0.124310397407199,0.316,0.012413675932435,0.00823181223589216
mondrian_1,5,0.884,0.119969546969727,0.316,0.012413675932435,0.00806270225596877
mondrian_2,5,0.91,0.127588778170765,0.316,0.012413675932435,0.00831497258155561
oracle,5,0.898,0.12158112765064,0.316,0.012413675932435,0.00806761859040818
cal_binning_1,marginal,0.9052,0.137262030512852,0.44,0.0208605873839001,0.00696068633231671
cal_binning_2,marginal,0.898,0.155608544076534,0.44,0.0334470802805327,0.00403388913704521
conditional,marginal,0.9196,0.134052349674881,0.4736,0.0138549304485645,0.00875879680852858
isotonic,marginal,0.9184,0.135886726334746,0.4676,0.0178286076170033,0.0131960646643859
marginal,marginal,0.9128,0.124281455510741,0.4704,0.0138549304485645,0.0089064761577002
mondrian_1,marginal,0.9024,0.127972548418011,0.452,0.0138549304485645,0.00853505483854949
mondrian_2,marginal,0.9068,0.126882833605482,0.452,0.0138549304485645,0.00865110413893097
oracle,marginal,0.9056,0.120690704835023,0.4636,0.0138549304485645,0.00885868111754897
