method,bin,coverage,width,risk,rmse,cal_error
cal_binning_10,1,0.895,0.175951385805549,0.46,0.0568782138684051,0.0121198176560103
cal_binning_5,1,0.888,0.266536964054279,0.46,0.0872199434486479,0.0147587169543824
conditional,1,0.917,0.159251323768811,0.46,0.0482319777801001,0.0427392736067745
isotonic,1,0.911,0.108691923074985,0.46,0.030921688434453,0.0243520792139433
marginal,1,0.935,0.237825699641457,0.46,0.0482319777801001,0.0427374957266356
mondrian_10,1,0.893,0.15430111632487,0.46,0.0482319777801001,0.0427565321650094
mondrian_5,1,0.904,0.114361515354406,0.46,0.0482319777801001,0.0427432539781388
oracle,1,0.906,0.0648965872228276,0.46,0.0482319777801001,0.0427363302661947
cal_binning_10,2,0.907,0.119508123207308,0.545,0.0185617241910731,0.00856924081465812
cal_binning_5,2,0.922,0.152709237714804,0.898,0.0375636610102678,0.0234283637456868
conditional,2,0.99,0.182290224898732,0.77,0.0103620422752733,0.00504782539645295
isotonic,2,0.917,0.113974443445088,0.579,0.0125712502882871,0.00795394868523301
marginal,2,1,0.248889517935898,0.937,0.0103620422752733,0.00484882180672135
mondrian_10,2,0.898,0.108040934683597,0.517,0.0103620422752733,0.00508937435153875
mondrian_5,2,0.926,0.112996121413466,0.545,0.0103620422752733,0.00475723068934921
oracle,2,0.894,0.100357062692518,0.487,0.0103620422752733,0.00512876768948599
cal_binning_10,3,0.878,0.165289508203291,0.346,0.0183837149976939,0.0109281144344947
cal_binning_5,3,0.901,0.175067738828157,0.358,0.0281398436709741,0.0143617170612222
conditional,3,0.971,0.206764540646481,0.382,0.0103869503040205,0.0045992500609276
isotonic,3,0.904,0.162020371121988,0.489,0.0140632098567056,0.00962768009403104
marginal,3,0.993,0.248889517935898,0.501,0.0103869503040205,0.00590839359817739
mondrian_10,3,0.917,0.166768506097569,0.346,0.0103869503040205,0.00617981117745044
mondrian_5,3,0.92,0.165029078639268,0.346,0.0103869503040205,0.00470049872463399
oracle,3,0.896,0.148404155977589,0.327,0.0103869503040205,0.00565904354235508
cal_binning_10,4,0.89,0.242770757090341,0.784,0.0211330168832338,0.0151927848778149
cal_binning_5,4,0.874,0.258169310353385,0.784,0.0368075285520642,0.0250842165192726
conditional,4,0.915,0.249263939583959,0.776,0.0103870313890695,0.00848880292022587
isotonic,4,0.892,0.23972546188215,0.811,0.014483123036193,0.00884290244825593
marginal,4,0.918,0.248889517935898,0.811,0.0103870313890695,0.00755933898049519
mondrian_10,4,0.902,0.237153148299156,0.784,0.0103870313890695,0.00864325481977634
mondrian_5,4,0.883,0.231061273311096,0.784,0.0103870313890695,0.00752177222689842
oracle,4,0.899,0.230704216066134,0.722,0.0103870313890695,0.00836125303883599
cal_binning_10,5,0.893,0.52132980146254,0.439,0.0443260178962973,0.0127204290302862
cal_binning_5,5,0.903,0.598871622431633,0.439,0.070844342468032,0.0153480567551473
conditional,5,0.788,0.352255107141298,0.439,0.017031735857464,0.0277920845549269
isotonic,5,0.902,0.530180685622829,0.439,0.0251372394128127,0.0193134264407396
marginal,5,0.636,0.248889517935898,0.439,0.017031735857464,0.0248691400733036
mondrian_10,5,0.911,0.532528710535689,0.439,0.017031735857464,0.0263333170416548
mondrian_5,5,0.889,0.502284281942341,0.439,0.017031735857464,0.0279930920411172
oracle,5,0.89,0.481560891183496,0.439,0.017031735857464,0.0213374890169547
cal_binning_10,marginal,0.8926,0.244969915153806,0.5148,0.0355781676314333,0.00819025178987705
cal_binning_5,marginal,0.8976,0.290270974676452,0.5878,0.0568927288558834,0.00172248163731958
conditional,marginal,0.9162,0.229965027207856,0.5654,0.0242468751995335,0.0222390781965068
isotonic,marginal,0.9052,0.230918577029408,0.5556,0.0207538077426792,0.0138785362121729
marginal,marginal,0.8964,0.24667675427701,0.6296,0.0242468751995335,0.0227644010155687
mondrian_10,marginal,0.9042,0.239758483188176,0.5092,0.0242468751995335,0.0231306196310407
mondrian_5,marginal,0.9044,0.225146454132115,0.5148,0.0242468751995335,0.0230722377291429
oracle,marginal,0.897,0.205184582628513,0.487,0.0242468751995335,0.0228088406388868
