method,bin,coverage,width,risk,rmse,cal_error
binning,1,0.99,0.332882600035037,0.65,0.0902725222019447,0.0503037054801157
binning2,1,0.9,0.402579579782171,0.72,0.133375943635863,0.0785730674739572
conditional,1,0.79,0.0398351808514646,0.59,0.0159294164690003,0.0136239663253624
isotonic,1,0.96,0.280293318932516,0.65,0.0699610829260147,0.0624090226290826
marginal,1,1,0.143370051255173,0.62,0.0159294164690003,0.0139268761907667
binning,2,0.96,0.153226937396639,0.37,0.0481978946712485,0.0247267599780819
binning2,2,0.89,0.259624788728674,0.67,0.0742034038498754,0.0365772797550807
conditional,2,0.88,0.0354724183895025,0.3,0.0101453164951511,0.00764794014157817
isotonic,2,0.99,0.118042833116146,0.3,0.0404723601455984,0.0361523519947352
marginal,2,1,0.143370051255173,0.37,0.0101453164951511,0.00774244819567771
binning,3,0.93,0.0389009291465908,0.31,0.0156525223512817,0.0109333579807782
binning2,3,0.96,0.0873903422103104,0.31,0.0359820423797991,0.0315677554966596
conditional,3,1,0.0604338862517201,0.31,0.00349487815881843,0.00182132233540222
isotonic,3,0.95,0.0348470455270951,0.28,0.023917409889695,0.0217572472866661
marginal,3,1,0.143370051255173,0.31,0.00349487815881843,0.00220348032948502
binning,4,0.9,0.175049002899549,0.22,0.0549609678066252,0.0200553089703123
binning2,4,0.92,0.285555315620749,0.58,0.0862203096741404,0.0316242564218758
conditional,4,0.99,0.130509161265134,0.14,0.0172426393925373,0.00796800304911248
isotonic,4,0.96,0.139216524296276,0.14,0.0451343213757314,0.0371182923023501
marginal,4,0.98,0.143370051255173,0.22,0.0172426393925373,0
binning,5,0.81,0.340741971393893,0.53,0.0756034826412651,0.0633816952214159
binning2,5,0.86,0.410820213485779,0.71,0.10047990966463,0.0889907733609556
conditional,5,0.77,0.261640099938843,0.48,0.0522357200772773,0.0409055531980224
isotonic,5,0.92,0.348085141644409,0.68,0.0513373541779204,0.0202726000968983
marginal,5,0.52,0.143370051255173,0.44,0.0522357200772773,0.0391031455159354
binning,marginal,0.918,0.208160288174342,0.416,0.0623758949292557,0.0133289339819904
binning2,marginal,0.906,0.289194047965537,0.598,0.0917825134805132,0.0195790286580117
conditional,marginal,0.886,0.105578149339333,0.364,0.0260567342327751,0.0171487069122048
isotonic,marginal,0.956,0.184096972703288,0.41,0.0485329546922593,0.0372486162563101
marginal,marginal,0.9,0.143370051255173,0.392,0.0260567342327751,0.0170951751905958
