method,bin,coverage,width,risk,rmse,cal_error
binning,1,0.855,0.115456976040264,0.375,0.042318018567363,0.0174782412285547
binning2,1,0.785,0.163749994523852,0.375,0.0642433111898963,0.0207317299818606
conditional,1,0.965,0.133314696935718,0.375,0.0288262870267807,0.0251556728297834
isotonic,1,0.935,0.0781478182161314,0.375,0.0271293294779609,0.0157530562470807
marginal,1,0.965,0.129270217580552,0.375,0.0288262870267807,0.0253496569576077
binning,2,0.95,0.086985941893726,0.675,0.0169252661345508,0.0104898601414687
binning2,2,0.955,0.11538954822627,0.94,0.0271344879154901,0.0180066219457702
conditional,2,1,0.133349556821157,0.87,0.0133347964905916,0.00738725389509504
isotonic,2,0.905,0.0764387829765397,0.575,0.016183015187226,0.0113961002987758
marginal,2,1,0.129270217580552,0.83,0.0133347964905916,0.00826640900762179
binning,3,0.94,0.106630998613876,0.31,0.0143669593655861,0.00882948204479201
binning2,3,0.97,0.115305299751572,0.425,0.0221083969114438,0.0153972275667097
conditional,3,0.98,0.13264539561262,0.34,0.0121012827171466,0.00940875059334896
isotonic,3,0.95,0.105173882431414,0.315,0.0117864981296261,0.00767421682438927
marginal,3,0.98,0.129270217580552,0.33,0.0121012827171466,0.00922892902498963
binning,4,0.93,0.143627980515241,0.61,0.0182568572898845,0.0128779619322275
binning2,4,0.96,0.160897765001405,0.815,0.0330976210195934,0.0264060326793979
conditional,4,0.925,0.136148274679727,0.625,0.0123940141269118,0.00670446452056291
isotonic,4,0.93,0.150588566095795,0.695,0.0133694060240198,0.00466740137531571
marginal,4,0.93,0.129270217580552,0.62,0.0123940141269118,0.00653879549788046
binning,5,0.895,0.272381147356129,0.4,0.0381830847444306,0.00530832272970493
binning2,5,0.895,0.288894422445177,0.4,0.0555197958983109,0.0101545781381446
conditional,5,0.69,0.135067789147421,0.4,0.0146734984689121,0.0111703756213003
isotonic,5,0.905,0.28228136904741,0.4,0.0235842370255906,0.0104162519387619
marginal,5,0.65,0.129270217580552,0.4,0.0146734984689121,0.0138593926432207
binning,marginal,0.914,0.145016608883847,0.474,0.0285480284759177,0.00520489761750868
binning2,marginal,0.913,0.168847405989655,0.591,0.0436581376946347,0.00878781677816282
conditional,marginal,0.912,0.134105142639329,0.522,0.0174593001468639,0.0130826356339029
isotonic,marginal,0.925,0.138526083753458,0.472,0.019348226224374,0.0063909113400337
marginal,marginal,0.905,0.129270217580552,0.511,0.0174593001468639,0.0126715970836705
