method,bin,coverage,width,risk,rmse,cal_error
cal_binning_10,1,0.88,0.252707843516671,0.499,0.0749005011249653,0.06362503374319
cal_binning_5,1,0.872,0.261145296119495,0.499,0.0777532591980311,0.0665154837796643
conditional,1,0.869,0.834306808438143,0.532,0.10437911140005,0.0976462250106649
isotonic,1,0.873,0.252597225493711,0.499,0.0744684466600485,0.06398919111856
marginal,1,0.803,0.277544318340024,0.499,0.10437911140005,0.0978843251732164
mondrian_10,1,0.803,0.273734610109057,0.499,0.10437911140005,0.0977253809829879
mondrian_5,1,0.795,0.281398588780663,0.499,0.10437911140005,0.0978158513562204
oracle,1,0.906,0.107408177066818,0.499,0.10437911140005,0.0978270081490031
cal_binning_10,2,0.957,0.248656548915629,0.854,0.0530326642815759,0.0514210977907133
cal_binning_5,2,0.961,0.257998523153217,0.854,0.0533383694104865,0.0516257049408689
conditional,2,0.912,0.801131516814849,0.802,0.0405263428235296,0.038926777994617
isotonic,2,0.958,0.253214985514007,0.854,0.0501571846548573,0.0484836967115477
marginal,2,0.996,0.277544318340024,0.854,0.0405263428235296,0.0389840862312595
mondrian_10,2,0.986,0.257482641637411,0.854,0.0405263428235296,0.0389592350391727
mondrian_5,2,0.991,0.263455235101614,0.854,0.0405263428235296,0.0390117146120561
oracle,2,0.895,0.116062983028585,0.787,0.0405263428235296,0.0388937035262145
cal_binning_10,3,0.944,0.248701081562782,0.978,0.0496075458172442,0.0472730682892969
cal_binning_5,3,0.955,0.262073367686852,0.978,0.0539587239878193,0.0514391618144828
conditional,3,0.925,0.842869694706877,0.905,0.0214135041395052,0.0154517658904051
isotonic,3,0.951,0.254512836780072,0.978,0.0465113567373698,0.0440311624507532
marginal,3,0.998,0.277544318340024,0.978,0.0214135041395052,0.0156291727103916
mondrian_10,3,0.992,0.256699950643463,0.978,0.0214135041395052,0.0153743813407786
mondrian_5,3,0.996,0.264801865101835,0.978,0.0214135041395052,0.0155832803657302
oracle,3,0.882,0.124330709647033,0.472,0.0214135041395052,0.0154251229392476
cal_binning_10,4,0.931,0.244761257128223,0.844,0.0529517066491789,0.0514828353094286
cal_binning_5,4,0.937,0.266442036253686,0.844,0.0559230638864012,0.0546166761129801
conditional,4,0.899,0.831757969116742,0.807,0.0476026419373295,0.0465500539341864
isotonic,4,0.945,0.252700295959648,0.844,0.0507446575471739,0.049314762206468
marginal,4,0.977,0.277544318340024,0.844,0.0476026419373295,0.0464692960206683
mondrian_10,4,0.96,0.258806956299461,0.844,0.0476026419373295,0.0463908736947939
mondrian_5,4,0.965,0.272647500903306,0.844,0.0476026419373295,0.0466173325771734
oracle,4,0.901,0.135345023602323,0.844,0.0476026419373295,0.0465080789570312
cal_binning_10,5,0.859,0.241163915936387,0.428,0.0663525447299443,0.0569156432812143
cal_binning_5,5,0.891,0.26924999297039,0.428,0.0678371512099422,0.0566806873717477
conditional,5,0.879,0.838474944692552,0.443,0.104120519682421,0.0998898933196973
isotonic,5,0.878,0.26216811434263,0.428,0.0652906663999881,0.0575104976580703
marginal,5,0.762,0.277544318340024,0.428,0.104120519682421,0.0997343006048799
mondrian_10,5,0.833,0.269736581186835,0.428,0.104120519682421,0.099796528822545
mondrian_5,5,0.831,0.296518343851366,0.428,0.104120519682421,0.0997219630161998
oracle,5,0.913,0.16041031269328,0.428,0.104120519682421,0.0999499890856748
cal_binning_10,marginal,0.9142,0.247198129411938,0.7206,0.0601498139328513,0.00966236031166301
cal_binning_5,marginal,0.9232,0.263381843236728,0.7206,0.0625001808323824,0.0051879391334701
conditional,marginal,0.8968,0.829708186753832,0.6978,0.0722537412971785,0.0442623969153069
isotonic,marginal,0.921,0.255038691618014,0.7206,0.0584165908189571,0.00830718981310212
marginal,marginal,0.9072,0.277544318340024,0.7206,0.0722537412971785,0.044197535677645
mondrian_10,marginal,0.9148,0.263292147975245,0.7206,0.0722537412971785,0.044287067021527
mondrian_5,marginal,0.9156,0.275764306747757,0.7206,0.0722537412971785,0.0442584618476429
oracle,marginal,0.8994,0.128711441207608,0.606,0.0722537412971785,0.0442453197881576
