method,bin,coverage,width,risk,rmse,cal_error
cal_binning_10,1,0.893,0.312262688687984,0.469,0.089662943651195,0.043182808361681
cal_binning_5,1,0.875,0.371353894115595,0.469,0.113496784203368,0.0529959385354207
conditional,1,0.811,0.225990653366577,0.469,0.0846041120744468,0.060304359696951
isotonic,1,0.858,0.232419386242791,0.469,0.0772208312679567,0.0455083172239257
marginal,1,0.87,0.270034183177177,0.469,0.0846041120744468,0.0601359605047015
mondrian_10,1,0.812,0.234043188949086,0.469,0.0846041120744468,0.0600218511169597
mondrian_5,1,0.805,0.233814618577452,0.469,0.0846041120744468,0.0602861692988181
oracle,1,0.903,0.0863877891728606,0.469,0.0846041120744468,0.0601732417408402
cal_binning_10,2,0.922,0.229761758631749,0.934,0.0562124582129267,0.0442510566886374
cal_binning_5,2,0.941,0.273038609230057,0.823,0.0754100451708182,0.0668285869039625
conditional,2,0.96,0.236666056465186,0.913,0.051171592060911,0.0374858926296324
isotonic,2,0.929,0.223180339668975,0.912,0.0503012530820744,0.0366524400449703
marginal,2,0.981,0.271592311497738,0.934,0.051171592060911,0.0372900377065916
mondrian_10,2,0.931,0.232835358473872,0.859,0.051171592060911,0.037633395170702
mondrian_5,2,0.939,0.223109589521109,0.882,0.051171592060911,0.037506196631649
oracle,2,0.897,0.102140463385336,0.786,0.051171592060911,0.037735465020932
cal_binning_10,3,0.932,0.243065582938185,0.588,0.0538026885498024,0.0437244570861462
cal_binning_5,3,0.934,0.266718956326412,0.522,0.059728989077718,0.0506581412091731
conditional,3,0.962,0.249484609940818,0.526,0.0448318380540454,0.0322118254712994
isotonic,3,0.926,0.231942993272201,0.497,0.0525210179228076,0.0418473136687151
marginal,3,0.979,0.271592311497738,0.588,0.0448318380540454,0.0320803893353805
mondrian_10,3,0.947,0.2228205986803,0.43,0.0448318380540454,0.0321540174933808
mondrian_5,3,0.934,0.215605959700775,0.44,0.0448318380540454,0.0319301327919477
oracle,3,0.92,0.134692517339074,0.295,0.0448318380540454,0.032315114912934
cal_binning_10,4,0.933,0.280738650734778,0.657,0.0479541066748874,0.0361034775504882
cal_binning_5,4,0.928,0.320848706233601,0.802,0.074366339739702,0.0661829731963269
conditional,4,0.931,0.274121156693097,0.65,0.0449498787528298,0.0339078808056498
isotonic,4,0.925,0.272288345119233,0.629,0.0431265916335181,0.031988034245947
marginal,4,0.927,0.271592311497738,0.657,0.0449498787528298,0.0338474544397482
mondrian_10,4,0.916,0.257223487983639,0.627,0.0449498787528298,0.0341583797271355
mondrian_5,4,0.912,0.264682630861666,0.598,0.0449498787528298,0.0339543689598781
oracle,4,0.903,0.195512407166366,0.509,0.0449498787528298,0.0338892906492076
cal_binning_10,5,0.884,0.428314896871358,0.364,0.0626691365009503,0.0379014306402965
cal_binning_5,5,0.903,0.473116095956482,0.364,0.0808828632621402,0.0351191501018889
conditional,5,0.827,0.330194655061952,0.363,0.0472225902839519,0.0299188125828816
isotonic,5,0.874,0.411809705543423,0.365,0.0479530602378675,0.0340681639082428
marginal,5,0.742,0.271592311497738,0.364,0.0472225902839519,0.0305064774245939
mondrian_10,5,0.851,0.372168930480909,0.365,0.0472225902839519,0.0316341846807864
mondrian_5,5,0.857,0.370657670059838,0.365,0.0472225902839519,0.0311720622379617
oracle,5,0.916,0.383182094518435,0.364,0.0472225902839519,0.0302955318962143
cal_binning_10,marginal,0.9128,0.298828715572811,0.6024,0.0637511258480753,0.0108554842283804
cal_binning_5,marginal,0.9162,0.341015252372429,0.596,0.0827141307506518,0.0118748679315309
conditional,marginal,0.8982,0.263291426305526,0.5842,0.0566334635180969,0.0195586124012835
isotonic,marginal,0.9024,0.274328153969325,0.5744,0.0555177972529347,0.0135558958647747
marginal,marginal,0.8998,0.271280685833626,0.6024,0.0566334635180969,0.0194746020037564
mondrian_10,marginal,0.8914,0.263818312913561,0.55,0.0566334635180969,0.0197600329830465
mondrian_5,marginal,0.8894,0.261574093744168,0.5508,0.0566334635180969,0.0197018724041063
oracle,marginal,0.9078,0.180383054316414,0.4846,0.0566334635180969,0.0197910905017284
