method,bin,coverage,width,risk,rmse,cal_error
cal_binning_1,1,0.93,0.14044981241835,0.45,0.0278057752278446,0.00892876689255158
cal_binning_2,1,0.8875,0.151799015850013,0.45,0.035889268599528,0.00927154878798302
conditional,1,0.9,0.594693680152716,0.4475,0.0180224396207918,0.00748138436909865
isotonic,1,0.94,0.143299491060899,0.45,0.0235715172119174,0.0150869139622216
marginal,1,0.9575,0.151772861399118,0.45,0.0180224396207918,0.00752835174416478
mondrian_1,1,0.9075,0.117874106409864,0.45,0.0180224396207918,0.00829637656661679
mondrian_2,1,0.91,0.117554667628517,0.45,0.0180224396207918,0.00735706861581558
oracle,1,0.8975,0.112339275706515,0.45,0.0180224396207918,0.00796724644125959
cal_binning_1,2,0.93,0.146870154185033,0.8775,0.0146993855581817,0.0125301196134609
cal_binning_2,2,0.9075,0.134264874055952,0.88,0.0164501230603433,0.01274155791067
conditional,2,0.8825,0.564531594611196,0.8125,0.0142605139705411,0.010516660743519
isotonic,2,0.935,0.144104958678327,0.875,0.0148545116662306,0.0118822090521068
marginal,2,0.96,0.156065995230539,0.88,0.0142605139705411,0.0106857411296755
mondrian_1,2,0.9275,0.140584367894552,0.875,0.0142605139705411,0.0111624430355869
mondrian_2,2,0.91,0.132686985503572,0.875,0.0142605139705411,0.0104417593490931
oracle,2,0.905,0.125427635873885,0.88,0.0142605139705411,0.0101120892352196
cal_binning_1,3,0.8875,0.151268688280162,0.8575,0.0157036444534309,0.0114608132795317
cal_binning_2,3,0.8925,0.145757055458989,0.965,0.0159341562655643,0.0125469432452528
conditional,3,0.9075,0.627405983565963,0.8875,0.0150369933417327,0.0103179032689337
isotonic,3,0.875,0.150532453405707,0.8375,0.0150443467161057,0.0107990254078746
marginal,3,0.9,0.156065995230539,0.9275,0.0150369933417327,0.0110104041630414
mondrian_1,3,0.885,0.151531584642095,0.775,0.0150369933417327,0.0088932169177407
mondrian_2,3,0.875,0.145337303880632,0.795,0.0150369933417327,0.0103844253373609
oracle,3,0.86,0.141782719905871,0.75,0.0150369933417327,0.0104119002843798
cal_binning_1,4,0.8875,0.166721848536449,0.8175,0.0163119263930136,0.0124092624181238
cal_binning_2,4,0.9125,0.172952500600963,0.8225,0.0165482602527245,0.0107201209518216
conditional,4,0.905,0.635646703439896,0.7975,0.0144570746412655,0.0102701510275878
isotonic,4,0.895,0.175124582439527,0.82,0.0144191256394963,0.0142317686424452
marginal,4,0.8825,0.156065995230539,0.825,0.0144570746412655,0.0105992774473164
mondrian_1,4,0.89,0.169047268397751,0.8125,0.0144570746412655,0.0102824266353191
mondrian_2,4,0.9,0.171898048075003,0.8125,0.0144570746412655,0.0109505282394907
oracle,4,0.8825,0.161446186830083,0.8225,0.0144570746412655,0.0106054280790715
cal_binning_1,5,0.9275,0.238198907866834,0.48,0.0254684154483675,0.0123087436498507
cal_binning_2,5,0.92,0.250247948544204,0.48,0.0323509779213779,0.00950433063838605
conditional,5,0.8725,0.60318901765885,0.475,0.020374523657171,0.0154386321931896
isotonic,5,0.905,0.235303762681166,0.48,0.023637659090878,0.0159935533906644
marginal,5,0.7875,0.156065995230539,0.48,0.020374523657171,0.0153457101427107
mondrian_1,5,0.925,0.225081133449275,0.48,0.020374523657171,0.0155568404946495
mondrian_2,5,0.915,0.231527096214209,0.48,0.020374523657171,0.0153906504302496
oracle,5,0.91,0.211924844205024,0.48,0.020374523657171,0.0153735064050093
cal_binning_1,marginal,0.9125,0.168701882257366,0.6965,0.0207391255795947,0.0062628902011685
cal_binning_2,marginal,0.904,0.171004278902024,0.7195,0.0250318763781955,0.00225584096468378
conditional,marginal,0.8935,0.605093395885724,0.684,0.0166036741644019,0.00580068035916335
isotonic,marginal,0.91,0.169673049653125,0.6925,0.018810929908606,0.00916202839178328
marginal,marginal,0.8975,0.155207368464255,0.7125,0.0166036741644019,0.00709699624915695
mondrian_1,marginal,0.907,0.160823692158707,0.6785,0.0166036741644019,0.0066325108665418
mondrian_2,marginal,0.902,0.159800820260387,0.6825,0.0166036741644019,0.00662227037361153
oracle,marginal,0.891,0.150584132504276,0.6765,0.0166036741644019,0.00702997761187082
