method,bin,coverage,width,risk,rmse,cal_error
cal_binning_1,1,0.998,0.339241937655859,0.802,0.0302962694941415,0.00844008576581249
cal_binning_2,1,1,0.338809517393401,0.802,0.0330854581197767,0.00948910123089958
conditional,1,0.9,0.866062866692876,0.764,0.0274818987826071,0
isotonic,1,1,0.338505448669678,0.802,0.0293169566380843,0.00541318957019755
marginal,1,1,0.321015282223853,0.802,0.0274818987826071,0
mondrian_1,1,0.998,0.333525483398596,0.802,0.0274818987826071,0
mondrian_2,1,1,0.334255986606621,0.802,0.0274818987826071,0
oracle,1,0.916,0.162294839463414,0.708,0.0274818987826071,0
cal_binning_1,2,0.988,0.338262285093095,0.776,0.0291495056637739,0.00286258946856487
cal_binning_2,2,0.99,0.33067156582348,0.776,0.0313096219495039,0
conditional,2,0.888,0.880343484425819,0.744,0.0260041390716434,0.00736376380194885
isotonic,2,0.99,0.330474126297218,0.776,0.0278630144487836,0.00998943407432686
marginal,2,0.996,0.321015282223853,0.776,0.0260041390716434,0.00781167001377928
mondrian_1,2,0.992,0.333135149818336,0.776,0.0260041390716434,0.00693391012801339
mondrian_2,2,0.99,0.329534886764106,0.776,0.0260041390716434,0.00473020723730937
oracle,2,0.904,0.20920033119944,0.764,0.0260041390716434,0.00994089767497816
cal_binning_1,3,0.944,0.331092064580407,0.734,0.0310540113508572,0.0112483944386779
cal_binning_2,3,0.95,0.33178823462544,0.734,0.033692092591527,0.00142085178585404
conditional,3,0.896,0.907161745480975,0.712,0.0267839635426806,0.00947019885371916
isotonic,3,0.94,0.330689285853296,0.734,0.0287911586493498,0.0126577734587804
marginal,3,0.954,0.321015282223853,0.734,0.0267839635426806,0.00967475540502698
mondrian_1,3,0.95,0.327412438434242,0.734,0.0267839635426806,0.00802588622988175
mondrian_2,3,0.956,0.330739902678841,0.734,0.0267839635426806,0.00800431567089778
oracle,3,0.9,0.271128041015304,0.734,0.0267839635426806,0.00879151275271704
cal_binning_1,4,0.886,0.333800211096896,0.674,0.0315996750755339,0.0221467255529946
cal_binning_2,4,0.896,0.332464333252062,0.674,0.0342197719940356,0.0174191206456577
conditional,4,0.914,1.0009880527843,0.664,0.0265881275466783,0.0176156205295002
isotonic,4,0.886,0.332362841101105,0.674,0.030103755104912,0.0226565930043432
marginal,4,0.882,0.321015282223853,0.674,0.0265881275466783,0.0182763842032839
mondrian_1,4,0.876,0.329758512945511,0.674,0.0265881275466783,0.0128610191333509
mondrian_2,4,0.892,0.332421692132877,0.674,0.0265881275466783,0.0103223418783489
oracle,4,0.914,0.336449100968464,0.674,0.0265881275466783,0.0163538566300948
cal_binning_1,5,0.828,0.340621517781057,0.652,0.0327480849506958,0
cal_binning_2,5,0.818,0.338649123643616,0.652,0.0334258420214496,0.00714590778534618
conditional,5,0.888,0.982838882090952,0.64,0.0303013986852274,0.0101264590438796
isotonic,5,0.828,0.340632509630693,0.652,0.0320559994342608,0.0126355654868284
marginal,5,0.802,0.321015282223853,0.652,0.0303013986852274,0.0177399228794292
mondrian_1,5,0.812,0.335205119975667,0.652,0.0303013986852274,0.00720037731676865
mondrian_2,5,0.808,0.333392027730083,0.652,0.0303013986852274,0.0129114297536115
oracle,5,0.91,0.420020389087542,0.652,0.0303013986852274,0.0117330068261969
cal_binning_1,marginal,0.9288,0.336603603241463,0.7276,0.030993179183493,0.0103324512848024
cal_binning_2,marginal,0.9308,0.3344765549476,0.7276,0.0331613533468677,0.00482614823673319
conditional,marginal,0.8972,0.927479006294984,0.7048,0.027473456285404,0.00775961075036094
isotonic,marginal,0.9288,0.334532842310398,0.7276,0.0296600253142519,0.0118674713532473
marginal,marginal,0.9268,0.321015282223853,0.7276,0.027473456285404,0.00666942618714583
mondrian_1,marginal,0.9256,0.33180734091447,0.7276,0.027473456285404,0.00761082289424064
mondrian_2,marginal,0.9292,0.332068899182506,0.7276,0.027473456285404,0.00685820989683704
oracle,marginal,0.9088,0.279818540346833,0.7064,0.027473456285404,0.00715140147882228
