method,bin,coverage,width,risk,rmse,cal_error
cal_binning_10,1,0.849,0.271653204272147,0.547,0.0955180219722764,0.0257852954433283
cal_binning_5,1,0.864,0.385236112553792,0.547,0.121288684473013,0.0269857409447015
conditional,1,0.856,0.197881255190878,0.547,0.0652451903245553,0.0534612507220474
isotonic,1,0.921,0.200187502681155,0.547,0.0563633238587864,0.0379138685445995
marginal,1,0.954,0.301305638261193,0.547,0.0652451903245553,0.0535090277359431
mondrian_10,1,0.904,0.185096549590341,0.547,0.0652451903245553,0.0535210826047834
mondrian_5,1,0.895,0.224416047254981,0.547,0.0652451903245553,0.0535449846497256
oracle,1,0.901,0.0955080215915006,0.547,0.0652451903245553,0.053470325349844
cal_binning_10,2,0.945,0.220302329886517,0.596,0.0527688170554962,0.0295095197230677
cal_binning_5,2,0.934,0.340478587153712,0.95,0.0987675778634383,0.0354647534022059
conditional,2,0.991,0.242487815890681,0.589,0.0219870329761963,0.0182792714411371
isotonic,2,0.946,0.146885794785772,0.474,0.0293249937451447,0.0241530094483441
marginal,2,1,0.311352286646788,0.656,0.0219870329761963,0.0181623833328651
mondrian_10,2,0.902,0.127314061813897,0.513,0.0219870329761963,0.018223708213845
mondrian_5,2,0.903,0.129162238942173,0.513,0.0219870329761963,0.0181440079033125
oracle,2,0.887,0.100067592650283,0.447,0.0219870329761963,0.0182653034500965
cal_binning_10,3,0.934,0.24638525777378,0.367,0.0512473654226529,0.0303592071335167
cal_binning_5,3,0.955,0.357578363978094,0.373,0.0914188706456649,0.0519599279741718
conditional,3,0.994,0.292478671647195,0.259,0.0281547519941498,0.0199322310750438
isotonic,3,0.922,0.199638696342703,0.259,0.0260419126689425,0.0144451392886521
marginal,3,0.995,0.311352286646788,0.259,0.0281547519941498,0.0196985526524914
mondrian_10,3,0.904,0.195534246926606,0.259,0.0281547519941498,0.0198266717216496
mondrian_5,3,0.968,0.230591810947892,0.265,0.0281547519941498,0.0202251591191502
oracle,3,0.899,0.143378792114761,0.259,0.0281547519941498,0.0198891190953423
cal_binning_10,4,0.952,0.40820241881852,0.775,0.0558093400079908,0.0407670880729995
cal_binning_5,4,0.959,0.478493703902701,0.775,0.0714449956417255,0.0488119406676983
conditional,4,0.913,0.347531731325872,0.649,0.0474880524683451,0.0309228189316348
isotonic,4,0.95,0.405906674589831,0.677,0.050700103583238,0.0372712476651137
marginal,4,0.886,0.311352286646788,0.602,0.0474880524683451,0.0304653414357532
mondrian_10,4,0.952,0.408392696932479,0.699,0.0474880524683451,0.0325703485728091
mondrian_5,4,0.954,0.418837350844572,0.751,0.0474880524683451,0.0311346763318201
oracle,4,0.906,0.285660760104491,0.557,0.0474880524683451,0.0312838665555274
cal_binning_10,5,0.867,0.469792397240295,0.432,0.0576607393534279,0.0557880020879103
cal_binning_5,5,0.874,0.476815742358407,0.432,0.0683045816750856,0.0661372830461875
conditional,5,0.757,0.382871070031618,0.432,0.0800395191488168,0.0751651711194484
isotonic,5,0.848,0.458558736852756,0.432,0.0560426713979204,0.0501554838950379
marginal,5,0.657,0.311352286646788,0.435,0.0800395191488168,0.0759932227174532
mondrian_10,5,0.852,0.474086094017204,0.432,0.0800395191488168,0.0747578353091201
mondrian_5,5,0.826,0.441532500809153,0.432,0.0800395191488168,0.074941069752775
oracle,5,0.894,0.460400723005954,0.432,0.0800395191488168,0.0753852944129882
cal_binning_10,marginal,0.9094,0.323267121598252,0.5434,0.0647672391454308,0.0193743680854041
cal_binning_5,marginal,0.9172,0.407720501989341,0.6154,0.0922965791439618,0.014317594678536
conditional,marginal,0.9022,0.292650108817249,0.4952,0.053281318099773,0.0387936133569673
isotonic,marginal,0.9174,0.282235481050443,0.4778,0.0456645207371902,0.0242365480569025
marginal,marginal,0.8984,0.309342956969669,0.4998,0.053281318099773,0.0389284015379184
mondrian_10,marginal,0.9028,0.278084729856105,0.49,0.053281318099773,0.038899497700758
mondrian_5,marginal,0.9092,0.288907989759754,0.5016,0.053281318099773,0.039145861401654
oracle,marginal,0.8974,0.217003177893398,0.4484,0.053281318099773,0.0387297510233894
