method,bin,coverage,width,risk,rmse,cal_error
binning,1,0.84,0.264195808740909,0.37,0.0915010339307456,0.0822468137157718
binning2,1,0.845,0.269459687387559,0.37,0.0941615049613511,0.0845916159987406
conditional,1,0.685,0.336518030213189,0.37,0.15635941189159,0.151593679165019
isotonic,1,0.84,0.261982284016802,0.37,0.0911083110134117,0.0820135205398904
marginal,1,0.685,0.329749806882479,0.37,0.15635941189159,0.151713851272812
binning,2,0.985,0.26900831759121,0.93,0.0555675244115622,0.0543669443611398
binning2,2,0.99,0.267270090519837,0.93,0.0521237763214252,0.0512118233943579
conditional,2,0.965,0.321103311058802,0.93,0.0942540609714552,0.095557469498326
isotonic,2,1,0.270327828306773,0.93,0.0528149590680816,0.0512229815120781
marginal,2,0.98,0.329749806882479,0.93,0.0942540609714552,0.0956394891401951
binning,3,0.985,0.27227455363773,0.985,0.0446993654888434,0.0397350539041821
binning2,3,0.99,0.271642668853559,0.985,0.0427008630309642,0.0365960645938019
conditional,3,1,0.313038456564393,0.985,0.062110039593,0.0582100058068748
isotonic,3,0.99,0.279747249752462,0.985,0.0412555716150438,0.0371584130825594
marginal,3,1,0.329749806882479,0.985,0.062110039593,0.0577193716324406
binning,4,0.97,0.276845901576828,0.815,0.0553249123079695,0.0543610148464529
binning2,4,0.965,0.274880480992058,0.815,0.0535440161810222,0.0526050871847599
conditional,4,0.995,0.305217232989283,0.815,0.0318741092098614,0.029995852921111
isotonic,4,0.95,0.28265132129279,0.815,0.0544725824650343,0.0538455470459264
marginal,4,1,0.329749806882479,0.815,0.0318741092098614,0.0308024990449642
binning,5,0.755,0.284849991197877,0.435,0.0951735601046753,0.0897705527808453
binning2,5,0.755,0.284693634136313,0.435,0.0991939616231199,0.092743009434244
conditional,5,0.89,0.288206964947472,0.435,0.0593157727239223,0.0471207444742796
isotonic,5,0.79,0.305233190957952,0.435,0.0965404258079419,0.0916347648664846
marginal,5,0.96,0.329749806882479,0.435,0.0593157727239223,0.0486774585613378
binning,marginal,0.907,0.273434914548911,0.707,0.0715221290505435,0.00740037228838025
binning2,marginal,0.909,0.273589312377865,0.707,0.0722676199545332,0.00742734410375891
conditional,marginal,0.907,0.312816799154628,0.707,0.0913499539646264,0.0574535903228869
isotonic,marginal,0.914,0.279988374865356,0.707,0.0708229941218986,0.00230797698182222
marginal,marginal,0.925,0.329749806882479,0.707,0.0913499539646264,0.05770565812149
