method,bin,coverage,width,risk,rmse,cal_error
binning,1,1,0.31610033048205,0.62,0.0727852310318523,0.0463001079672547
binning2,1,0.98,0.346413677997609,0.64,0.111940085980952,0.0458514915621576
conditional,1,0.88,0.0894069628060886,0.48,0.0285893903813806,0.0166727807345347
isotonic,1,0.97,0.319076287981023,0.67,0.0634103152408088,0.0486822811425164
marginal,1,1,0.250440375903762,0.64,0.0285893903813806,0.0158980620766811
binning,2,0.95,0.241162375303483,0.34,0.0539509742550619,0.0298301422568383
binning2,2,0.94,0.29417731998745,0.31,0.0795918580447535,0.0309950764623332
conditional,2,0.95,0.154650029662248,0.33,0.0429427749742393,0.0287958444171209
isotonic,2,1,0.217425322844324,0.34,0.0458328687655873,0.0334865193631407
marginal,2,0.98,0.250440375903762,0.34,0.0429427749742393,0.029022910175161
binning,3,0.97,0.238234648290925,0.41,0.0788107778759931,0.060783929348578
binning2,3,0.89,0.288551356618475,0.39,0.113259196937337,0.072837510811624
conditional,3,0.88,0.212458733627131,0.41,0.0900032822685333,0.0798998545301119
isotonic,3,0.94,0.215072261522823,0.4,0.075723364799909,0.0551261314321628
marginal,3,0.86,0.250440375903762,0.44,0.0900032822685333,0.0819148064144934
binning,4,0.97,0.247824400107888,0.39,0.0613246278519556,0.027500941398049
binning2,4,0.94,0.267696814125853,0.48,0.0753110379807686,0.0341484187322741
conditional,4,0.98,0.258435932933105,0.42,0.0535076806397288,0.024746945709759
isotonic,4,0.91,0.243100693829368,0.46,0.0534917695112821,0.0279089269444117
marginal,4,0.97,0.250440375903762,0.37,0.0535076806397288,0.0247172219408951
binning,5,0.74,0.314685671575982,0.38,0.129368776051694,0.100848323032825
binning2,5,0.74,0.336052644608081,0.43,0.114063005419018,0.0769153034242777
conditional,5,0.77,0.400616991192949,0.4,0.171248012118512,0.15186936503287
isotonic,5,0.75,0.328608921036831,0.39,0.139916342220989,0.112890706222435
marginal,5,0.52,0.250440375903762,0.39,0.171248012118512,0.151545386251911
binning,marginal,0.926,0.271601485152066,0.428,0.0835661730452506,0.0116184479551529
binning2,marginal,0.898,0.306578362667494,0.45,0.10037451275527,0.00707243125224162
conditional,marginal,0.892,0.223113730044304,0.408,0.0926833097444858,0.0537855915763362
isotonic,marginal,0.914,0.264656697442874,0.452,0.082817268900624,0.0254075643634053
marginal,marginal,0.866,0.250440375903762,0.436,0.0926833097444858,0.0525701612073415
