method,bin,coverage,width,risk,rmse,cal_error
cal_binning_10,1,0.822,0.225346292444657,0.524,0.076745506559787,0.0245826471599531
cal_binning_5,1,0.874,0.421065041350791,0.524,0.123180584948671,0.0461846647280676
conditional,1,0.883,0.130872898471172,0.524,0.0277513232662706,0.0166261833101117
isotonic,1,0.886,0.130171320976708,0.524,0.0416069096434211,0.0331212114704245
marginal,1,0.993,0.403195933665693,0.524,0.0277513232662706,0.0167417918429964
mondrian_10,1,0.852,0.116754670321229,0.524,0.0277513232662706,0.0166874891187293
mondrian_5,1,0.844,0.112417613854558,0.524,0.0277513232662706,0.0165501852353692
oracle,1,0.897,0.08243923901641,0.524,0.0277513232662706,0.016536861894606
cal_binning_10,2,0.91,0.191061329370316,0.622,0.0511517063662675,0.0215273113691727
cal_binning_5,2,0.894,0.32015228312206,0.941,0.102817611915048,0.044567889059225
conditional,2,1,0.222293642622147,0.636,0.0177827874034416,0.0101565989734921
isotonic,2,0.944,0.138597083822882,0.567,0.0294900398272547,0.0263601705172936
marginal,2,1,0.42826367486553,0.807,0.0177827874034416,0.0100107313451689
mondrian_10,2,0.93,0.118553214442464,0.567,0.0177827874034416,0.0103153775486685
mondrian_5,2,0.936,0.12475808069304,0.567,0.0177827874034416,0.0102351737492235
oracle,2,0.892,0.0908035278110259,0.51,0.0177827874034416,0.0101463365956539
cal_binning_10,3,0.928,0.316257242286072,0.397,0.0755170948966151,0.0655260465136037
cal_binning_5,3,0.954,0.414951455924927,0.397,0.10293129991169,0.073394771534259
conditional,3,0.991,0.334937667453957,0.32,0.0305474237930188,0.0218686233700904
isotonic,3,0.937,0.298752212847841,0.502,0.0463246906143068,0.0426716829830306
marginal,3,0.998,0.42826367486553,0.327,0.0305474237930188,0.0224621502811071
mondrian_10,3,0.945,0.271885091772496,0.397,0.0305474237930188,0.0227747887319141
mondrian_5,3,0.974,0.284227757982825,0.397,0.0305474237930188,0.022308625524871
oracle,3,0.919,0.1725962268935,0.25,0.0305474237930188,0.0227885907324551
cal_binning_10,4,0.92,0.557772158697792,0.705,0.0697941419456043,0.049517466890226
cal_binning_5,4,0.886,0.532759508712757,0.705,0.0868803590809802,0.0696767180510309
conditional,4,0.83,0.433833833693038,0.696,0.0824877319406487,0.0725395165418221
isotonic,4,0.921,0.543502181451007,0.711,0.0619428916340679,0.044736548352613
marginal,4,0.826,0.42826367486553,0.696,0.0824877319406487,0.0725720147065736
mondrian_10,4,0.913,0.560624952194069,0.705,0.0824877319406487,0.0733863845321122
mondrian_5,4,0.902,0.561574454263322,0.705,0.0824877319406487,0.0727185095989379
oracle,4,0.889,0.430566022677286,0.633,0.0824877319406487,0.0725169802230094
cal_binning_10,5,0.832,0.633394025488382,0.479,0.0720224613049363,0.0699094387709735
cal_binning_5,5,0.812,0.610055423672131,0.479,0.0776059873676311,0.078274818969858
conditional,5,0.671,0.487204374690876,0.478,0.107432885702461,0.102372078403253
isotonic,5,0.829,0.653960462093581,0.478,0.0769336622601692,0.0692586801694137
marginal,5,0.609,0.42826367486553,0.481,0.107432885702461,0.103088631455195
mondrian_10,5,0.819,0.647737054002226,0.479,0.107432885702461,0.103877883539788
mondrian_5,5,0.819,0.655194674379785,0.479,0.107432885702461,0.102798761865772
oracle,5,0.897,0.707472386568735,0.477,0.107432885702461,0.10341492839909
cal_binning_10,marginal,0.8824,0.384766209657444,0.5454,0.0696672931084131,0.02345919014738
cal_binning_5,marginal,0.884,0.459796742556533,0.6092,0.099910616451972,0.0236436255249017
conditional,marginal,0.875,0.321828483386238,0.5308,0.0638209360983144,0.0435762624424263
isotonic,marginal,0.9034,0.352996652238404,0.5564,0.0538562615716163,0.0254553320236577
marginal,marginal,0.8852,0.423250126625562,0.567,0.0638209360983144,0.0432952058791964
mondrian_10,marginal,0.8918,0.343110996546497,0.5344,0.0638209360983144,0.0437168784111606
mondrian_5,marginal,0.895,0.347634516234706,0.5344,0.0638209360983144,0.0433400294753748
oracle,marginal,0.8988,0.296775480593391,0.4788,0.0638209360983144,0.0434049917958677
