method,bin,coverage,width,risk,rmse,cal_error
binning,1,0.875,0.161936201156221,0.46,0.0627082854621074,0.0147216911202544
binning2,1,0.87,0.230919125464815,0.46,0.0861578406033285,0.025652883010287
conditional,1,0.945,0.109642221077226,0.46,0.018968232953163,0.0101303212539087
isotonic,1,0.88,0.123408726363424,0.46,0.0364784086618318,0.0230669950584207
marginal,1,0.945,0.111085019577992,0.46,0.018968232953163,0.0105835701799126
binning,2,0.935,0.0945311255572071,0.605,0.0176818489631585,0.00642137922272316
binning2,2,0.94,0.130201205017094,0.865,0.033283852945924,0.0160434856174857
conditional,2,0.98,0.111328120517614,0.685,0.00643407106973898,0.00373576384946501
isotonic,2,0.92,0.092548073047099,0.715,0.00955665948045126,0.00630387894109634
marginal,2,0.985,0.111085019577992,0.69,0.00643407106973898,0.00525012737771696
binning,3,0.87,0.0998979190304084,0.255,0.0171684458216063,0.0115195575444479
binning2,3,0.935,0.142777929000348,0.315,0.0295792352244897,0.0147678182960064
conditional,3,0.945,0.112447502323474,0.255,0.00649645907223871,0.00367436929449323
isotonic,3,0.905,0.102453690328881,0.255,0.00855577544429476,0.00552532618339657
marginal,3,0.94,0.111085019577992,0.255,0.00649645907223871,0.00450299456166675
binning,4,0.935,0.138169678323858,0.54,0.0187463686872112,0.0100737849497384
binning2,4,0.885,0.152928135628768,0.93,0.033793720354037,0.0155022204169613
conditional,4,0.915,0.113641570399496,0.52,0.00667777992692196,0
isotonic,4,0.915,0.120629650221768,0.435,0.0106927595390533,0.00711631756561069
marginal,4,0.905,0.111085019577992,0.48,0.00667777992692196,0
binning,5,0.91,0.210265027792783,0.295,0.0397836290808001,0.00994681131249579
binning2,5,0.89,0.230180673598074,0.295,0.0639858793676124,0.00806963281212963
conditional,5,0.755,0.115771938155251,0.295,0.0147334390297315,0
isotonic,5,0.895,0.168422509431252,0.295,0.0242824697311904,0.017565309181822
marginal,5,0.75,0.111085019577992,0.295,0.0147334390297315,0.0080316744730479
binning,marginal,0.905,0.140959990372096,0.431,0.035983040066337,0.00730443875559661
binning2,marginal,0.904,0.17740141374182,0.573,0.0541149292055966,0.00912067462808639
conditional,marginal,0.908,0.112566270494612,0.443,0.011874864906755,0.00478617393111817
isotonic,marginal,0.903,0.121492529878485,0.432,0.0209722615622841,0.0135557192621688
marginal,marginal,0.905,0.111085019577992,0.436,0.011874864906755,0.00506589053858353
