method,bin,coverage,width,risk,rmse,cal_error
binning,1,0.92,0.115600465438668,0.42,0.02541404137258,0.00678257314413513
binning2,1,0.89,0.150528931424691,0.42,0.0424548818968024,0.0100128948082432
conditional,1,0.96,0.114930101845181,0.42,0.0139075919453473,0.00553735268869773
isotonic,1,0.9,0.0967961433162365,0.42,0.0151982815130758,0.00801858937619526
marginal,1,0.95,0.105753431505554,0.42,0.0139075919453473,0.00475868863418166
binning,2,0.955,0.105012885999149,0.865,0.0140722327850495,0.00761517352370405
binning2,2,0.935,0.108923505755306,0.865,0.0201339370590713,0.0134548146737553
conditional,2,0.975,0.117617885654315,0.855,0.0105035753171905,0.00186703917860411
isotonic,2,0.965,0.101378665340652,0.84,0.0118600381091309,0.00425642124101922
marginal,2,0.98,0.105753431505554,0.815,0.0105035753171905,0.00381904594911269
binning,3,0.885,0.103154423727612,0.46,0.011484700356729,0.00740101657510885
binning2,3,0.87,0.10995109514192,0.46,0.0185356790530042,0.0157545111354575
conditional,3,0.94,0.11535745463234,0.47,0.0102184452481948,0.00271546090133025
isotonic,3,0.88,0.105784971171043,0.37,0.0100073097410249,0.00503827437318343
marginal,3,0.9,0.105753431505554,0.405,0.0102184452481948,0.00519676484109551
binning,4,0.925,0.124089293187621,0.84,0.0141272346382041,0.00877301556122102
binning2,4,0.935,0.142114790908673,0.84,0.0260675179542992,0.0205787945117645
conditional,4,0.91,0.114609880520885,0.835,0.0100184237976178,0.00535772969430788
isotonic,4,0.925,0.122377771567819,0.77,0.0114754616237814,0.00738013030909027
marginal,4,0.89,0.105753431505554,0.84,0.0100184237976178,0.00626601152557534
binning,5,0.885,0.163306311931332,0.435,0.0323595502207137,0.00995630610276123
binning2,5,0.92,0.196742941992738,0.435,0.0386269853583781,0.00613259109877318
conditional,5,0.795,0.113655639978101,0.435,0.0172632931906615,0.0127750045174738
isotonic,5,0.915,0.165358939651561,0.435,0.018022492363554,0.00862965101712291
marginal,5,0.76,0.105753431505554,0.435,0.0172632931906615,0.0119164774384264
binning,marginal,0.914,0.122232676056877,0.604,0.0210832579348518,0.00417300703157585
binning2,marginal,0.91,0.141652253044666,0.604,0.0307340960709767,0
conditional,marginal,0.916,0.115234192526164,0.603,0.012700810514514,0.00584826618928542
isotonic,marginal,0.917,0.118339298209462,0.567,0.0136256446719177,0.00509185010488373
marginal,marginal,0.896,0.105753431505554,0.583,0.012700810514514,0.00541279582582701
