method,bin,coverage,width,risk,rmse,cal_error
binning,1,0.92,0.510290535042512,0.45,0.172523443539021,0.142869744571905
binning2,1,0.84,0.682871314790594,0.45,0.200513536255226,0.166361521728201
conditional,1,0.87,0.500780510826143,0.45,0.243056206690194,0.23413475904701
isotonic,1,0.93,0.536235974815028,0.46,0.162910732207673,0.142686224026382
marginal,1,0.73,0.626836710791817,0.45,0.243056206690194,0.235600633288431
binning,2,0.98,0.457963409184648,0.89,0.0814585915983365,0.0710793070774485
binning2,2,0.99,0.615392147361636,0.99,0.11694503768884,0.109370360642622
conditional,2,1,0.463903836809453,0.88,0.127104230271881,0.123267858145779
isotonic,2,0.96,0.515727787259101,0.85,0.0755917316665779,0.0654688976905605
marginal,2,1,0.626836710791817,0.99,0.127104230271881,0.122633094641257
binning,3,0.97,0.457725912610249,0.69,0.113233214205165,0.106064658581582
binning2,3,0.96,0.492365123722396,1,0.117578905675151,0.110537307034913
conditional,3,1,0.457202206772988,0.67,0.065829032326048,0.0543863624957133
isotonic,3,0.99,0.427668237741369,0.61,0.103425325028115,0.0956390321211223
marginal,3,1,0.626836710791817,1,0.065829032326048,0.0529760216489563
binning,4,1,0.361540948071125,0.65,0.0515302707319034,0.0334009809035097
binning2,4,1,0.422831672885004,0.92,0.0755784560435989,0.0563951905852375
conditional,4,0.99,0.393151061968443,0.83,0.039568600874508,0.0180592989433037
isotonic,4,0.98,0.309165682500765,0.74,0.0495986456502119,0.0340982619932501
marginal,4,1,0.626836710791817,0.92,0.039568600874508,0.0149739755245522
binning,5,0.9,0.512304545603952,0.32,0.0638520379720974,0.0591934254784557
binning2,5,0.85,0.493926783261358,0.32,0.0788007752330148,0.0694514697013037
conditional,5,0.75,0.344094991791746,0.32,0.0536522850630535,0.0326187393019409
isotonic,5,0.97,0.605144279537248,0.32,0.0609400214910247,0.0548959814383466
marginal,5,0.98,0.626836710791817,0.32,0.0536522850630535,0.0269651442612115
binning,marginal,0.954,0.459965070102497,0.6,0.105786627765396,0.0212730333805534
binning2,marginal,0.928,0.541477408404198,0.736,0.12619689720167,0.0247092550253008
conditional,marginal,0.922,0.431826521633755,0.63,0.129622149595099,0.0927163542975002
isotonic,marginal,0.966,0.478788392370702,0.596,0.0991206600983116,0.020603798764483
marginal,marginal,0.942,0.626836710791817,0.736,0.129622149595099,0.0929830249303962
