method,bin,coverage,width,risk,rmse,cal_error
cal_binning_10,1,0.851,0.193262066055591,0.469,0.0712742388517452,0.0270348591099472
cal_binning_5,1,0.855,0.313661263257403,0.469,0.11056565221816,0.0298917325907011
conditional,1,0.862,0.128844640090825,0.469,0.0371835685232727,0.0344081588031244
isotonic,1,0.858,0.14763785034353,0.469,0.0422162684482171,0.0317906762091214
marginal,1,0.862,0.122129458312278,0.469,0.0371835685232727,0.0342822169095381
mondrian_10,1,0.895,0.138861847367219,0.469,0.0371835685232727,0.0342767358937807
mondrian_5,1,0.902,0.13948807492368,0.469,0.0371835685232727,0.034363259265175
oracle,1,0.908,0.114562863129617,0.469,0.0371835685232727,0.0343425615021528
cal_binning_10,2,0.871,0.135828881292062,0.627,0.0228452090494269,0.00895011653128404
cal_binning_5,2,0.913,0.192811928664343,0.936,0.0445688489245317,0.00934031880575788
conditional,2,0.919,0.127937707330526,0.579,0.00655623762211484,0.00367387727240838
isotonic,2,0.864,0.118978209636911,0.575,0.0121274945405081,0.00912719065286486
marginal,2,0.912,0.125669283479743,0.575,0.00655623762211484,0.00365504402774533
mondrian_10,2,0.917,0.126749596605168,0.575,0.00655623762211484,0.00414818051893084
mondrian_5,2,0.911,0.124526912344116,0.575,0.00655623762211484,0.00452730220023783
oracle,2,0.886,0.114881585750291,0.541,0.00655623762211484,0.00388713158321338
cal_binning_10,3,0.891,0.13778169973195,0.334,0.0206248254159514,0.0127458848139708
cal_binning_5,3,0.885,0.164414370296875,0.351,0.0380520976330623,0.0185237009320042
conditional,3,0.908,0.127306285765204,0.334,0.00634395416259851,0.00228773152068906
isotonic,3,0.91,0.135657603029209,0.334,0.0115470139286583,0.00751296800642065
marginal,3,0.899,0.125669283479743,0.334,0.00634395416259851,0.00178452833997824
mondrian_10,3,0.902,0.126452046666312,0.334,0.00634395416259851,0.00270282065985166
mondrian_5,3,0.896,0.123357174024387,0.334,0.00634395416259851,0.00225365178743144
oracle,3,0.883,0.115501991856128,0.334,0.00634395416259851,0.00232524816432852
cal_binning_10,4,0.885,0.134620154419159,0.447,0.0211004337296167,0.0102667498955649
cal_binning_5,4,0.862,0.154955209122923,0.84,0.037591878908827,0.0190225527401538
conditional,4,0.923,0.128065741219388,0.52,0.00622607533829604,0.00418932951263727
isotonic,4,0.918,0.133548789150293,0.54,0.013223453587041,0.0116555886233376
marginal,4,0.924,0.125669283479744,0.522,0.00622607533829604,0.00398902005727898
mondrian_10,4,0.904,0.121079573043395,0.466,0.00622607533829604,0.00441931506077629
mondrian_5,4,0.914,0.121968936519711,0.522,0.00622607533829604,0.0044525312376904
oracle,4,0.898,0.116665046459885,0.511,0.00622607533829604,0.00400231129163061
cal_binning_10,5,0.936,0.207681107891396,0.311,0.0417243214696059,0.00800450503397488
cal_binning_5,5,0.893,0.268473311770609,0.311,0.0749269574372999,0.0116819252240573
conditional,5,0.899,0.133219903496747,0.311,0.0129663823839279,0.0123083086198546
isotonic,5,0.904,0.142042806144119,0.311,0.0194116167021769,0.0160187668477347
marginal,5,0.879,0.125669283479744,0.311,0.0129663823839279,0.0122936624539186
mondrian_10,5,0.895,0.12982372824235,0.311,0.0129663823839279,0.0123459172141088
mondrian_5,5,0.891,0.128733638492038,0.311,0.0129663823839279,0.0124797655535249
oracle,5,0.901,0.120543445736197,0.311,0.0129663823839279,0.0123779154075063
cal_binning_10,marginal,0.8868,0.161834781878032,0.4376,0.0405301157894302,0.0133838843886005
cal_binning_5,marginal,0.8816,0.218863216622431,0.5814,0.0673591956452387,0.0125113530421215
conditional,marginal,0.9022,0.129074855580538,0.4426,0.0182906471211058,0.0165975818858889
isotonic,marginal,0.8908,0.135573051660812,0.4458,0.0228661040142455,0.0174472970794888
marginal,marginal,0.8952,0.12496131844625,0.4422,0.0182906471211058,0.0165197882712747
mondrian_10,marginal,0.9026,0.128593358384889,0.431,0.0182906471211058,0.0166370697315191
mondrian_5,marginal,0.9028,0.127614947260786,0.4422,0.0182906471211058,0.0165225106957906
oracle,marginal,0.8952,0.116430986586424,0.4332,0.0182906471211058,0.016579564801116
